Freebase_ID,Name,Release_Date,Revenue,Languages,Countries
/m/03vyhn,Ghosts of Mars,2001,14010832.0,english,united states of america
/m/02qc0j7,Alexander's Ragtime Band,1938,3600000.0,english,united states of america
/m/016ywb,Henry V,1989,10161099.0,english,united kingdom
/m/0kcn7,Mary Poppins,1964,102272727.0,english,united states of america
/m/02wjqm,New Rose Hotel,1999,21521.0,english,united states of america
/m/014k4y,Baby Boy,2001,29381649.0,english,united states of america
/m/04wy0v,They Knew What They Wanted,1940,932000.0,english,united states of america
/m/01mrrd,The Gods Must Be Crazy,1980,34331783.0,"afrikaans, english",south africa
/m/02vlsqt,Rudo y Cursi,2008,11091868.0,spanish,"mexico, united states of america"
/m/0cws46,Kinjite: Forbidden Subjects,1989,3416846.0,english,united states of america
/m/0f0d1p,The Great New Wonderful,2006,172055.0,english,united states of america
/m/02vn81r,Loverboy,1989,3960327.0,english,united states of america
/m/0kv612,The Covered Wagon,1923,3500000.0,english,united states of america
/m/0h10pz,The Little Hut,1957,3600000.0,english,united states of america
/m/02x4zpv,The Boston Strangler,1968,17810894.0,english,united states of america
/m/0b4f1s,Lee Dae-ro Can't Die,2005,4736013.0,korean,south korea
/m/015wmg,...And Justice for All,1979,33300000.0,english,united states of america
/m/07sb8_t,The Naked Kitchen,2009,638181.0,korean,south korea
/m/026ccts,Star!,1968,4000000.0,english,united states of america
/m/015wmt,The Great Santini,1979,4702575.0,english,united states of america
/m/064kyn2,Beachhead,1954,1400000.0,,united states of america
/m/09kzfd,Things to Do in Denver When You're Dead,1995,529677.0,english,united states of america
/m/05v5ws,Convoy,1978,45000000.0,english,united states of america
/m/04rjwf,C.H.U.D.,1984,4650000.0,english,united states of america
/m/03_wh5,"Black Cat, White Cat",1998,351447.0,"romani, italian, serbo-croatian, bulgarian, serbian, german","france, yugoslavia, germany"
/m/0g08ws,The Astronaut Farmer,2006,11130889.0,"english, spanish",united states of america
/m/01bwgr,Straw Dogs,1971,11148828.0,english,"united states of america, united kingdom"
/m/03813g,"Spring, Summer, Fall, Winter... and Spring",2003,9524745.0,korean,"south korea, germany"
/m/09vv2_n,Blockade,1938,665523.0,,united states of america
/m/01xlqd,Grease,1978,394589888.0,english,united states of america
/m/08m1s2,Becoming Jane,2007,37311672.0,english,"ireland, united kingdom"
/m/0p_sc,Midnight Express,1978,35000000.0,"french, english","united states of america, united kingdom"
/m/067p6m,RoboCop 3,1993,10600000.0,english,united states of america
/m/0gj6pd,The Forbidden Kingdom,2008,127906624.0,"standard mandarin, english, standard cantonese","united states of america, hong kong, china"
/m/01_mdl,Superman,1978,300218018.0,english,"united states of america, united kingdom"
/m/0c3lr0,Trial and Error,1997,14598571.0,english,united states of america
/m/09v460,Necessary Roughness,1991,26255594.0,english,united states of america
/m/0ds11z,Sweeney Todd: The Demon Barber of Fleet Street,2007,152523164.0,english,"united states of america, united kingdom"
/m/016z5x,Chaplin,1992,9493259.0,english,"france, united states of america, italy, united kingdom"
/m/07rf_1,Nothing to Lose,1997,44480039.0,english,united states of america
/m/07m7j8,Friday the 13th: The Final Chapter,1984,32980880.0,english,united states of america
/m/04j35n6,I'm Losing You,1998,13996.0,english,united states of america
/m/07s7_c0,Beastmaster 2: Through the Portal of Time,1991,869235.0,english,united states of america
/m/02w8rhv,Over the Rainbow,2002,2549834.0,"korean, cantonese",south korea
/m/0b4y0r,National Lampoon's Class Reunion,1982,10054150.0,english,united states of america
/m/0401sg,Resident Evil,2002,102441078.0,english,"united states of america, france, canada, united kingdom, germany"
/m/01dh6f,Nell,1994,106683817.0,english,united states of america
/m/061nbd,Monkey Business,1952,2000000.0,english,united states of america
/m/0kv17w,Someone to Watch Over Me,1987,10278549.0,english,united states of america
/m/0db2z1,I Could Never Be Your Woman,2007,9576495.0,english,united states of america
/m/04ldc1b,9 Dead Gay Guys,2003,26377.0,english,united kingdom
/m/0gkss5y,Cyrano Agency,2010,17917697.0,korean,south korea
/m/04zy_f7,Perrier's Bounty,2010,160430.0,english,"ireland, united kingdom"
/m/0fk60h,Grace of My Heart,1996,617632.0,english,united states of america
/m/02vpjr8,Puccini for Beginners,2007,110864.0,english,united states of america
/m/07kbj2s,Just Wright,2010,21570263.0,english,united states of america
/m/04k12v,Bless the Child,2000,40443010.0,english,"united states of america, germany"
/m/09fgyt,The Program,1993,23032565.0,"german, english",united states of america
/m/0c1p3,San Francisco,1936,2868000.0,english,united states of america
/m/0kvgjd,The Comebacks,2007,13539154.0,english,united states of america
/m/0b13hz,Brides,2004,4928000.0,"greek, turkish, english, russian",greece
/m/04rq8l,Stage Beauty,2004,2153070.0,english,"united states of america, united kingdom, germany"
/m/06wmyc,Jefferson in Paris,1995,2473668.0,english,"france, united states of america, united kingdom"
/m/0crs5bt,The Way,2010,4430765.0,"english, spanish","united states of america, spain"
/m/0g9wdmc,The Iron Lady,2011,114943631.0,english,"france, united kingdom"
/m/069dl1,Next,2007,76066841.0,"french, german, english",united states of america
/m/0gkjmf,Go Fish,1994,2408311.0,english,united states of america
/m/0b6qmv,The Contract,2006,5549200.0,english,"united states of america, germany"
/m/05szq8z,Clash of the Titans,2010,493214993.0,english,"united states of america, united kingdom"
/m/034f7w,G.I. Jane,1997,97169156.0,english,united states of america
/m/04ygt38,Never a Dull Moment,1950,1425000.0,english,united states of america
/m/060__7,Snow Falling on Cedars,1999,23049593.0,"japanese, german, english",united states of america
/m/0b6qm3,Chitty Chitty Bang Bang,1968,7800000.0,english,united kingdom
/m/02991z,The Redhead from Wyoming,1953,1100000.0,english,united states of america
/m/09thsq,Harlow,1965,1000000.0,english,united states of america
/m/02rl3k7,26 Years Diary,2007,3614835.0,"japanese, korean","japan, south korea"
/m/040280,Godsend,2004,30114487.0,english,"united states of america, canada"
/m/07s52n0,Track 29,1988,429028.0,english,"united states of america, united kingdom"
/m/0c3tkft,Open Season 3,2010,7399925.0,english,united states of america
/m/045rsk,Don't Knock the Rock,1956,1200000.0,english,united states of america
/m/0gzfhh,And God Created Woman,1988,717376.0,english,united states of america
/m/0h66h0p,"Jeff, Who Lives at Home",2011,4269426.0,english,united states of america
/m/027xs8k,Palmy Days,1931,1600000.0,english,united states of america
/m/07l50_1,A Single Man,2009,24964890.0,"english, spanish",united states of america
/m/0c9jj9,Hostel 2,2007,35619521.0,"czech, italian, english, slovak",united states of america
/m/0fbrd7,Bangkok Dangerous,2008,82486154.0,"english, thai",united states of america
