Feature,Coefficient,Std_Error,t_value,p_value
Budget (USD) Inflated,0.21060772112149456,0.03812554402318381,5.524058122119539,4.069072111119087e-08
Audience Score,-0.07686422823598921,0.034694401786806675,-2.215464866877127,0.026917702479531264
Critics Score,0.1415198073312023,0.03425192613902918,4.1317328186675075,3.853374011815499e-05
Comedy,-0.22169706178342652,0.05977465811048136,-3.7088804652577747,0.00021781483968672755
Thriller,0.145271741998903,0.07216909301417222,2.012935675530455,0.04434722135959644
Romance Film,0.1851715184948666,0.06292464262261369,2.9427504198223313,0.0033164350168629277
Fantasy,0.19219210001667886,0.08571884132572537,2.242122000767169,0.025137884564486006
Mystery,0.19040563700582824,0.09282092530945031,2.0513223324487004,0.04045502033393333
Animation,0.39946705339625277,0.14388686973326614,2.7762578624218786,0.005585441536461097
Sports,-0.4839462746407563,0.10630852189278144,-4.552281096795282,5.85358084131097e-06
War,0.31370976950060053,0.1284786506383228,2.44172683898835,0.01476265781584394
Rating: PG,-0.3117814044454581,0.0972202129093677,-3.2069607246809086,0.0013773287227046402
Rating: PG 13,-0.20805329602499556,0.05950702158541385,-3.4962814552290222,0.0004892391843337378
Month: December,0.31866842724057154,0.11596425872613102,2.7479883089940693,0.006087197308790345
