Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Demonic ,2015,English,"United Kingdom, United States",Horror,"$3,000,000 (worldwide box office is 1.6 times production budget)",83 minutes,"R for some violence/terror and brief language.(Rating bulletin 2329, 7/2/2014)",n/a,"$4,668,109","$4,668,109"
à l'intérieur ,2008,French,France,Horror,"$3,000,000 (worldwide box office is 0.3 times production budget)",82 minutes,,n/a,"$895,932","$895,932"
3 From Hell ,2019,English,United States,Horror,"$3,000,000 (worldwide box office is 0.0 times production budget)",122 minutes,"R for strong sadistic violence, language throughout, sexual content, graphic nudity, and drug use.(Rating bulletin 2575 (Cert #52101), 4/24/2019)",n/a,"$119,009","$119,009"
They Came Together ,2014,English,United States,Comedy,"$3,000,000 (worldwide box office is 0.0 times production budget)",83 minutes,"R for language and sexual content.(Rating bulletin 2314, 3/19/2014)",n/a,"$82,780","$82,780"
Open Road ,2013,"English, Portuguese","Brazil, United States",Thriller/Suspense,"$3,000,000 (worldwide box office is 0.0 times production budget)",,,n/a,"$47,469","$47,469"
Alice in Wonderland ,1951,English,United States,Adventure,"$3,000,000",75 minutes,G Rating for 1973 Re-Issue of film from Walt Disney Productions/Buena Vista Dist. Co.,n/a,,
Barry Munday ,2010,,United States,Comedy,"$3,000,000",98 minutes,"R sexual content and language.(Rating bulletin 2132, 8/4/2010)",n/a,,
The Deported ,2009,,,,"$3,000,000",,PG-13 For rude humor and language,n/a,,
Chicago Overcoat ,2009,,,Action,"$3,000,000",94 minutes,"R for bloody violence, pervasive language, some sexuality/nudity and drug use.(Rating bulletin 2158, 2/9/2011)",n/a,,
Never Back Down 2: The Beatdown ,2011,English,United States,Action,"$3,000,000",,"R for brutal violence, pervasive language, some sexual content and nudity.(Rating bulletin 2172, 5/18/2011)",n/a,,
AWOL-72 ,2015,English,United States,Thriller/Suspense,"$3,000,000",82 minutes,"R for violence, language throughout and brief sexuality.(Rating bulletin 2373 (Cert #49706), 5/13/2015)",n/a,,
