Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
The Texas Chainsaw Massacre ,1974,English,United States,Horror,"$140,000 (worldwide box office is 190.7 times production budget)",83 minutes,"R for strong horror violence/gore, language and drug content.","$26,572,439","$131,709","$26,704,148"
Roger & Me ,1989,,United States,Documentary,"$140,000 (worldwide box office is 47.9 times production budget)",90 minutes,,"$6,706,368",,
Sound of My Voice ,2012,English,United States,Thriller/Suspense,"$135,000 (worldwide box office is 3.2 times production budget)",84 minutes,"R for language including some sexual references, and brief drug use.(Rating bulletin 2215, 3/21/2012)","$408,015","$21,433","$429,448"
The Tunnel ,2011,,,Horror,"$135,000 (worldwide box office is 0.0 times production budget)",,,"$1,348",,
Cat People ,1942,English,United States,Horror,"$134,000 (worldwide box office is 59.7 times production budget)",73 minutes,Not Rated,"$4,000,000","$4,000,000","$8,000,000"
An American in Hollywood ,2014,English,United States,Drama,"$125,000",89 minutes,"R for language, drug use and some sexual content.(Rating bulletin 2328, 6/25/2014)",n/a,,
The Brain That Sings ,2015,"Arabic, English",United Arab Emirates,Documentary,"$125,000",65 minutes,Not Rated,n/a,,
Romantic Schemer ,2015,English,United States,Drama,"$125,000",84 minutes,"PG-13 for suggestive content, innuendo and partial nudity.(Rating bulletin 2401 (Cert #50153), 11/25/2015)",n/a,,
Your Sister's Sister ,2012,English,United States,Drama,"$120,000 (worldwide box office is 25.8 times production budget)",90 minutes,"R for language and some sexaul content.(Rating bulletin 2214, 3/14/2012)","$1,597,486","$1,493,107","$3,090,593"
Grave Encounters ,2011,English,Canada,Horror,"$120,000 (worldwide box office is 30.1 times production budget)",,,n/a,"$3,613,222","$3,613,222"
The Blood of My Brother: A Story of Death in Iraq ,2006,,,Documentary,"$120,000",,,n/a,,
A Dog’s Breakfast ,2007,English,"Canada, United States",Black Comedy,"$120,000",88 minutes,Not Rated,n/a,,
Une Femme Mariée ,1964,French,France,Drama,"$120,000",95 minutes,Not Rated,n/a,,
Night of the Living Dead ,1968,English,United States,Horror,"$114,000 (worldwide box office is 263.9 times production budget)",96 minutes,Not Rated,"$12,087,064","$18,000,000","$30,087,064"
The Birth of a Nation ,1915,English,United States,Drama,"$110,000 (worldwide box office is 100.0 times production budget)",190 minutes,Not Rated,"$10,000,000","$1,000,000","$11,000,000"
Henry: Portrait of a Serial Killer  ,1990,English,United States,Horror,"$110,000 (worldwide box office is 5.6 times production budget)",83 minutes,Not Rated,"$609,939","$3,926","$613,865"
The Work and the Story ,2003,,,Comedy,"$103,000 (worldwide box office is 0.2 times production budget)",,Not Rated,"$16,137",,
The Gallows ,2015,English,United States,Horror,"$100,000 (worldwide box office is 416.6 times production budget)",81 minutes,"R for some disturbing violent content and terror.(Rating bulletin 2380, 7/1/2015)","$22,764,410","$18,892,064","$41,656,474"
Facing the Giants ,2006,English,United States,Drama,"$100,000 (worldwide box office is 102.4 times production budget)",,PG for some thematic elements.,"$10,178,331","$64,828","$10,243,159"
Eraserhead ,1977,English,United States,Horror,"$100,000 (worldwide box office is 71.0 times production budget)",89 minutes,Not Rated,"$7,000,000","$97,971","$7,097,971"
Hollywood Shuffle ,1987,,United States,,"$100,000 (worldwide box office is 52.3 times production budget)",,,"$5,228,617",,
Over the Hill to the Poorhouse ,1920,Silent,United States,,"$100,000 (worldwide box office is 30.0 times production budget)",110 minutes,Not Rated,"$3,000,000",,
The Mighty ,1998,,United States,Drama,"$100,000 (worldwide box office is 61.2 times production budget)",100 minutes,PG-13 for elements of violence and peril,"$2,652,246","$3,469,336","$6,121,582"
A Ghost Story ,2017,English,United States,Drama,"$100,000 (worldwide box office is 27.7 times production budget)",93 minutes,"R for brief language and a disturbing image.(Rating bulletin 2474 (Cert #51046), 5/3/2017)","$1,594,798","$1,174,984","$2,769,782"
Penitentiary ,1980,,United States,Drama,"$100,000 (worldwide box office is 2.9 times production budget)",,,"$287,000",,
The Lost Skeleton of Cadavra ,2004,English,United States,Comedy,"$100,000 (worldwide box office is 1.1 times production budget)",90 minutes,PG for brief mild language. ,"$110,536",,
Cheap Thrills ,2014,English,United States,Thriller/Suspense,"$100,000 (worldwide box office is 0.6 times production budget)",85 minutes,Not Rated,"$59,424",,
The Past is a Grotesque Animal ,2014,English,United States,Documentary,"$100,000 (worldwide box office is 0.2 times production budget)",90 minutes,Not Rated,"$20,056",,
Keeping it Real: The Adventures of Greg Walloch ,2001,,United States,,"$100,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$1,358",,
Indie Game: The Movie ,2012,,,Documentary,"$100,000",,,n/a,,
"Dude, Where's My Dog ",2014,English,United States,Adventure,"$100,000",82 minutes,"PG for mild language and rude humor.(Rating bulletin 2317 (Cert #49040), 4/9/2014)",n/a,,
Echo Dr. ,2014,English,United States,Drama,"$100,000",,,n/a,,
Closure ,2015,English,United States,Drama,"$100,000",90 minutes,,n/a,,
Lunch Time Heroes ,2015,English,Nigeria,Adventure,"$100,000",88 minutes,,n/a,,
Open Secret ,2015,English,United States,Documentary,"$100,000",,,n/a,,
The Night Visitor ,2015,English,United States,Thriller/Suspense,"$100,000",,,n/a,,
Tiger Orange ,2015,English,United States,Drama,"$100,000",81 minutes,Not Rated,n/a,,
8 Days to Hell ,2021,English,United States,Horror,"$100,000",85 minutes,,n/a,,
Deaf Lovers ,Announced,"Russian, Ukrainian","Estonia, Serbia",Drama,"$100,000",81 minutes,,n/a,,
The Last House on the Left ,1972,,United States,,"$87,000 (worldwide box office is 35.6 times production budget)",,"R for sadistic brutal violence including a rape and disturbing images, language, nudity and some drug use","$3,100,000",,
Sing ,2017,Russian,"Poland, Russian Federation",Documentary,"$84,000",52 minutes,,n/a,,
The Foot Fist Way ,2008,English,United States,Comedy,"$79,000 (worldwide box office is 3.0 times production budget)",,R for strong language and some sexual content.,"$234,286",,
Dawn of the Crescent Moon ,2015,English,United States,Thriller/Suspense,"$75,000 (worldwide box office is 0.1 times production budget)",95 minutes,Not Rated,"$8,799",,
Queen Crab ,2015,English,United States,Horror,"$75,000",90 minutes,Not Rated,n/a,,
Happy Christmas ,2014,English,United States,Comedy,"$70,000 (worldwide box office is 0.4 times production budget)",82 minutes,"R for language, drug use and some sexual content.(Rating bulletin 2320, 4/30/2014)","$30,312",,
"Peace, Propaganda and the Promised Land ",2005,,United States,Documentary,"$70,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$4,930",,
Absentia ,2013,English,United States,Horror,"$70,000 (worldwide box office is 0.1 times production budget)",87 minutes,"R for language and some disturbing images.(Rating bulletin 2194, 10/19/2011)",n/a,"$8,555","$8,555"
Pi ,1998,English,United States,Thriller/Suspense,"$68,000 (worldwide box office is 68.8 times production budget)",84 minutes,R for language and some disturbing images.,"$3,221,152","$1,457,361","$4,678,513"
I Love You … Don't Touch Me! ,1998,,,,"$68,000 (worldwide box office is 0.5 times production budget)",,,"$33,598",,
The Wretched ,2020,English,United States,Horror,"$66,000 (worldwide box office is 69.6 times production budget)",96 minutes,Not Rated,"$1,815,440","$2,778,781","$4,594,221"
20 Dates ,1999,,,Comedy,"$66,000 (worldwide box office is 9.1 times production budget)",87 minutes,R for pervasive language and brief sexual images,"$541,636","$61,284","$602,920"
Super Size Me ,2004,,United States,Documentary,"$65,000 (worldwide box office is 342.1 times production budget)",100 minutes,"PG-13 for language, sex and drug references, and a graphic medical procedure","$11,529,368","$10,704,440","$22,233,808"
Supporting Characters ,2013,English,United States,Comedy,"$60,000 (worldwide box office is 0.1 times production budget)",87 minutes,Not Rated,"$4,917",,
The FP ,2012,English,United States,Comedy,"$60,000",83 minutes,"R for pervasive language, sexual content, some nudity and brief drug material.(Rating bulletin 2197, 11/9/2011)",n/a,,
Turbo Kid ,2015,English,"Canada, New Zealand",Action,"$60,000",95 minutes,Not Rated,n/a,,
Hayride ,2012,English,United States,Horror,"$60,000",,,n/a,,
The Brain That Wouldn't Die ,1962,English,United States,Horror,"$60,000",82 minutes,Not Rated Approved,n/a,,
The Dirties ,2013,English,Canada,Drama,"$55,000",84 minutes,Not Rated,n/a,,
The Brothers McMullen ,1995,,,Drama,"$50,000 (worldwide box office is 208.5 times production budget)",98 minutes,R for language and some sexuality,"$10,426,506",,
Gabriela ,2001,,,Drama,"$50,000 (worldwide box office is 46.7 times production budget)",,R for language and some sexuality,"$2,335,352",,
Tiny Furniture ,2010,English,United States,Comedy,"$50,000 (worldwide box office is 8.5 times production budget)",99 minutes,Not Rated,"$391,674","$32,475","$424,149"
The Signal ,2008,,United States,Horror,"$50,000 (worldwide box office is 8.1 times production budget)",,"R for strong brutal bloody violence throughout, pervasive language and brief nudity","$251,150","$155,149","$406,299"
The Myth of the American Sleepover ,2011,English,United States,Drama,"$50,000 (worldwide box office is 0.8 times production budget)",96 minutes,Not Rated,"$41,045",,
Counting ,2015,English,United States,Documentary,"$50,000 (worldwide box office is 0.2 times production budget)",110 minutes,Not Rated,"$8,374",,
Big Things ,2009,,,,"$50,000",,,n/a,,
Down and Dangerous ,2014,English,United States,Thriller/Suspense,"$50,000",95 minutes,Not Rated,n/a,,
The Call of Cthulhu ,2005,"English, French, German, Italian, Spanish",United States,Horror,"$50,000",,,n/a,,
Bending Steel ,2015,English,United States,Documentary,"$50,000",,,n/a,,
"Run, Hide, Die ",2015,English,United States,Horror,"$50,000",75 minutes,Not Rated,n/a,,
The Image Revolution ,2013,English,United States,Documentary,"$50,000",81 minutes,Not Rated,n/a,,
"Pepi, Luci, Bom y otras chicas del montón ",1980,Spanish,Spain,Comedy,"$46,000 (worldwide box office is 1.1 times production budget)",81 minutes,,"$48,363",,
A True Story ,2013,English,United States,Comedy,"$45,000",96 minutes,Not Rated,n/a,,
George Washington ,2000,,,,"$42,000 (worldwide box office is 8.2 times production budget)",,Not Rated,"$241,816","$100,906","$342,722"
This Is Martin Bonner ,2013,English,United States,Drama,"$42,000",83 minutes,"R for some language and brief sexuality.(Rating bulletin 2278, 6/26/2013)",n/a,,
Smiling Fish and Goat on Fire ,2000,,,Comedy,"$40,000 (worldwide box office is 6.9 times production budget)",90 minutes,"R for language, some sexual content and brief drug use","$277,233",,
The Exploding Girl ,2010,,,Drama,"$40,000 (worldwide box office is 0.6 times production budget)",80 minutes,Not Rated,"$25,572",,
Raymond Did It ,2011,English,United States,Horror,"$40,000 (worldwide box office is 0.1 times production budget)",83 minutes,Not Rated,"$3,632",,
Foreign Letters ,2012,"English, Hebrew, Vietnamese",United States,Drama,"$40,000",100 minutes,Not Rated,n/a,,
Terrifier ,2018,English,United States,Horror,"$35,000 (worldwide box office is 9.8 times production budget)",92 minutes,Not Rated,"$339,946","$2,761","$342,707"
The Last Waltz ,1991,English,United States,Concert/Performance,"$35,000 (worldwide box office is 9.2 times production budget)",117 minutes,Not Rated,"$321,952","$1,060","$323,012"
Host ,2020,English,United Kingdom,Horror,"$35,000 (worldwide box office is 12.5 times production budget)",57 minutes,,n/a,"$436,536","$436,536"
Her Cry: La Llorona Investigation ,2013,English,United States,Horror,"$35,000",,Not Rated,n/a,,
Happy 40th ,2015,English,United States,Drama,"$35,000",100 minutes,Not Rated,n/a,,
The VelociPastor ,2019,"Cantonese, English, Korean, Mandarin","China, United States",Action,"$35,000",75 minutes,Not Rated,n/a,,
Megan is Missing ,2011,English,United States,Horror,"$35,000",89 minutes,Not Rated,n/a,,
The Killing of Two Lovers ,2020,English,United States,Drama,"$32,000 (worldwide box office is 3.3 times production budget)",84 minutes,"R for language(Rating bulletin 2660 (cert #53013), 12/16/2020)","$72,110","$33,085","$105,195"
