Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
The River Wild ,1994,English,United States,Thriller/Suspense,"$45,000,000 (worldwide box office is 2.1 times production budget)",111 minutes,PG-13 for some violence and threatening moments,"$46,815,000","$47,400,000","$94,215,000"
Blended ,2014,English,United States,Romantic Comedy,"$45,000,000 (worldwide box office is 2.8 times production budget)",117 minutes,"PG-13 for crude and sexual content, and language.(Rating bulletin 2306, 1/22/2014)","$46,290,741","$81,700,000","$127,990,741"
All Eyez on Me ,2016,English,United States,Drama,"$45,000,000 (worldwide box office is 1.3 times production budget)",137 minutes,"R for language and drug use throughout, violence, some nudity and sexuality.(Rating bulletin 2445 (Cert #50710), 10/5/2016)R for language throughout, drug use, violence, some nudity and sexuality. (Re-rate. Content is different from R Rated Version Bulletin #2445 (2016-10-05). Only this Edited Version is Rated)(Rating bulletin 2478 (Cert #50710), 5/31/2017)","$44,922,302","$12,775,124","$57,697,426"
Peter Rabbit 2: The Runaway ,2021,English,"Australia, India, United States",Adventure,"$45,000,000 (worldwide box office is 3.5 times production budget)",93 minutes,"PG for some rude humor and action.(Rating bulletin 2616 (Cert #52043), 2/12/2020)","$40,501,717","$116,713,267","$157,214,984"
Last Holiday ,2006,English,United States,Comedy,"$45,000,000 (worldwide box office is 1.0 times production budget)",112 minutes,PG-13 for some sexual references,"$38,399,961","$4,943,286","$43,343,247"
16 Blocks ,2006,English,United States,Action,"$45,000,000 (worldwide box office is 1.5 times production budget)",105 minutes,"PG-13 for violence, intense sequences of action, and some strong language","$36,895,141","$28,700,000","$65,595,141"
The Indian in the Cupboard ,1995,,United States,Adventure,"$45,000,000 (worldwide box office is 0.8 times production budget)",96 minutes,PG for mild language and brief video images of violence and sexy dancing,"$35,627,222",,
65 ,2023,English,United States,Thriller/Suspense,"$45,000,000 (worldwide box office is 1.2 times production budget)",93 minutes,"PG-13 for intense sci-fi action and peril, and brief bloody images.(Rating bulletin 2772 (cert #53044), 3/1/2023)","$32,062,904","$24,178,123","$56,241,027"
Cellular ,2004,English,United States,Thriller/Suspense,"$45,000,000 (worldwide box office is 1.4 times production budget)",95 minutes,"PG-13 for violence, terror situations, language and some sexual references","$32,003,620","$29,449,800","$61,453,420"
Doctor Sleep ,2019,English,United States,Horror,"$45,000,000 (worldwide box office is 1.6 times production budget)",151 minutes,"R for disturbing and violent content, some bloody images, language, nudity and drug use.(Rating bulletin 2592 (Cert #52286), 8/21/2019)R for disturbing and violent content, some bloody images, language, nudity and drug use.
Rating is for Director's Cut from Warner Home Entertainment
NOTE: EDITED VERSION. CONTENT IS DIFFERENT FROM ""R"" RATED VERSION, BULLETIN NO. 2592 (08/21/2019).(Rating bulletin 2610 (Cert #52527), 12/25/2019)","$31,581,712","$40,139,126","$71,720,838"
The Ant Bully ,2006,English,United States,Adventure,"$45,000,000 (worldwide box office is 1.1 times production budget)",89 minutes,PG for some mild rude humor and action,"$28,142,535","$21,468,363","$49,610,898"
Johnny English ,2003,English,United Kingdom,Action,"$45,000,000 (worldwide box office is 3.6 times production budget)",87 minutes,"PG for comic nudity, some crude humor and language","$28,013,509","$133,722,282","$161,735,791"
Dune ,1984,English,United States,Action,"$45,000,000 (worldwide box office is 0.6 times production budget)",137 minutes,PG-13,"$27,447,471","$57,199","$27,504,670"
Aliens in the Attic ,2009,English,United States,Comedy,"$45,000,000 (worldwide box office is 1.3 times production budget)",85 minutes,"PG for action violence, some suggestive humor and language","$25,200,412","$34,350,871","$59,551,283"
Across the Universe ,2007,English,"United Kingdom, United States",Musical,"$45,000,000 (worldwide box office is 0.7 times production budget)",133 minutes,"PG-13 for some drug content, nudity, sexuality, violence and language.","$24,343,673","$5,023,470","$29,367,143"
