Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
"Good Luck to You, Leo Grande ",2022,English,United Kingdom,Comedy,"$4,000,000 (worldwide box office is 3.3 times production budget)",97 minutes,"R for sexual content, graphic nudity and some language.(Rating bulletin 2722 (cert #53641), 3/9/2022)",n/a,"$13,141,633","$13,141,633"
Geograf globus propil ,2013,Russian,Russian Federation,Drama,"$4,000,000 (worldwide box office is 1.1 times production budget)",,,n/a,"$4,454,853","$4,454,853"
Down a Dark Hall ,2018,English,United States,Horror,"$4,000,000 (worldwide box office is 0.7 times production budget)",96 minutes,"PG-13 for mature thematic content, terror and violence, some language including a sexual reference, and smoking.(Rating bulletin 2502 (Cert #51325), 11/15/2017)",n/a,"$2,842,176","$2,842,176"
Patients of a Saint ,2020,English,United Kingdom,Horror,"$4,000,000 (worldwide box office is 0.1 times production budget)",110 minutes,Not Rated,n/a,"$593,148","$593,148"
A Lonely Place to Die ,2011,"English, Serbian",United Kingdom,Thriller/Suspense,"$4,000,000 (worldwide box office is 0.1 times production budget)",99 minutes,"R for violence language and some strong violence.(Rating bulletin 2231 (Cert #47782), 7/11/2012)",n/a,"$442,550","$442,550"
Brawl in Cell Block 99 ,2017,English,United States,Drama,"$4,000,000 (worldwide box office is 0.0 times production budget)",132 minutes,,n/a,"$79,208","$79,208"
Nothing ,2003,,,Black Comedy,"$4,000,000 (worldwide box office is 0.0 times production budget)",90 minutes,,n/a,"$63,180","$63,180"
The Loved Ones ,2012,English,Australia,Horror,"$4,000,000 (worldwide box office is 0.0 times production budget)",84 minutes,"R for strong bloody violence and torture, sexuality, some language, teen drug and alcohol use.(Rating bulletin 2233, 7/25/2012)",n/a,"$12,302","$12,302"
1776 ,1972,English,United States,Musical,"$4,000,000",142 minutes,PG for language. (edited version),n/a,,
Hell's Angels ,1930,English,United States,,"$4,000,000",131 minutes,Not Rated Passed,n/a,,
Purple Violets ,2008,English,United States,Romantic Comedy,"$4,000,000",,,n/a,,
Replicas ,2012,English,Canada,Thriller/Suspense,"$4,000,000",98 minutes,Not Rated,n/a,,
The Helpers ,2012,English,United States,Horror,"$4,000,000",,"R for brutal bloody violence, strong sexuality, nudity and language.(Rating bulletin 2307, 1/29/2014)",n/a,,
The Veil ,2016,English,United States,Horror,"$4,000,000",93 minutes,"R for violence, disturbing images, and language.(Rating bulletin 2401 (Cert #50001), 11/25/2015)",n/a,,
The Perfect Wave ,2014,English,South Africa,Drama,"$4,000,000",94 minutes,"PG for thematic elements, an extended scene of peril, some suggestive material and brief language.(Rating bulletin 2338, 9/3/2014)",n/a,,
How to Fall in Love ,2012,English,United States,Romantic Comedy,"$4,000,000",84 minutes,,n/a,,
Chain of Command ,2015,English,United States,Action,"$4,000,000",88 minutes,"R for violence and language.(Rating bulletin 2377, 6/10/2015)",n/a,,
The Ninth Configuration ,1980,English,United States,Comedy,"$4,000,000",118 minutes,,n/a,,
Gone with the Wind ,1939,English,United States,Drama,"$3,900,000 (worldwide box office is 100.1 times production budget)",220 minutes,G Rating is for 1971 Re-Issue,"$198,680,470","$191,836,043","$390,516,513"
A Man for All Seasons ,1966,English,United Kingdom,Drama,"$3,900,000 (worldwide box office is 7.3 times production budget)",120 minutes,G Rating for 1971 Re-Issue,"$28,350,000",,
Ben-Hur: A Tale of the Christ ,1925,Silent,United States,Adventure,"$3,900,000 (worldwide box office is 2.3 times production budget)",143 minutes,Not Rated,"$9,000,000",,
Mugge & vejfesten ,2019,Danish,Denmark,Adventure,"$3,851,257",83 minutes,,n/a,,
Network ,1976,English,United States,Drama,"$3,800,000 (worldwide box office is 6.2 times production budget)",121 minutes,R,"$23,689,877","$8,969","$23,698,846"
Down for Life ,2011,English,United States,Drama,"$3,800,000 (worldwide box office is 0.0 times production budget)",92 minutes,"R for violence, pervasive language, some sexual content and drug use.","$41,914",,
The Good Heart ,2010,English,"France, Iceland",Drama,"$3,800,000 (worldwide box office is 0.2 times production budget)",99 minutes,R or language and a disturbing image.,"$20,930","$728,756","$749,686"
Major Dundee ,1965,English,"Mexico, United States",Western,"$3,800,000 (worldwide box office is 0.0 times production budget)",123 minutes,PG-13 for violence and some sensuality (2005 re-issue),"$14,873",,
Hevi reissu ,2018,"English, Finnish, Norwegian","Finland, Norway",Comedy,"$3,800,000 (worldwide box office is 0.0 times production budget)",92 minutes,Not Rated,"$10,153","$11,823","$21,976"
The Taking of Pelham One Two Three ,1974,English,United States,Thriller/Suspense,"$3,800,000 (worldwide box office is 0.0 times production budget)",104 minutes,R,n/a,$353,$353
Annie Get Your Gun ,1950,English,United States,Musical,"$3,768,785 (worldwide box office is 2.1 times production budget)",107 minutes,Not Rated Passed,"$8,000,000",,
L’attentat ,2013,"Arabic, Hebrew","Belgium, Egypt, France, Qatar",Drama,"$3,750,000 (worldwide box office is 0.9 times production budget)",102 minutes,"R for some violent images, language and brief sexuality.(Rating bulletin 2245, 10/17/2012)","$1,625,707","$1,612,268","$3,237,975"
Casa de Areia ,2006,,,Drama,"$3,750,000 (worldwide box office is 0.3 times production budget)",,R for some graphic sexuality.,"$539,285","$638,890","$1,178,175"
Four Lions ,2010,"Arabic, English, Punjabi",United Kingdom,Black Comedy,"$3,750,000 (worldwide box office is 2.3 times production budget)",97 minutes,"R for language throughout, including some sexual references.(Rating bulletin 2140, 9/29/2010)","$310,007","$8,297,686","$8,607,693"
Slow West ,2015,"English, French, Swedish","New Zealand, United Kingdom",Western,"$3,750,000 (worldwide box office is 0.6 times production budget)",84 minutes,"R for violence and brief language.(Rating bulletin 2361, 2/18/2013)","$229,094","$1,859,978","$2,089,072"
