Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
All the Boys Love Mandy Lane ,2013,English,United States,Horror,"$750,000 (worldwide box office is 2.6 times production budget)",90 minutes,"R for strong disturbing violence, pervasive drug and alcohol use, sexuality/nudity and language—all involving teens",n/a,"$1,960,521","$1,960,521"
Destiny ,2015,English,Jamaica,Drama,"$750,000 (worldwide box office is 0.0 times production budget)",,"PG-13 for some sexuality and thematic elements.(Rating bulletin 2366, 3/25/2015)",n/a,$450,$450
Bled ,2009,,,,"$750,000",,,n/a,,
Adulterers ,2016,English,United States,Thriller/Suspense,"$750,000",,,n/a,,
Rust Creek ,2019,English,United States,Thriller/Suspense,"$750,000",108 minutes,"R for violence, language and some drug material.(Rating bulletin 2549 (Cert #51867), 10/17/2018)",n/a,,
La mariée était en noir  ,1968,French,France,Drama,"$747,000 (worldwide box office is 0.1 times production budget)",107 minutes,Not Rated Unrated,"$44,566",$190,"$44,756"
High Noon ,1952,English,United States,Western,"$730,000 (worldwide box office is 11.0 times production budget)",85 minutes,"PG for some western violence, and smoking.
Rating is for 2012 Re-Issue of film from Paramount Pictures Corporation(Rating bulletin 2236 (Cert #47869), 8/15/2012)","$8,000,000",,
Hoop Dreams ,1994,English,United States,Documentary,"$700,000 (worldwide box office is 16.8 times production budget)",171 minutes,PG-13 for drug content and some strong language,"$7,768,371","$4,000,000","$11,768,371"
Rize ,2005,,United States,Documentary,"$700,000 (worldwide box office is 6.9 times production budget)",86 minutes,PG-13,"$3,278,611","$1,579,120","$4,857,731"
Half Nelson ,2006,English,United States,Drama,"$700,000 (worldwide box office is 7.0 times production budget)",87 minutes,"R for drug content throughout, language and some sexuality","$2,697,938","$2,213,787","$4,911,725"
L.I.E. ,2001,,United States,Drama,"$700,000 (worldwide box office is 1.6 times production budget)",,Open Previously rated NC-17,"$1,140,965",,
Columbus ,2017,English,United States,Drama,"$700,000 (worldwide box office is 1.6 times production budget)",104 minutes,Not Rated,"$1,017,107","$93,404","$1,110,511"
Naturally Native ,1999,,United States,,"$700,000 (worldwide box office is 0.0 times production budget)",,PG-13 for brief violence and some sexuality. ,"$10,508",,
B-Girl ,2010,,,,"$700,000 (worldwide box office is 0.0 times production budget)",,PG-13 For some violence,n/a,"$1,160","$1,160"
Walter ,2015,English,United States,Comedy,"$700,000",94 minutes,Not Rated,n/a,,
