Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Brothers ,2015,Hindi,India,Action,"$13,000,000 (worldwide box office is 1.4 times production budget)",155 minutes,Not Rated,"$656,688","$17,200,000","$17,856,688"
The Claim ,2000,English,United Kingdom,Western,"$13,000,000 (worldwide box office is 0.1 times production budget)",,"R for sexuality, and some language and violence. ","$622,023","$753,612","$1,375,635"
The Happy Prince ,2018,"English, French, Italian","Belgium, Germany, Italy, United Kingdom",Drama,"$13,000,000 (worldwide box office is 0.2 times production budget)",105 minutes,"R for sexual content, graphic nudity, language and brief drug use.(Rating bulletin 2534 (Cert #51681), 7/4/2018)","$464,495","$1,930,124","$2,394,619"
In The Land of Blood and Honey ,2011,"Bosnian, Croatian, English, Serbian",United States,Drama,"$13,000,000 (worldwide box office is 0.0 times production budget)",,"R for war violence and atrocities including rape, sexuality, nudity and language.(Rating bulletin 2184, 8/10/2011)R for war violence and atrocities including rape, sexuality, nudity and language. (Edited version.)(Rating bulletin 2200, 11/30/2011)","$303,877","$205,316","$509,193"
The Killer Inside Me ,2010,English,United States,Drama,"$13,000,000 (worldwide box office is 0.4 times production budget)",109 minutes,"R for disturbing brutal violence, aberrant sexual content and some graphic nudity(Rating bulletin 2122, 5/26/2010)","$217,277","$5,236,092","$5,453,369"
Chico & Rita ,2012,"English, Spanish","Spain, United Kingdom",Drama,"$13,000,000 (worldwide box office is 0.3 times production budget)",94 minutes,Not Rated,"$197,785","$3,149,434","$3,347,219"
Dumplin’ ,2018,English,United States,Comedy,"$13,000,000 (worldwide box office is 0.0 times production budget)",110 minutes,"PG-13 for brief strong language.(Rating bulletin 2553 (Cert #51505), 11/14/2018)",n/a,"$399,198","$399,198"
Rogue City ,2020,English,,Thriller/Suspense,"$13,000,000 (worldwide box office is 0.0 times production budget)",,,n/a,"$8,573","$8,573"
Womb ,2012,English,"France, Germany, Hungary",Drama,"$13,000,000",107 minutes,Not Rated,n/a,,
The Call ,2013,English,United States,Thriller/Suspense,"$12,800,000 (worldwide box office is 5.5 times production budget)",96 minutes,"R for violence, disturbing content and some language.(Rating bulletin 2261, 2/26/2013)","$51,872,378","$17,949,098","$69,821,476"
Operation Chromite ,2016,"English, Korean",Republic of Korea,Action,"$12,700,000 (worldwide box office is 3.9 times production budget)",115 minutes,Not Rated,"$1,022,720","$48,173,812","$49,196,532"
The Drop ,2014,English,United States,Drama,"$12,600,000 (worldwide box office is 1.5 times production budget)",107 minutes,"R for some strong violence and pervasive language.(Rating bulletin 2291 (Cert #48663), 9/25/2013)","$10,724,389","$8,330,145","$19,054,534"
The Crocodile Hunter: Collision Course ,2002,English,,Adventure,"$12,500,000 (worldwide box office is 2.7 times production budget)",90 minutes,PG for action violence/peril and mild language,"$28,436,931","$5,000,000","$33,436,931"
Machete ,2010,"English, Spanish",United States,Action,"$12,500,000 (worldwide box office is 3.7 times production budget)",105 minutes,"R for strong bloody violence throughout, language, some sexual content and nudity.(Rating bulletin 2132, 8/4/2010)","$26,593,646","$19,777,324","$46,370,970"
Antwone Fisher ,2002,English,United States,Drama,"$12,500,000 (worldwide box office is 1.9 times production budget)",117 minutes,"PG-13 for violence, language and mature thematic material involving child abuse","$21,078,145","$2,289,441","$23,367,586"
La Guerre du feu ,1982,English,"Canada, France",Adventure,"$12,500,000 (worldwide box office is 1.7 times production budget)",100 minutes,R,"$20,959,585",,
The Emperor's Club ,2002,English,United States,Drama,"$12,500,000 (worldwide box office is 1.3 times production budget)",109 minutes,PG-13 for some sexual content,"$14,060,950","$2,132,763","$16,193,713"
True Romance ,1993,English,United States,Thriller/Suspense,"$12,500,000 (worldwide box office is 1.0 times production budget)",117 minutes,R,"$12,281,000","$362,293","$12,643,293"
Sorority Row ,2009,English,United States,Horror,"$12,500,000 (worldwide box office is 2.1 times production budget)",101 minutes,"R For strong bloody violence, language, some sexuality/nudity and partying","$11,965,282","$14,770,515","$26,735,797"
Glengarry Glen Ross ,1992,English,United States,Drama,"$12,500,000 (worldwide box office is 0.9 times production budget)",100 minutes,R for language.,"$10,725,228",$422,"$10,725,650"
The Boy in the Striped Pyjamas ,2008,English,"United Kingdom, United States",Drama,"$12,500,000 (worldwide box office is 3.5 times production budget)",91 minutes,PG-13 for some mature thematic material involving the Holocaust.,"$9,046,156","$35,037,247","$44,083,403"
Cat People ,1982,,United States,Drama,"$12,500,000 (worldwide box office is 1.7 times production budget)",118 minutes,R,"$7,000,000","$14,000,000","$21,000,000"
The Prisoner of Zenda ,1979,,United States,Comedy,"$12,500,000 (worldwide box office is 0.6 times production budget)",,,"$7,000,000",,
Conviction ,2010,English,United States,Drama,"$12,500,000 (worldwide box office is 0.9 times production budget)",96 minutes,R for language and some violent images.,"$6,797,696","$5,029,284","$11,826,980"
Lars and the Real Girl ,2007,English,United States,Comedy,"$12,500,000 (worldwide box office is 0.9 times production budget)",106 minutes,PG-13 for some sex-related content,"$5,956,480","$5,320,639","$11,277,119"
Solitary Man ,2010,English,United States,Drama,"$12,500,000 (worldwide box office is 0.3 times production budget)",90 minutes,R For language and some sexual content,"$4,360,548",,
Dancer in the Dark ,2000,"Czech, English, German","Argentina, Belgium, Denmark, Finland, France, Germany, Iceland, Italy, Netherlands, Norway, Sweden, Taiwan, Province of China, United Kingdom",Musical,"$12,500,000 (worldwide box office is 3.6 times production budget)",140 minutes,R for some violence,"$4,157,491","$41,399,283","$45,556,774"
Casino Jack ,2010,English,Canada,Thriller/Suspense,"$12,500,000 (worldwide box office is 0.2 times production budget)",108 minutes,"R for pervasive language, some violence and brief nudity.(Rating bulletin 2139, 9/22/2010)","$2,039,869","$232,317","$2,272,186"
Oscar and Lucinda ,1998,"English, French","Australia, United Kingdom, United States",Drama,"$12,500,000 (worldwide box office is 0.1 times production budget)",132 minutes,"R for a scene of sexuality, and for brief violence","$1,612,957",,
The Funeral ,1996,"English, Italian",United States,Drama,"$12,500,000 (worldwide box office is 0.1 times production budget)",,"R for strong crude sex scenes, strong violence and language","$1,212,799","$200,000","$1,412,799"
Tae Guik Gi: The Brotherhood of War ,2004,Korean,Republic of Korea,Drama,"$12,500,000 (worldwide box office is 5.6 times production budget)",148 minutes,R for strong graphic sequences of war violence.,"$1,110,186","$68,610,310","$69,720,496"
The Perfect Game ,2010,English,United States,Drama,"$12,500,000 (worldwide box office is 0.3 times production budget)",118 minutes,PG for some thematic elements.,"$1,089,445","$2,841,922","$3,931,367"
The Paperboy ,2012,English,United States,Thriller/Suspense,"$12,500,000 (worldwide box office is 0.3 times production budget)",107 minutes,"R for strong sexual content, violence and language.(Rating bulletin 2234, 8/1/2012)","$677,200","$3,350,463","$4,027,663"
Ernest et Celestine ,2012,"English, French",France,Adventure,"$12,500,000 (worldwide box office is 0.8 times production budget)",,Not Rated,"$292,562","$9,083,882","$9,376,444"
A Little Bit of Heaven ,2012,English,United States,Romantic Comedy,"$12,500,000 (worldwide box office is 0.1 times production budget)",108 minutes,"PG-13 for sexual content, including crude references, and language.(Rating bulletin 2135, 8/18/2010)","$10,011","$1,090,276","$1,100,287"
La Folle Histoire De Max Et Léon ,2016,"Arabic, English, French","Belgium, France",Comedy,"$12,500,000 (worldwide box office is 0.7 times production budget)",,,n/a,"$8,912,003","$8,912,003"
Mortadelo y Filemón contra Jimmy el Cachondo ,2014,Spanish,Spain,Comedy,"$12,500,000 (worldwide box office is 0.3 times production budget)",91 minutes,,n/a,"$3,350,943","$3,350,943"
The Land Before Time ,1988,English,United States,Adventure,"$12,300,000 (worldwide box office is 6.7 times production budget)",69 minutes,G,"$48,436,211","$33,880,000","$82,316,211"
Jaws ,1975,English,United States,Horror,"$12,000,000 (worldwide box office is 40.3 times production budget)",124 minutes,PG,"$272,965,550","$210,690,343","$483,655,893"
The Exorcist ,1973,English,United States,Horror,"$12,000,000 (worldwide box office is 35.7 times production budget)",121 minutes,R for strong language and disturbing images.,"$230,956,951","$197,867,132","$428,824,083"
The Fault in Our Stars ,2014,English,"Canada, United Kingdom, United States",Drama,"$12,000,000 (worldwide box office is 25.6 times production budget)",125 minutes,"PG-13 for thematic elements, some sexuality and brief strong language.(Rating bulletin 2310, 2/19/2014)","$124,872,350","$182,294,484","$307,166,834"
American Pie ,1999,English,United States,Comedy,"$12,000,000 (worldwide box office is 19.6 times production budget)",95 minutes,"R for strong sexuality, crude sexual dialogue, language and drinking, all involving teens","$101,800,948","$132,922,200","$234,723,148"
M3GAN ,2022,English,United States,Horror,"$12,000,000 (worldwide box office is 15.1 times production budget)",102 minutes,"PG-13 for violent content and terror, some strong language and a suggestive reference.(Rating bulletin 2756 (cert #54108), 11/2/2022)","$95,159,005","$86,637,512","$181,796,517"
Think Like a Man ,2012,English,United States,Romantic Comedy,"$12,000,000 (worldwide box office is 9.4 times production budget)",122 minutes,"PG-13 for sexual content, some crude humor, and brief drug use.(Rating bulletin 2216, 3/28/2012)","$91,547,205","$21,826,559","$113,373,764"
Heaven is for Real ,2014,English,United States,Drama,"$12,000,000 (worldwide box office is 8.4 times production budget)",100 minutes,"PG for thematic material including some medical situations.(Rating bulletin 2303, 12/24/2013)","$91,386,097","$9,527,459","$100,913,556"
The Golden Child ,1986,English,United States,Action,"$12,000,000 (worldwide box office is 6.7 times production budget)",93 minutes,PG-13,"$79,817,937",,
Star Trek II: The Wrath of Khan ,1982,English,United States,Adventure,"$12,000,000 (worldwide box office is 8.0 times production budget)",113 minutes,PG for violence and language.,"$78,912,963","$16,887,037","$95,800,000"
Barbershop ,2002,English,United States,Comedy,"$12,000,000 (worldwide box office is 6.4 times production budget)",102 minutes,PG-13,"$75,781,642","$1,281,819","$77,063,461"
WarGames ,1983,English,United States,Thriller/Suspense,"$12,000,000 (worldwide box office is 6.2 times production budget)",114 minutes,R,"$74,433,837",,
Ace Ventura: Pet Detective ,1994,English,United States,Comedy,"$12,000,000 (worldwide box office is 8.9 times production budget)",86 minutes,PG-13 for off-color humor and some nudity,"$72,217,396","$35,000,000","$107,217,396"
Act of Valor ,2012,English,United States,Action,"$12,000,000 (worldwide box office is 6.9 times production budget)",101 minutes,"R for strong violence including some torture, and for language.(Rating bulletin 2201, 12/14/2011)","$70,012,847","$12,484,188","$82,497,035"
Witness ,1985,English,United States,Drama,"$12,000,000 (worldwide box office is 5.5 times production budget)",112 minutes,R,"$65,532,576",,
Step Up ,2006,English,United States,Drama,"$12,000,000 (worldwide box office is 9.2 times production budget)",103 minutes,"PG-13 for thematic elements, brief violence and innuendo.","$65,328,121","$45,661,036","$110,989,157"
Chronicle ,2012,English,United States,Thriller/Suspense,"$12,000,000 (worldwide box office is 10.3 times production budget)",106 minutes,"PG-13 for intense action and violence, thematic material, some language, sexual content and teen drinking.(Rating bulletin 2205, 1/11/2012)","$64,575,175","$59,106,615","$123,681,790"
Beavis and Butt-Head Do America ,1996,English,United States,Comedy,"$12,000,000 (worldwide box office is 5.3 times production budget)",81 minutes,"PG-13 for continuous crude sex-related humor and language, and for a drug-related scene.","$63,118,386",,
Patton ,1970,,United States,Drama,"$12,000,000 (worldwide box office is 5.2 times production budget)",172 minutes,M/PG,"$62,500,000",,
Project X ,2012,English,United States,Comedy,"$12,000,000 (worldwide box office is 8.6 times production budget)",87 minutes,"R for crude and sexual content throughout, nudity, drugs, drinking, pervasive language, reckless behavior and mayhem - all involving teens.(Rating bulletin 2193, 10/12/2011)R or violence, sexual content and pervasive language.(Rating bulletin 2221, 5/4/2012)","$54,731,865","$48,296,323","$103,028,188"
"Three Billboards Outside Ebbing, Missouri ",2017,English,United States,Black Comedy,"$12,000,000 (worldwide box office is 13.4 times production budget)",115 minutes,"R for violence, language throughout, and some sexual references.(Rating bulletin 2468 (Cert #50861), 3/22/2017)","$54,513,740","$106,644,611","$161,158,351"
Lion ,2016,"Bengali, English, Hindi",Australia,Drama,"$12,000,000 (worldwide box office is 12.4 times production budget)",120 minutes,"PG-13 for thematic material and some sensuality.(Rating bulletin 2449 (Cert #50757), 11/2/2016)","$51,739,495","$97,378,405","$149,117,900"
Overboard ,2018,English,United States,Romantic Comedy,"$12,000,000 (worldwide box office is 7.6 times production budget)",112 minutes,"PG-13 for suggestive material, partial nudity and some language.(Rating bulletin 2509 (Cert #51392), 1/10/2018)","$50,316,123","$40,928,790","$91,244,913"
Jackie Brown ,1997,English,United States,Drama,"$12,000,000 (worldwide box office is 6.2 times production budget)",155 minutes,"R for strong language, some violence, drug use and sexuality.","$39,673,162","$35,054,330","$74,727,492"
Yentl ,1983,"English, Hebrew","United Kingdom, United States",Musical,"$12,000,000 (worldwide box office is 3.3 times production budget)",137 minutes,PG,"$39,012,241",,
Harold & Kumar Escape from Guantanamo Bay ,2008,English,United States,Comedy,"$12,000,000 (worldwide box office is 3.6 times production budget)",102 minutes,"R for strong crude and sexual content, graphic nudity, pervasive language and drug use.","$38,108,728","$5,244,389","$43,353,117"
Philomena ,2013,English,"United Kingdom, United States",Drama,"$12,000,000 (worldwide box office is 8.2 times production budget)",97 minutes,"PG-13 on appeal for some strong language, thematic elements and sexual references.(Rating bulletin 2299, 11/20/2013)","$37,709,979","$61,253,413","$98,963,392"
Time Bandits ,1981,English,United Kingdom,Adventure,"$12,000,000 (worldwide box office is 3.1 times production budget)",110 minutes,PG,"$37,400,000",,
Crossroads ,2002,English,United States,Drama,"$12,000,000 (worldwide box office is 4.8 times production budget)",94 minutes,PG-13 for sexual content and brief teen drinking.,"$37,188,667","$19,811,333","$57,000,000"
Paper Towns ,2015,English,United States,Drama,"$12,000,000 (worldwide box office is 7.1 times production budget)",109 minutes,"PG-13 for some language, drinking, sexuality and partial nudity - all involving teens.(Rating bulletin 2379, 6/24/2014)","$32,000,304","$53,450,180","$85,450,484"
Quarantine ,2008,English,United States,Horror,"$12,000,000 (worldwide box office is 3.5 times production budget)",89 minutes,"R for bloody violent and disturbing content, terror and language","$31,691,811","$10,232,963","$41,924,774"
One Hour Photo ,2002,,United States,Thriller/Suspense,"$12,000,000 (worldwide box office is 4.4 times production budget)",96 minutes,R for sexual content and language,"$31,597,131","$20,626,175","$52,223,306"
The Eye ,2008,English,United States,Horror,"$12,000,000 (worldwide box office is 4.8 times production budget)",97 minutes,PG-13 for violence/terror and disturbing content,"$31,418,697","$26,159,068","$57,577,765"
Johnson Family Vacation ,2004,English,United States,Comedy,"$12,000,000 (worldwide box office is 2.6 times production budget)",97 minutes,"PG-13 for some sexual references, crude humor and brief drug use","$31,203,964","$82,795","$31,286,759"
