Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Next Day Air ,2009,English,United States,Comedy,"$3,000,000 (worldwide box office is 3.4 times production budget)",84 minutes,"R for pervasive language, drug content, some violence and brief sexuality.","$10,027,047","$145,472","$10,172,519"
Judgment at Nuremberg ,1961,"English, German",United States,Drama,"$3,000,000 (worldwide box office is 3.3 times production budget)",186 minutes,Not Rated,"$10,000,000",,
Belly ,1998,English,,Drama,"$3,000,000 (worldwide box office is 3.2 times production budget)",92 minutes,"R for strong violence, language, sexuality and drug use.","$9,639,390",,
Trippin’ ,1999,,,Comedy,"$3,000,000 (worldwide box office is 3.0 times production budget)",94 minutes,R for sexuality and language.,"$9,017,070",,
Red River ,1948,English,United States,Western,"$3,000,000 (worldwide box office is 3.0 times production budget)",133 minutes,Not Rated,"$9,012,000",,
The Deep End ,2001,English,United States,Thriller/Suspense,"$3,000,000 (worldwide box office is 3.3 times production budget)",101 minutes,"R for some violence and language, and for a strong sex scene","$8,823,109","$1,158,526","$9,981,635"
Before Midnight ,2013,English,"Greece, United Kingdom, United States",Drama,"$3,000,000 (worldwide box office is 7.7 times production budget)",108 minutes,"R for sexual content/nudity and language.(Rating bulletin 2265, 3/27/2013)","$8,110,621","$15,114,539","$23,225,160"
Teen Wolf Too ,1987,English,United States,Comedy,"$3,000,000 (worldwide box office is 2.6 times production budget)",94 minutes,,"$7,888,000",,
The Collector ,2009,English,United States,Horror,"$3,000,000 (worldwide box office is 3.5 times production budget)",89 minutes,"R for pervasive sadistic bloody violence, language and some sexuality/nudity","$7,712,114","$2,761,722","$10,473,836"
Phantasm II ,1988,,United States,Horror,"$3,000,000 (worldwide box office is 2.4 times production budget)",97 minutes,,"$7,282,851",,
Let There Be Light ,2017,English,United States,Drama,"$3,000,000 (worldwide box office is 2.4 times production budget)",100 minutes,"PG-13 for some thematic material including alcohol and drug issues.(Rating bulletin 2496 (Cert #51270), 10/4/2017)","$7,233,471","$7,838","$7,241,309"
Phat Girlz ,2006,,United States,Romantic Comedy,"$3,000,000 (worldwide box office is 2.4 times production budget)",,"PG-13 for sexual content and language, including some crude sexual references","$7,061,128","$239,987","$7,301,115"
Woman Thou Art Loosed ,2004,English,United States,Drama,"$3,000,000 (worldwide box office is 2.3 times production budget)",94 minutes,"R for violence, sexual content and drug use.","$6,879,730",,
Real Women Have Curves ,2002,,United States,Comedy,"$3,000,000 (worldwide box office is 2.6 times production budget)",90 minutes,PG-13,"$5,853,194","$1,924,596","$7,777,790"
Gallipoli ,1981,English,Australia,Drama,"$3,000,000 (worldwide box office is 1.9 times production budget)",110 minutes,,"$5,732,587",,
I Heard the Bells ,2022,English,United States,Drama,"$3,000,000 (worldwide box office is 1.9 times production budget)",110 minutes,"PG for thematic elements, frightening images, some violence and brief smoking.(Rating bulletin 2821 (cert #54855), 2/14/2024)","$5,644,104","$35,220","$5,679,324"
Water ,2006,"English, Hindi","Canada, India",Drama,"$3,000,000 (worldwide box office is 3.8 times production budget)",114 minutes,"PG-13 for mature thematic material involving sexual situations, and for brief drug use","$5,529,144","$5,793,429","$11,322,573"
The Last Black Man in San Francisco ,2019,English,United States,Drama,"$3,000,000 (worldwide box office is 1.5 times production budget)",121 minutes,"R for language, brief nudity and drug use.(Rating bulletin 2571 (Cert #52115), 3/27/2019)","$4,515,719","$122,123","$4,637,842"
Don’t Think Twice ,2016,English,United States,Comedy,"$3,000,000 (worldwide box office is 1.5 times production budget)",92 minutes,"R Rated R for language and some drug use.(Rating bulletin 2424 (Cert #50449), 5/11/2016)","$4,417,983",,
Swiss Army Man ,2016,English,United States,Drama,"$3,000,000 (worldwide box office is 1.9 times production budget)",90 minutes,"R for language and sexual material.(Rating bulletin 2416 (Cert #50347), 3/16/2016)","$4,210,454","$1,626,657","$5,837,111"
East is East ,2000,"English, Hindi, Urdu",United Kingdom,Comedy,"$3,000,000 (worldwide box office is 10.1 times production budget)",96 minutes,"R for language, sexual content and some domestic violence","$4,170,647","$26,267,988","$30,438,635"
Whipped ,2000,English,United States,Romantic Comedy,"$3,000,000 (worldwide box office is 1.4 times production budget)",82 minutes,R for strong sexual content and language (previously rated NC-17),"$4,142,507",,
Kama Sutra ,1997,,India,Drama,"$3,000,000 (worldwide box office is 1.4 times production budget)",117 minutes,"R for strong erotic sequences, nudity and some violence","$4,109,095",,
Frances Ha ,2013,English,United States,Comedy,"$3,000,000 (worldwide box office is 3.7 times production budget)",86 minutes,"R for sexual references and language.(Rating bulletin 2260, 2/21/2013)","$4,067,398","$7,143,448","$11,210,846"
Please Give ,2010,English,United States,Black Comedy,"$3,000,000 (worldwide box office is 1.5 times production budget)",90 minutes,"R for language, some sexual content and nudity.","$4,033,574","$533,088","$4,566,662"
Willy Wonka & the Chocolate Factory ,1971,English,United States,Musical,"$3,000,000 (worldwide box office is 1.4 times production budget)",100 minutes,G,"$4,000,000","$65,779","$4,065,779"
Warlock: The Armageddon ,1993,,United States,Horror,"$3,000,000 (worldwide box office is 1.3 times production budget)",98 minutes,"R for strong horror violence, and for nudity and language.","$3,902,679",,
8 Heads in a Duffel Bag ,1997,,,Black Comedy,"$3,000,000 (worldwide box office is 1.3 times production budget)",,R for language,"$3,602,884","$400,000","$4,002,884"
Days of Heaven ,1978,English,United States,Drama,"$3,000,000 (worldwide box office is 1.2 times production budget)",95 minutes,,"$3,446,749","$214,131","$3,660,880"
Thirteen Conversations About One Thing ,2002,,United States,Drama,"$3,000,000 (worldwide box office is 1.2 times production budget)",,R for language and brief drug use,"$3,287,435","$418,488","$3,705,923"
Compadres ,2016,"English, Spanish","Mexico, United States",Comedy,"$3,000,000 (worldwide box office is 2.5 times production budget)",110 minutes,"R for violence and language.(Rating bulletin 2421 (Cert #50413), 4/20/2016)","$3,127,773","$4,317,271","$7,445,044"
Jawbreaker ,1999,English,United States,Black Comedy,"$3,000,000 (worldwide box office is 1.0 times production budget)",87 minutes,"R for sexuality, language and violence, all involving teens","$3,076,820",,
Basquiat ,1996,,,Drama,"$3,000,000 (worldwide box office is 1.0 times production budget)",106 minutes,R for drug use and strong language,"$2,962,051",,
Tsotsi ,2006,,"South Africa, United Kingdom",Drama,"$3,000,000 (worldwide box office is 3.8 times production budget)",95 minutes,R for language and some strong violent content.,"$2,912,606","$8,624,933","$11,537,539"
Letters to God ,2010,English,United States,Drama,"$3,000,000 (worldwide box office is 1.1 times production budget)",110 minutes,PG For thematic material,"$2,848,587","$388,865","$3,237,452"
Happiness ,1998,,,Black Comedy,"$3,000,000 (worldwide box office is 1.9 times production budget)",139 minutes,Not Rated,"$2,746,453","$3,000,000","$5,746,453"
Oldboy ,2003,Korean,Republic of Korea,Thriller/Suspense,"$3,000,000 (worldwide box office is 2.7 times production budget)",120 minutes,"R for strong violence including scenes of torture, sexuality and pervasive language.","$2,458,110","$5,510,888","$7,968,998"
I'm in Love with a Church Girl ,2013,English,United States,Drama,"$3,000,000 (worldwide box office is 0.8 times production budget)",98 minutes,"PG for thematic elements, a scene of violence, some suggestive content and brief
language.(Rating bulletin 2286, 8/21/2013)","$2,387,730","$115,662","$2,503,392"
DysFunkTional Family ,2003,English,United States,Documentary,"$3,000,000 (worldwide box office is 0.8 times production budget)",,"R for strong sexual content, language and drug-related humor","$2,255,000",,
Tusk ,2014,English,United States,Horror,"$3,000,000 (worldwide box office is 0.6 times production budget)",101 minutes,"R for some disturbing violence/gore, language and sexual content.(Rating bulletin 2332, 7/23/2014)","$1,821,983","$65,571","$1,887,554"
The Wall ,2017,English,United States,Thriller/Suspense,"$3,000,000 (worldwide box office is 1.5 times production budget)",90 minutes,"R for language throughout and some war violence.(Rating bulletin 2473 (Cert #50828), 4/26/2017)","$1,803,064","$2,692,198","$4,495,262"
Elephant ,2003,"English, German",United States,Drama,"$3,000,000 (worldwide box office is 3.4 times production budget)",81 minutes,"R for disturbing violent content, language, brief sexuality and drug use - all involving teens","$1,266,955","$8,784,561","$10,051,516"
Damsels in Distress ,2012,English,United States,Black Comedy,"$3,000,000 (worldwide box office is 0.4 times production budget)",99 minutes,"PG-13 for mature thematic content including some sexual material.(Rating bulletin 2211, 2/22/2012)","$1,007,535","$316,764","$1,324,299"
Hobo with a Shotgun ,2011,English,"Canada, United States",Action,"$3,000,000 (worldwide box office is 0.3 times production budget)",86 minutes,Not Rated,"$703,372","$131,581","$834,953"
The D Train ,2015,English,United States,Comedy,"$3,000,000 (worldwide box office is 0.3 times production budget)",98 minutes,"R for strong sexual material, nudity, language and drug use.(Rating bulletin 2362, 2/25/2015)","$669,688","$146,806","$816,494"
Creature ,2011,English,United States,Horror,"$3,000,000 (worldwide box office is 0.2 times production budget)",95 minutes,"R for bloody violence and grisly images, some sexual content, graphic nudity, language and brief drug use.(Rating bulletin 2180 (Cerrt #46843), 7/13/2011)","$508,714","$24,521","$533,235"
Bachelorette ,2012,English,United States,Comedy,"$3,000,000 (worldwide box office is 4.2 times production budget)",93 minutes,"R for sexual content, pervasive language, and drug use.(Rating bulletin 2228, 6/20/2012)","$446,770","$12,130,631","$12,577,401"
The Inspection ,2022,English,United States,Drama,"$3,000,000 (worldwide box office is 0.1 times production budget)",95 minutes,"R for language throughout, sexual content, some nudity and violence.(Rating bulletin 2746 (cert #54017), 8/24/2022)","$385,627","$44,981","$430,608"
Fish Tank ,2010,English,United Kingdom,Drama,"$3,000,000 (worldwide box office is 2.0 times production budget)",123 minutes,Not Rated,"$374,675","$5,547,617","$5,922,292"
Everybody Wants to Be Italian ,2008,English,United States,Comedy,"$3,000,000 (worldwide box office is 0.1 times production budget)",105 minutes,R for some sexual references.,"$351,416",,
The Bounce Back ,2016,English,United States,Romantic Comedy,"$3,000,000 (worldwide box office is 0.1 times production budget)",104 minutes,"PG-13 for sexual content, language and brief drug use.(Rating bulletin 2406 (Cert #50203), 1/6/2016)","$321,910","$99,494","$421,404"
Freeway ,1996,,,Comedy,"$3,000,000 (worldwide box office is 0.1 times production budget)",,"R for strong lurid violence and sexual dialogue, some sexual situations, drug content and language.","$295,493",,
Love's Abiding Joy ,2006,,,,"$3,000,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$252,726",,
Dead Alive ,1993,,,Horror,"$3,000,000 (worldwide box office is 0.1 times production budget)",104 minutes,,"$242,623",,
The Climb ,2020,English,United States,Drama,"$3,000,000 (worldwide box office is 0.3 times production budget)",95 minutes,"R for language, sexual content, some nudity and brief drug use.(Rating bulletin 2600 (Cert #52438), 10/16/2019)","$234,429","$792,614","$1,027,043"
Chain Letter ,2010,English,United States,Horror,"$3,000,000 (worldwide box office is 0.3 times production budget)",96 minutes,"R for strong bloody sadistic violence throughout, language and brief nudity(Rating bulletin 2110 (Cert #45974), 3/3/2010)","$205,842","$816,611","$1,022,453"
Tim and Eric's Billion Dollar Movie ,2012,English,United States,Comedy,"$3,000,000 (worldwide box office is 0.1 times production budget)",94 minutes,"R for strong crude and sexual content throughout, brief graphic nudity, pervasive language, comic violence and drug use.(Rating bulletin 2182, 7/27/2011)","$201,436","$22,216","$223,652"
Holly ,2007,"English, Khmer, Vietnamese","Cambodia, France, Israel, United States",Drama,"$3,000,000 (worldwide box office is 0.1 times production budget)",,"R for disturbing sexual situations involving children, and for language","$163,069",,
Hard Eight ,1997,English,United States,Drama,"$3,000,000 (worldwide box office is 0.0 times production budget)",95 minutes,R,"$142,356",$359,"$142,715"
The Eclipse ,2010,English,Ireland,,"$3,000,000 (worldwide box office is 0.0 times production budget)",,R for language and some disturbing images.,"$133,411",,
The Grand ,2008,,,Comedy,"$3,000,000 (worldwide box office is 0.0 times production budget)",,R for language and some drug content.,"$115,879",,
Sommersturm ,2006,,Germany,Drama,"$3,000,000 (worldwide box office is 0.0 times production budget)",,"R for sexuality, language and drug content.","$95,204",,
Fort McCoy ,2014,English,United States,Drama,"$3,000,000 (worldwide box office is 0.0 times production budget)",101 minutes,"R for some violence.(Rating bulletin 2325, 6/4/2014)","$78,948",,
The Gambler ,1999,"English, Hungarian","Hungary, Netherlands, United Kingdom",Drama,"$3,000,000 (worldwide box office is 0.0 times production budget)",,R for a strong sex scene and some nudity. ,"$51,773","$50,000","$101,773"
Just Looking ,2000,,United States,,"$3,000,000 (worldwide box office is 0.0 times production budget)",,R for sexual content and language. ,"$39,852",,
Before We Go ,2015,English,United States,Drama,"$3,000,000 (worldwide box office is 0.2 times production budget)",93 minutes,"PG-13 for brief strong language and some suggestive content.(Rating bulletin 2368, 4/8/2015)","$37,151","$446,787","$483,938"
The Divide ,2012,English,United States,Thriller/Suspense,"$3,000,000 (worldwide box office is 0.1 times production budget)",110 minutes,"R for disturbing strong violence and sexuality, and for pervasive language.(Rating bulletin 2209, 2/8/2012)","$18,000","$138,362","$156,362"
Tanner Hall ,2011,English,United States,Drama,"$3,000,000 (worldwide box office is 0.0 times production budget)",95 minutes,"R for sexual content including brief nudity, and some drug use.(Rating bulletin 2179, 7/6/2011)","$5,073",,
My Big Fat Independent Movie ,2005,,,Comedy,"$3,000,000 (worldwide box office is 0.0 times production budget)",,"R for crude and sexual humor, language and violent content","$4,655",,
