Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
The Comedian ,2017,English,United States,Comedy,"$15,000,000 (worldwide box office is 0.1 times production budget)",120 minutes,"R for crude sexual references and language throughout.(Rating bulletin 2452 (Cert #50656), 11/23/2016)","$1,658,706",,
Funny Games ,2008,English,"France, Germany, Italy, United Kingdom, United States",Thriller/Suspense,"$15,000,000 (worldwide box office is 0.5 times production budget)",111 minutes,"R for terror, violence and some language.","$1,294,640","$6,905,487","$8,200,127"
Banlieue 13 ,2006,French,,Action,"$15,000,000 (worldwide box office is 0.8 times production budget)",84 minutes,"R for strong violence, some drug content and language.","$1,200,216","$10,399,687","$11,599,903"
Felicia's Journey ,1999,,,Drama,"$15,000,000 (worldwide box office is 0.1 times production budget)",,PG-13 for mature thematic elements and related disturbing images.,"$824,295","$1,145,973","$1,970,268"
Metropolis ,2002,English,Japan,Adventure,"$15,000,000 (worldwide box office is 0.1 times production budget)",107 minutes,PG-13 for violence and images of destruction,"$673,414","$731,618","$1,405,032"
Cìkè Niè Yinniáng ,2015,Mandarin,"Taiwan, Province of China",Drama,"$15,000,000 (worldwide box office is 0.8 times production budget)",104 minutes,Not Rated,"$632,542","$10,647,342","$11,279,884"
Things to Do in Denver when You're Dead ,1995,,United Kingdom,Black Comedy,"$15,000,000 (worldwide box office is 0.0 times production budget)",115 minutes,"R for strong graphic violence and language, and for brief images of a sex film.","$529,766",,
The Reluctant Fundamentalist ,2013,English,United States,Drama,"$15,000,000 (worldwide box office is 0.0 times production budget)",128 minutes,"R for language, some violence and brief sexuality.(Rating bulletin 2245, 10/17/2012)","$528,731",,
The Return ,2004,Russian,Russian Federation,Drama,"$15,000,000 (worldwide box office is 0.4 times production budget)",110 minutes,"PG-13 for violence, terror and disturbing images","$501,752","$5,452,134","$5,953,886"
Buffalo Soldiers ,2003,"English, Turkish","Germany, United Kingdom",Comedy,"$15,000,000 (worldwide box office is 0.1 times production budget)",98 minutes,"R for violence, drug content, strong language and some sexuality","$353,743","$1,415,233","$1,768,976"
Steal ,2003,English,"Canada, France, United Kingdom",Action,"$15,000,000 (worldwide box office is 0.0 times production budget)",83 minutes,Not Rated,"$220,944","$19,081","$240,025"
Centurion ,2010,"English, Gaelic",United Kingdom,Action,"$15,000,000 (worldwide box office is 0.5 times production budget)",97 minutes,"R For sequences of strong bloody violence, grisly images and language(Rating bulletin 2123, 6/2/2010)","$123,570","$7,761,478","$7,885,048"
Ong-Bak 2 ,2009,Thai,Thailand,Action,"$15,000,000 (worldwide box office is 0.5 times production budget)",,R for sequences of violence,"$102,458","$7,480,592","$7,583,050"
Silent Trigger ,1996,English,"Canada, United Kingdom",Thriller/Suspense,"$15,000,000 (worldwide box office is 0.0 times production budget)",93 minutes,,"$76,382",,
Midnight Meat Train ,2008,English,United States,Thriller/Suspense,"$15,000,000 (worldwide box office is 0.1 times production budget)",100 minutes,"R for sequences of strong bloody gruesome violence, grisly images involving nudity, sexual content and language","$73,548","$1,516,698","$1,590,246"
Winnie Mandela ,2013,"English, Xhosa","Canada, South Africa",Drama,"$15,000,000 (worldwide box office is 0.0 times production budget)",103 minutes,"R for some violence and language.(Rating bulletin 2279, 7/3/2013)","$61,847",,
The Son of No One ,2011,English,United States,Drama,"$15,000,000 (worldwide box office is 0.1 times production budget)",93 minutes,"R for violence, pervasive language and brief disturbing sexual content.(Rating bulletin 2168, 4/20/2011)","$30,680","$1,117,898","$1,148,578"
All the Queen's Men ,2002,,,Comedy,"$15,000,000 (worldwide box office is 0.0 times production budget)",,"PG-13 for language, violence and sexuality","$22,723",,
The Good Night ,2007,,,Romantic Comedy,"$15,000,000 (worldwide box office is 0.0 times production budget)",,R for language and some sexual content,"$22,441",,
Barely Lethal ,2015,English,United States,Comedy,"$15,000,000 (worldwide box office is 0.0 times production budget)",96 minutes,"PG-13 on appeal for sexual material, teen drinking, language, drug references and some action
violence.(Rating bulletin 2367, 4/1/2015)","$4,912","$508,391","$513,303"
Khumba ,2013,English,South Africa,Adventure,"$15,000,000 (worldwide box office is 1.4 times production budget)",85 minutes,Not Rated,n/a,"$20,898,221","$20,898,221"
A Few Best Men ,2012,English,"Australia, United Kingdom",Comedy,"$15,000,000 (worldwide box office is 1.1 times production budget)",97 minutes,Not Rated,n/a,"$17,224,539","$17,224,539"
Autómata ,2014,English,Spain,Thriller/Suspense,"$15,000,000 (worldwide box office is 0.5 times production budget)",110 minutes,"R for violence, language and some sexual content.(Rating bulletin 2317, 4/9/2014)",n/a,"$6,775,458","$6,775,458"
Chiamatemi Francesco - Il papa della gente ,2015,Spanish,Italy,Drama,"$15,000,000 (worldwide box office is 0.3 times production budget)",98 minutes,,n/a,"$3,925,769","$3,925,769"
Bathory ,2008,English,"Czech Republic, Hungary, Slovakia, United Kingdom",Drama,"$15,000,000 (worldwide box office is 0.2 times production budget)",141 minutes,"R for strong violence and torture, sexuality and some graphic nudity.(Rating bulletin 2217, 4/4/2012)",n/a,"$3,436,763","$3,436,763"
San suk si gin ,2010,"Cantonese, English, Hokkien, Japanese, Mandarin, Southern Min",Hong Kong,Drama,"$15,000,000 (worldwide box office is 0.1 times production budget)",119 minutes,"R for graphic violence, brief sexuality and drug use(Rating bulletin 2105, 1/27/2010)",n/a,"$2,013,340","$2,013,340"
Roma ,2018,"English, Spanish","Mexico, United States",Drama,"$15,000,000 (worldwide box office is 0.1 times production budget)",135 minutes,"R for graphic nudity, some disturbing images, and language.(Rating bulletin 2550 (Cert #51696), 10/24/2018)",n/a,"$1,903,062","$1,903,062"
Dungeons & Dragons: Wrath of the Dragon God ,2005,English,United States,Adventure,"$15,000,000 (worldwide box office is 0.1 times production budget)",105 minutes,,n/a,"$909,822","$909,822"
In Dubious Battle ,2017,English,United States,Drama,"$15,000,000 (worldwide box office is 0.0 times production budget)",110 minutes,"R for some violence and brief sexuality.(Rating bulletin 2455 (Cert #50825), 12/14/2016)",n/a,"$214,182","$214,182"
Midnight in the Switchgrass ,2021,English,United States,Thriller/Suspense,"$15,000,000 (worldwide box office is 0.0 times production budget)",99 minutes,"R for violence, and language throughout.(Rating bulletin 2680 (cert #53205), 5/12/2021)",n/a,"$97,518","$97,518"
Broken Horses ,2015,English,United States,Action,"$15,000,000 (worldwide box office is 0.0 times production budget)",101 minutes,"R for violence and language.(Rating bulletin 2265, 3/27/2013)",n/a,"$3,471","$3,471"
Pandaemonium ,2001,,United States,,"$15,000,000 (worldwide box office is 0.0 times production budget)",,PG-13 for drug content. ,n/a,"$1,438","$1,438"
Groundhog Day ,1993,English,United States,Romantic Comedy,"$14,600,000 (worldwide box office is 4.9 times production budget)",102 minutes,PG for some thematic elements. ,"$71,097,843","$14,834","$71,112,677"
Sound of Freedom ,2023,"English, Spanish","Colombia, Mexico, United States",Thriller/Suspense,"$14,500,000 (worldwide box office is 17.3 times production budget)",135 minutes,"PG-13 for thematic content involving sex trafficking, violence, language, sexual references, some drug references and smoking throughout.(Rating bulletin 2784 (cert #54464), 5/24/2023)","$184,178,046","$66,551,632","$250,729,678"
Magic Mike XXL ,2015,English,United States,Comedy,"$14,500,000 (worldwide box office is 8.5 times production budget)",115 minutes,"R for strong sexual content, pervasive language, some nudity and drug use.(Rating bulletin 2362, 2/25/2015)","$66,013,057","$57,567,364","$123,580,421"
Romeo+Juliet ,1996,English,United States,Drama,"$14,500,000 (worldwide box office is 10.2 times production budget)",120 minutes,PG-13 for scenes of contemporary violence and some sensuality,"$46,338,728","$101,203,653","$147,542,381"
Elle s'appelait Sarah ,2011,"English, French",France,Drama,"$14,500,000 (worldwide box office is 1.8 times production budget)",106 minutes,"PG for thematic material including disturbing situations involving the Holocaust.(Rating bulletin 2165, 3/30/2011)PG-13 for thematic material including disturbing situations involving the Holocaust. (Re-rated after edit)(Rating bulletin 2181, 7/20/2011)","$7,691,700","$17,788,331","$25,480,031"
Sha Po Lang: Tan Lang ,2017,Cantonese,"China, Hong Kong",Action,"$14,500,000 (worldwide box office is 5.5 times production budget)",101 minutes,,n/a,"$79,226,860","$79,226,860"
Freedom ,2014,English,United States,Drama,"$14,500,000 (worldwide box office is 0.1 times production budget)",95 minutes,"R for some violence.(Rating bulletin 2374, 5/20/2015)",n/a,"$872,757","$872,757"
Unforgiven ,1992,English,United States,Western,"$14,400,000 (worldwide box office is 11.1 times production budget)",130 minutes,"R for language, and violence, and for a scene of sexuality.","$101,157,447","$58,000,000","$159,157,447"
Manderlay ,2006,English,"Denmark, France, Germany, Netherlands, Sweden, United States",Drama,"$14,200,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$74,205","$469,101","$543,306"
Pretty Woman ,1990,English,United States,Romantic Comedy,"$14,000,000 (worldwide box office is 30.9 times production budget)",119 minutes,R(Rated 1/1/1990),"$178,406,268","$254,160,093","$432,566,361"
Fatal Attraction ,1987,English,United States,Thriller/Suspense,"$14,000,000 (worldwide box office is 22.9 times production budget)",120 minutes,R,"$156,645,693","$163,454,304","$320,099,997"
Slumdog Millionaire ,2008,English,United States,Drama,"$14,000,000 (worldwide box office is 27.4 times production budget)",116 minutes,"R for some violence, disturbing images and language","$141,330,703","$242,494,724","$383,825,427"
Towering Inferno ,1974,English,United States,Action,"$14,000,000 (worldwide box office is 10.0 times production budget)",165 minutes,PG,"$116,000,000","$23,700,000","$139,700,000"
Crocodile Dundee 2 ,1988,English,"Australia, United States",Action,"$14,000,000 (worldwide box office is 17.1 times production budget)",108 minutes,PG,"$109,306,210","$130,300,000","$239,606,210"
Born on the Fourth of July ,1989,English,United States,Drama,"$14,000,000 (worldwide box office is 5.0 times production budget)",144 minutes,R,"$70,001,698",,
Cool Runnings ,1993,English,United States,Comedy,"$14,000,000 (worldwide box office is 11.1 times production budget)",97 minutes,PG,"$68,856,263","$86,152,646","$155,008,909"
Stomp the Yard ,2007,English,United States,Drama,"$14,000,000 (worldwide box office is 5.4 times production budget)",116 minutes,"PG-13 for a scene of violence, some sexual material and language.","$61,356,221","$14,169,497","$75,525,718"
My Bloody Valentine ,2009,English,United States,Horror,"$14,000,000 (worldwide box office is 7.3 times production budget)",101 minutes,"R for graphic brutal horror violence and grisly images throughout, some strong sexuality, graphic nudity and language.","$51,545,952","$51,290,050","$102,836,002"
The Possession ,2012,English,United States,Horror,"$14,000,000 (worldwide box office is 5.9 times production budget)",93 minutes,"PG-13 for mature thematic material involving violence and disturbing sequences.(Rating bulletin 2205, 1/11/2012)","$49,130,588","$33,794,476","$82,925,064"
First Blood ,1982,English,United States,Action,"$14,000,000 (worldwide box office is 8.9 times production budget)",,R,"$47,212,904","$78,000,000","$125,212,904"
The Spy Who Loved Me ,1977,English,United Kingdom,Action,"$14,000,000 (worldwide box office is 13.2 times production budget)",125 minutes,PG,"$46,800,000","$138,600,000","$185,400,000"
Breakthrough ,2019,English,United States,Drama,"$14,000,000 (worldwide box office is 3.5 times production budget)",116 minutes,"PG for thematic content including peril.(Rating bulletin 2546 (Cert #51836), 9/26/2018)","$40,713,082","$8,518,592","$49,231,674"
Urban Legend ,1998,English,United States,Horror,"$14,000,000 (worldwide box office is 5.2 times production budget)",100 minutes,R for horror violence/gore and sexual content.,"$38,116,707","$34,455,157","$72,571,864"
Taps ,1981,,United States,Drama,"$14,000,000 (worldwide box office is 2.6 times production budget)",132 minutes,PG,"$35,856,053",,
Tyler Perry's Good Deeds ,2012,English,United States,Drama,"$14,000,000 (worldwide box office is 2.5 times production budget)",111 minutes,"PG-13 for sexual content, language, some violence and thematic material.(Rating bulletin 2203, 12/21/2011)","$35,025,791","$553,386","$35,579,177"
White Fang ,1991,,United States,Adventure,"$14,000,000 (worldwide box office is 2.5 times production budget)",104 minutes,PG,"$34,729,091",,
