Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
American Heist ,2015,English,"Canada, Luxembourg",Action,"$10,000,000 (worldwide box office is 0.2 times production budget)",94 minutes,"R for strong violence, pervasive language, some sexual material and brief drug use.(Rating bulletin 2368, 4/8/2015)",n/a,"$2,341,218","$2,341,218"
CODA ,2021,"English, Sign Language",United States,Drama,"$10,000,000 (worldwide box office is 0.2 times production budget)",111 minutes,"PG-13 for strong sexual content and language, and drug use.(Rating bulletin 2682 (cert #53230), 5/26/2021)",n/a,"$2,237,618","$2,237,618"
It's a Wonderful Afterlife ,2010,English,United Kingdom,Comedy,"$10,000,000 (worldwide box office is 0.2 times production budget)",99 minutes,"PG-13 for drug content and comic violent images.(Rating bulletin 2135, 8/18/2010)",n/a,"$1,642,939","$1,642,939"
You Got Served: Beat The World ,2011,English,Canada,Drama,"$10,000,000 (worldwide box office is 0.1 times production budget)",,"PG-13 for some sexual content and language.(Rating bulletin 2163, 3/16/2011)",n/a,"$1,230,542","$1,230,542"
Fifty Dead Men Walking ,2009,English,"Canada, United Kingdom",Drama,"$10,000,000 (worldwide box office is 0.1 times production budget)",,"R for strong brutal violence and torture, language and some sexuality.",n/a,"$997,921","$997,921"
Plastic ,2014,English,United Kingdom,Action,"$10,000,000 (worldwide box office is 0.1 times production budget)",102 minutes,"R for strong violence, sexuality/nudity, language throughout and some drug use.(Rating bulletin 2335, 8/13/2014)",n/a,"$575,371","$575,371"
Message from the King ,2017,,,Thriller/Suspense,"$10,000,000 (worldwide box office is 0.0 times production budget)",,"R for brutal violence, grisly images, strong sexual content/nudity, language throughout and some drug use.(Rating bulletin 2412 (Cert #50282), 2/17/2016)",n/a,"$391,845","$391,845"
Nurse 3D ,2014,English,United States,Horror,"$10,000,000 (worldwide box office is 0.0 times production budget)",84 minutes,"R for bloody violence, strong sexual content, language and some graphic nudity.(Rating bulletin 2304, 1/8/2014)",n/a,"$379,584","$379,584"
Jungle Shuffle ,2015,English,"Republic of Korea, Mexico",Adventure,"$10,000,000 (worldwide box office is 0.0 times production budget)",,,n/a,"$360,898","$360,898"
Ethel & Ernest ,2016,English,United Kingdom,Drama,"$10,000,000 (worldwide box office is 0.0 times production budget)",94 minutes,,n/a,"$200,447","$200,447"
Adam Resurrected ,2009,English,"Germany, Israel, United States",Drama,"$10,000,000 (worldwide box office is 0.0 times production budget)",106 minutes,,n/a,"$90,909","$90,909"
Mudbound ,2017,English,United States,Drama,"$10,000,000 (worldwide box office is 0.0 times production budget)",134 minutes,"R for some disturbing violence, brief language and nudity.(Rating bulletin 2468 (Cert #50855), 3/22/2017)",n/a,"$53,559","$53,559"
The Devil's Tomb ,2009,,,,"$10,000,000",,"R for strong violence/gore, language and brief nudity",n/a,,
Good Intentions ,2009,,,,"$10,000,000",,"PG-13 For sexual content, language and brief partial nudity",n/a,,
Partition ,2007,,"Canada, South Africa, United Kingdom",Drama,"$10,000,000",,,n/a,,
Detention ,2012,English,United States,Black Comedy,"$10,000,000",89 minutes,"R for bloody violence, crude and sexual content, nudity, language, some teen drinking and drug use.(Rating bulletin 2199, 11/23/2011)",n/a,,
Into the Grizzly Maze ,2015,English,United States,Thriller/Suspense,"$10,000,000",89 minutes,"R for violence, grisly images, language and brief sexuality/nudity.(Rating bulletin 2357, 1/21/2015)",n/a,,
Step Sisters ,2018,English,United States,Comedy,"$10,000,000",108 minutes,"PG-13 for crude and sexual content, partying, language and drug references.(Rating bulletin 2471 (Cert #50996), 4/12/2017)",n/a,,
Irreplaceable You ,2018,English,United States,Drama,"$10,000,000",96 minutes,,n/a,,
Passing ,2021,English,United States,Drama,"$10,000,000",98 minutes,"PG-13 for thematic material, some racial slurs and smoking.(Rating bulletin 2676 (cert #53096), 4/14/2021)",n/a,,
Friend Request ,2016,English,Germany,Horror,"$9,900,000 (worldwide box office is 1.1 times production budget)",92 minutes,"R for horror violence, disturbing images, and language.(Rating bulletin 2444 (Cert #50702), 9/28/2016)","$3,759,078","$7,551,757","$11,310,835"
Gunless ,2010,English,Canada,Western,"$9,900,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$458,054",,
Adventureland ,2009,English,United States,Black Comedy,"$9,800,000 (worldwide box office is 1.8 times production budget)",106 minutes,"R for language, drug use and sexual references.","$16,044,025","$1,509,030","$17,553,055"
Amour ,2012,English,France,Drama,"$9,700,000 (worldwide box office is 3.8 times production budget)",127 minutes,"PG-13 for mature thematic material including a disturbing act, and for brief language.(Rating bulletin 2233, 7/25/2012)","$6,738,954","$30,048,090","$36,787,044"
Truth ,2015,English,United States,Thriller/Suspense,"$9,600,000 (worldwide box office is 0.7 times production budget)",125 minutes,"R for language and a brief nude photo.(Rating bulletin 2391, 9/16/2015)","$2,541,854","$4,300,726","$6,842,580"
The Lost City ,2006,English,United States,Drama,"$9,600,000 (worldwide box office is 0.5 times production budget)",,R for violence,"$2,484,186","$2,772,653","$5,256,839"
Next Friday ,2000,English,United States,Comedy,"$9,500,000 (worldwide box office is 6.3 times production budget)",,"R for strong language, drug use and sexual content.","$57,176,582","$2,498,725","$59,675,307"
You Only Live Twice ,1967,English,United Kingdom,Action,"$9,500,000 (worldwide box office is 11.7 times production budget)",117 minutes,PG,"$43,100,000","$68,500,000","$111,600,000"
Poltergeist III ,1988,,United States,Horror,"$9,500,000 (worldwide box office is 1.5 times production budget)",98 minutes,PG-13 (edited for re-rating).,"$14,114,000",,
Dangal ,2016,Hindi,India,Action,"$9,500,000 (worldwide box office is 32.1 times production budget)",201 minutes,Not Rated,"$12,391,761","$292,757,700","$305,149,461"
The Runaways ,2010,English,United States,Drama,"$9,500,000 (worldwide box office is 0.6 times production budget)",107 minutes,"R for language, drug use and sexual content - all involving teens","$3,573,673","$1,704,959","$5,278,632"
Gentlemen Broncos ,2009,English,United States,Comedy,"$9,500,000 (worldwide box office is 0.0 times production budget)",89 minutes,PG-13 for some crude humor.,"$115,155","$4,800","$119,955"
Bereurlin ,2013,"English, German, Korean","Germany, Republic of Korea, Latvia",Action,"$9,500,000 (worldwide box office is 5.1 times production budget)",120 minutes,,n/a,"$48,314,840","$48,314,840"
Re-Kill ,2013,English,United States,Horror,"$9,500,000",88 minutes,"R for bloody violence throughout, language and some sexual material.(Rating bulletin 2350 (Cert #49508), 11/26/2014)",n/a,,
When We First Met ,2017,"English, Mandarin",United States,Romantic Comedy,"$9,500,000",97 minutes,,n/a,,
It's a Mad Mad Mad Mad World ,1963,English,United States,Adventure,"$9,400,000 (worldwide box office is 6.4 times production budget)",205 minutes,Not Rated Approved pca #20241,"$46,300,000","$13,700,000","$60,000,000"
Volver ,2006,Spanish,Spain,Comedy,"$9,400,000 (worldwide box office is 9.3 times production budget)",121 minutes,R for some sexual content and language,"$12,899,867","$74,326,746","$87,226,613"
Melancholia ,2011,English,"Denmark, France, Germany, Sweden",Thriller/Suspense,"$9,400,000 (worldwide box office is 2.3 times production budget)",135 minutes,"R for some graphic nudity, sexual content and language.(Rating bulletin 2189, 9/14/2011)","$3,030,848","$18,757,259","$21,788,107"
The Secret: Dare to Dream ,2020,English,United States,Drama,"$9,400,000 (worldwide box office is 0.5 times production budget)",107 minutes,"PG for language and an injury image.(Rating bulletin 2606 (Cert #52491), 11/27/2019)",n/a,"$4,920,099","$4,920,099"
Heavy Metal ,1981,English,"Canada, United States",Adventure,"$9,300,000 (worldwide box office is 2.1 times production budget)",90 minutes,R,"$19,571,091",,
Words on Bathroom Walls ,2020,English,United States,Drama,"$9,300,000 (worldwide box office is 0.3 times production budget)",111 minutes,"PG-13 for mature thematic content involving mental illness, some sexual references, strong language and smoking.(Rating bulletin 2635 (Cert #52758), 6/24/2020)","$2,542,518","$641,662","$3,184,180"
Jab Tak Hai Jaan ,2012,"English, Hindi",India,Drama,"$9,200,000 (worldwide box office is 0.6 times production budget)",176 minutes,Not Rated,"$3,047,539","$2,759,127","$5,806,666"
Richard III ,1995,,United Kingdom,Drama,"$9,200,000 (worldwide box office is 0.5 times production budget)",104 minutes,R for violence and sexuality,"$2,684,904","$1,514,430","$4,199,334"
Kites ,2010,English,India,Thriller/Suspense,"$9,200,000 (worldwide box office is 1.9 times production budget)",131 minutes,Not Rated,"$1,685,269","$15,469,924","$17,155,193"
Elle ,2016,French,"Belgium, France, Germany",Drama,"$9,100,000 (worldwide box office is 1.8 times production budget)",130 minutes,"R for violence involving sexual assault, disturbing sexual content, some grisly images, brief graphic nudity, and language.(Rating bulletin 2441 (Cert #50658), 9/7/2016)","$2,339,735","$14,177,973","$16,517,708"
Red Dog ,2011,"English, Italian, Polish, Russian, Serbian",Australia,,"$9,100,000 (worldwide box office is 2.3 times production budget)",,"PG for thematic elements, some language and sensuality.(Rating bulletin 2233, 7/25/2012)",n/a,"$20,927,794","$20,927,794"
Mine Vaganti ,2012,Italian,Italy,Romantic Comedy,"$9,100,000 (worldwide box office is 2.1 times production budget)",110 minutes,Not Rated,n/a,"$18,872,126","$18,872,126"
Zarafa ,2012,French,"Belgium, France",Adventure,"$9,100,000 (worldwide box office is 1.6 times production budget)",78 minutes,,n/a,"$14,709,816","$14,709,816"
Split ,2017,English,United States,Horror,"$9,000,000 (worldwide box office is 31.0 times production budget)",116 minutes,"PG-13 for disturbing thematic content and behavior, violence and some language.(Rating bulletin 2447 (Cert #50611), 10/19/2016)","$138,141,585","$140,613,009","$278,754,594"
The Texas Chainsaw Massacre ,2003,English,United States,Horror,"$9,000,000 (worldwide box office is 12.0 times production budget)",98 minutes,"R for strong horror violence/gore, language and drug content.","$80,571,655","$27,395,664","$107,967,319"
Fiddler on the Roof ,1971,"English, Hebrew, Russian",United States,Musical,"$9,000,000 (worldwide box office is 8.9 times production budget)",181 minutes,G,"$80,500,000","$1,127","$80,501,127"
The Purge: Anarchy ,2014,English,United States,Thriller/Suspense,"$9,000,000 (worldwide box office is 12.4 times production budget)",103 minutes,"R for strong disturbing violence, and for language.(Rating bulletin 2323, 5/21/2014)","$71,562,550","$39,972,331","$111,534,881"
Thunderball ,1965,English,United Kingdom,Action,"$9,000,000 (worldwide box office is 15.7 times production budget)",130 minutes,PG (1994 re-issue),"$63,600,000","$77,600,000","$141,200,000"
Escape Room ,2019,English,United States,Horror,"$9,000,000 (worldwide box office is 17.3 times production budget)",109 minutes,"PG-13 for terror/perilous action, violence, some suggestive material and language.(Rating bulletin 2555 (Cert #51440), 11/28/2018)","$57,000,756","$98,614,971","$155,615,727"
The Curse of La Llorona ,2019,English,United States,Horror,"$9,000,000 (worldwide box office is 13.7 times production budget)",93 minutes,"R for violence and terror.(Rating bulletin 2550 (Cert #51743), 10/24/2018)","$54,733,739","$68,400,000","$123,133,739"
The Strangers ,2008,English,United States,Thriller/Suspense,"$9,000,000 (worldwide box office is 9.2 times production budget)",85 minutes,R for violence/terror and language.,"$52,597,610","$30,454,066","$83,051,676"
Set It Off ,1996,,United States,Drama,"$9,000,000 (worldwide box office is 4.0 times production budget)",123 minutes,"R for strong graphic violence, pervasive language, some sex and drug use.","$36,049,108",,
Ouija: Origin of Evil ,2016,English,United States,Horror,"$9,000,000 (worldwide box office is 9.1 times production budget)",99 minutes,"PG-13 for disturbing images, terror and thematic elements.(Rating bulletin 2428 (Cert #50490), 6/8/2016)","$35,144,505","$46,687,361","$81,831,866"
The Best Man ,1999,English,United States,Romantic Comedy,"$9,000,000 (worldwide box office is 3.8 times production budget)",120 minutes,R for language and sexuality,"$34,102,780","$470,000","$34,572,780"
Child’s Play ,1988,English,United States,Horror,"$9,000,000 (worldwide box office is 4.9 times production budget)",87 minutes,R,"$33,244,684","$10,952,000","$44,196,684"
Happy Death Day 2U ,2019,English,"Japan, United States",Thriller/Suspense,"$9,000,000 (worldwide box office is 7.2 times production budget)",100 minutes,"PG-13 for violence, language, sexual material and thematic elements.(Rating bulletin 2557 (Cert #51949), 12/12/2018)","$28,148,130","$36,538,385","$64,686,515"
Midsommar ,2019,"English, Swedish","Sweden, United States",Horror,"$9,000,000 (worldwide box office is 5.2 times production budget)",147 minutes,"R for disturbing ritualistic violence and grisly images, strong sexual content, graphic nudity, drug use and language.(Rating bulletin 2584 (Cert #52245), 6/26/2019)","$27,426,363","$19,295,258","$46,721,621"
Sicko ,2007,English,United States,Documentary,"$9,000,000 (worldwide box office is 4.1 times production budget)",113 minutes,PG-13 for brief strong language,"$24,538,513","$11,997,324","$36,535,837"
Black or White ,2015,English,United States,Drama,"$9,000,000 (worldwide box office is 2.4 times production budget)",121 minutes,"PG-13 on appeal for brief strong language, thematic material
involving drug use and drinking, and for a
fight.(Rating bulletin 2329, 7/2/2014)","$21,571,189","$399,832","$21,971,021"
Down to You ,2000,,,Romantic Comedy,"$9,000,000 (worldwide box office is 2.2 times production budget)",,"PG-13 for mature thematic material, sexual content, language, drug and alcohol use","$20,035,310",,
Harold & Kumar Go to White Castle ,2004,English,United States,Comedy,"$9,000,000 (worldwide box office is 2.2 times production budget)",88 minutes,"R for strong language, sexual content, drug use and some crude humor","$18,225,165","$1,249,387","$19,474,552"
The Contender ,2000,,,Thriller/Suspense,"$9,000,000 (worldwide box office is 2.0 times production budget)",126 minutes,R for strong sexual content and language,"$17,804,273",,
Boiler Room ,2000,English,United States,Drama,"$9,000,000 (worldwide box office is 3.2 times production budget)",120 minutes,R for strong language and some drug content,"$16,963,963","$11,809,674","$28,773,637"
Black Christmas ,2006,English,"Canada, United States",Horror,"$9,000,000 (worldwide box office is 1.8 times production budget)",91 minutes,"R for strong horror violence and gore, sexuality, nudity and language.","$16,235,738",,
The Edge of Seventeen ,2016,English,United States,Drama,"$9,000,000 (worldwide box office is 2.1 times production budget)",99 minutes,"R for sexual content, language and some drinking — all involving teens.(Rating bulletin 2448 (Cert #50568), 10/26/2016)","$14,431,633","$4,664,370","$19,096,003"
Jackie ,2016,English,"Chile, France, United States",Drama,"$9,000,000 (worldwide box office is 4.1 times production budget)",99 minutes,"R for brief strong violence and some language.(Rating bulletin 2445 (Cert #50715), 10/5/2016)","$13,960,394","$22,628,118","$36,588,512"
The Ice Pirates ,1984,,United States,Comedy,"$9,000,000 (worldwide box office is 1.5 times production budget)",91 minutes,,"$13,075,390",,
Breakin' All the Rules ,2004,English,United States,Romantic Comedy,"$9,000,000 (worldwide box office is 1.4 times production budget)",85 minutes,PG-13 for sexual material/humor and language,"$12,232,382","$279,935","$12,512,317"
Glee: The 3D Concert Movie ,2011,English,United States,Concert/Performance,"$9,000,000 (worldwide box office is 1.9 times production budget)",100 minutes,"PG for thematic elements, brief language and some sensuality.(Rating bulletin 2183, 8/3/2011)","$11,862,398","$5,600,000","$17,462,398"
Come Play ,2020,English,United States,Horror,"$9,000,000 (worldwide box office is 1.4 times production budget)",96 minutes,"PG-13 for terror, frightening images and some language.(Rating bulletin 2621 (Cert #52648), 3/18/2020)","$10,475,990","$2,148,184","$12,624,174"
Henry V ,1989,"English, French",United Kingdom,Drama,"$9,000,000 (worldwide box office is 1.1 times production budget)",137 minutes,PG-13 for a bloody battle. ,"$10,161,099","$15,602","$10,176,701"
Loving ,2016,English,United States,Drama,"$9,000,000 (worldwide box office is 1.4 times production budget)",123 minutes,"PG-13 for thematic elements.(Rating bulletin 2426 (Cert #50321), 5/25/2016)","$7,710,234","$5,187,830","$12,898,064"
The Savages ,2007,English,United States,Drama,"$9,000,000 (worldwide box office is 1.2 times production budget)",114 minutes,R for some sexuality and language.,"$6,623,082","$4,018,941","$10,642,023"
Chasing Papi ,2003,"English, Spanish",,Comedy,"$9,000,000 (worldwide box office is 1.4 times production budget)",80 minutes,PG for mild sexuality and language,"$6,126,237","$6,531,140","$12,657,377"
The Way of the Gun ,2000,,,Action,"$9,000,000 (worldwide box office is 1.5 times production budget)",119 minutes,"R for strong violence/gore, language and some sexuality","$6,047,856","$7,014,079","$13,061,935"
The Sun is Also a Star ,2019,English,United States,Drama,"$9,000,000 (worldwide box office is 0.6 times production budget)",120 minutes,"PG-13 for some suggestive content and language.
NOTE: EDITED FOR RE-RATE. PREVIOUS ""PG-13"" RATING, BULLETIN NO. 2552 (11/7/2018) VOIDED. ONLY THIS EDITED VERSION IS RATED.(Rating bulletin 2574 (Cert #51891), 4/17/2019)","$4,950,029","$730,881","$5,680,910"
Hamlet 2 ,2008,English,United States,Comedy,"$9,000,000 (worldwide box office is 0.5 times production budget)",92 minutes,"R for language including sexual references, brief nudity and some drug content","$4,886,216","$47,888","$4,934,104"
Igby Goes Down ,2002,,United States,Comedy,"$9,000,000 (worldwide box office is 0.6 times production budget)",98 minutes,"R for language, sexaulity and drug content","$4,777,465","$734,686","$5,512,151"
PCU ,1994,,United States,Comedy,"$9,000,000 (worldwide box office is 0.5 times production budget)",79 minutes,"PG-13 for language, drug content and some sensuality","$4,333,569",,
Madame Sousatzka ,1988,English,"Canada, United Kingdom",,"$9,000,000 (worldwide box office is 0.4 times production budget)",122 minutes,,"$3,548,238",,
The Ultimate Gift ,2007,English,United States,Drama,"$9,000,000 (worldwide box office is 0.4 times production budget)",118 minutes,"PG for thematic elements, some violence and language.","$3,438,735",,
Beautiful ,2000,,,Drama,"$9,000,000 (worldwide box office is 0.3 times production budget)",112 minutes,PG-13 for language and thematic elements,"$3,134,509",,
