Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Escape From Planet Earth ,2013,English,United States,Adventure,"$40,000,000 (worldwide box office is 1.9 times production budget)",89 minutes,"PG for action and some mild crude humor.(Rating bulletin 2256, 1/26/2013)","$57,012,977","$17,143,633","$74,156,610"
Small Soldiers ,1998,English,United States,Adventure,"$40,000,000 (worldwide box office is 1.8 times production budget)",110 minutes,PG-13 for some menacing action/violence and brief drug references,"$55,143,823","$16,600,000","$71,743,823"
Spawn ,1997,English,United States,Action,"$40,000,000 (worldwide box office is 2.2 times production budget)",96 minutes,"PG-13 for thematic elements involving the demonic underworld, violence, intense fantasy action and crude humor.","$54,979,992","$32,969,867","$87,949,859"
Horrible Bosses 2 ,2014,English,United States,Black Comedy,"$40,000,000 (worldwide box office is 2.6 times production budget)",108 minutes,"R for strong crude sexual content and language throughout.(Rating bulletin 2328, 6/25/2014)","$54,445,357","$51,500,000","$105,945,357"
The Count of Monte Cristo ,2002,English,"Ireland, United Kingdom, United States",Adventure,"$40,000,000 (worldwide box office is 1.9 times production budget)",131 minutes,PG-13 for adventure violence/swordplay and some sensuality.,"$54,228,104","$21,160,986","$75,389,090"
Corpse Bride ,2005,English,United States,Adventure,"$40,000,000 (worldwide box office is 2.9 times production budget)",76 minutes,"PG for some scary images and action, and brief mild language.","$53,359,111","$61,327,365","$114,686,476"
The Prestige ,2006,English,United States,Thriller/Suspense,"$40,000,000 (worldwide box office is 2.6 times production budget)",130 minutes,PG-13 for violence and disturbing images.,"$53,089,891","$51,317,475","$104,407,366"
The Lake House ,2006,English,United States,Drama,"$40,000,000 (worldwide box office is 2.9 times production budget)",99 minutes,PG for some language and a disturbing image.,"$52,330,111","$62,500,000","$114,830,111"
Predators ,2010,English,United States,Action,"$40,000,000 (worldwide box office is 3.2 times production budget)",107 minutes,"R for strong creature violence and gore, and pervasive language.(Rating bulletin 2128, 7/7/2010)","$52,000,688","$75,233,701","$127,234,389"
The Odd Life of Timothy Green ,2012,English,United States,Drama,"$40,000,000 (worldwide box office is 1.4 times production budget)",104 minutes,"PG for mild thematic elements and brief language.(Rating bulletin 2185, 8/17/2011)","$51,853,450","$3,395,709","$55,249,159"
Amistad ,1997,"English, Mende, Spanish",United States,Drama,"$40,000,000 (worldwide box office is 1.6 times production budget)",152 minutes,R for some scenes of strong brutal violence and some related nudity,"$51,504,653","$14,037,559","$65,542,212"
The Living Daylights ,1987,English,United Kingdom,Action,"$40,000,000 (worldwide box office is 4.8 times production budget)",130 minutes,PG,"$51,185,000","$140,014,996","$191,199,996"
Apocalypto ,2006,English,United States,Action,"$40,000,000 (worldwide box office is 3.0 times production budget)",138 minutes,R for sequences of graphic violence and disturbing images,"$50,866,635","$70,165,637","$121,032,272"
Music and Lyrics ,2007,English,United States,Romantic Comedy,"$40,000,000 (worldwide box office is 3.7 times production budget)",104 minutes,PG-13 for some sexual content.,"$50,572,589","$95,624,296","$146,196,885"
Legal Eagles ,1986,English,United States,Comedy,"$40,000,000 (worldwide box office is 1.2 times production budget)",116 minutes,PG,"$49,851,591",,
Secret Window ,2004,English,United States,Thriller/Suspense,"$40,000,000 (worldwide box office is 2.3 times production budget)",95 minutes,"PG-13 for violence/terror, sexual content and language","$47,958,031","$44,152,508","$92,110,539"
The Skeleton Key ,2005,,United States,Horror,"$40,000,000 (worldwide box office is 2.3 times production budget)",104 minutes,"PG-13 for violence, disturbing images, some partial nudity and thematic material","$47,907,715","$44,349,203","$92,256,918"
The Rainmaker ,1997,English,United States,Drama,"$40,000,000 (worldwide box office is 1.2 times production budget)",137 minutes,PG-13 for a strong beating and elements of domestic abuse,"$47,159,786",,
Jersey Boys ,2014,English,United States,Drama,"$40,000,000 (worldwide box office is 1.6 times production budget)",132 minutes,"R for language throughout.(Rating bulletin 2318, 4/16/2014)","$47,047,013","$18,235,719","$65,282,732"
Made of Honor ,2008,English,United States,Romantic Comedy,"$40,000,000 (worldwide box office is 2.7 times production budget)",101 minutes,PG-13 for sexual content and language,"$46,012,734","$60,536,004","$106,548,738"
Medicine Man ,1992,English,United States,Adventure,"$40,000,000 (worldwide box office is 1.1 times production budget)",106 minutes,PG-13,"$44,948,240",,
A Million Ways to Die in The West ,2014,English,United States,Western,"$40,000,000 (worldwide box office is 2.2 times production budget)",115 minutes,"R for strong crude and sexual content, language throughout, some violence and drug material.(Rating bulletin 2318, 4/18/2014)","$42,720,965","$44,057,592","$86,778,557"
Final Destination 5 ,2011,English,United States,Horror,"$40,000,000 (worldwide box office is 3.9 times production budget)",95 minutes,"R for strong violent/gruesome accidents, and some language.(Rating bulletin 2179, 7/6/2011)","$42,587,643","$112,423,522","$155,011,165"
Widows ,2018,English,"United Kingdom, United States",Thriller/Suspense,"$40,000,000 (worldwide box office is 1.9 times production budget)",129 minutes,"R for violence, language throughout, and some sexual content/nudity.(Rating bulletin 2530 (Cert #51639), 6/6/2018)","$42,402,632","$33,582,068","$75,984,700"
Fever Pitch ,2005,English,United States,Romantic Comedy,"$40,000,000 (worldwide box office is 1.3 times production budget)",,"PG-13 for crude and sexual humor, and some sensuality","$42,071,069","$8,000,000","$50,071,069"
Aliens vs. Predator - Requiem ,2007,English,United States,Action,"$40,000,000 (worldwide box office is 3.2 times production budget)",94 minutes,"R for violence, gore and language","$41,797,066","$87,087,428","$128,884,494"
The Water Horse: Legend of the Deep ,2007,English,"United Kingdom, United States",Adventure,"$40,000,000 (worldwide box office is 2.6 times production budget)",105 minutes,"PG for some action/peril, mild language and brief smoking","$40,412,817","$63,016,938","$103,429,755"
Sex Tape ,2014,English,United States,Comedy,"$40,000,000 (worldwide box office is 3.2 times production budget)",95 minutes,"R for strong sexual content, nudity, language and some drug use.(Rating bulletin 2328, 6/25/2014)","$38,543,473","$87,526,036","$126,069,509"
Scream 4 ,2011,English,United States,Horror,"$40,000,000 (worldwide box office is 2.4 times production budget)",110 minutes,"R for strong bloody violence, language and some teen drinking.(Rating bulletin 2161, 3/2/2011)","$38,180,928","$57,808,662","$95,989,590"
Ri¢hie Ri¢h ,1994,,United States,Comedy,"$40,000,000 (worldwide box office is 1.0 times production budget)",94 minutes,PG for mild violence and language.,"$38,087,756",,
Autumn in New York ,2000,English,United States,Drama,"$40,000,000 (worldwide box office is 2.3 times production budget)",103 minutes,PG-13 for language and some sensuality.,"$37,752,931","$52,964,753","$90,717,684"
Paul ,2011,"English, English","United Kingdom, United States",Comedy,"$40,000,000 (worldwide box office is 2.5 times production budget)",105 minutes,"R for language including sexual references, and some drug use.(Rating bulletin 2146, 11/10/2010)","$37,412,945","$63,749,161","$101,162,106"
The Guilt Trip ,2012,English,United States,Comedy,"$40,000,000 (worldwide box office is 1.0 times production budget)",95 minutes,"PG-13 for language and some risque material.(Rating bulletin 2248, 11/7/2012)","$37,134,215","$4,608,102","$41,742,317"
Colombiana ,2011,"English, Spanish",France,Thriller/Suspense,"$40,000,000 (worldwide box office is 1.8 times production budget)",107 minutes,"PG-13 for violence, disturbing images, intense sequences of action, sexuality and brief strong language.(Rating bulletin 2182, 7/27/2011)","$36,665,854","$35,629,408","$72,295,262"
8MM ,1999,English,"Germany, United States",Thriller/Suspense,"$40,000,000 (worldwide box office is 2.4 times production budget)",123 minutes,"R for strong perverse sexuality and violence, and for strong language.","$36,443,442","$59,955,384","$96,398,826"
The Commuter ,2018,English,United States,Action,"$40,000,000 (worldwide box office is 3.0 times production budget)",105 minutes,"PG-13 for some intense action/violence, and language.(Rating bulletin 2485 (Cert #51144), 7/19/2017)","$36,343,858","$82,165,978","$118,509,836"
Hanging Up ,2000,English,United States,Comedy,"$40,000,000 (worldwide box office is 1.3 times production budget)",94 minutes,PG-13 for language and some sex-related material,"$36,037,909","$15,829,814","$51,867,723"
The Doors ,1991,English,United States,Drama,"$40,000,000 (worldwide box office is 0.9 times production budget)",140 minutes,"R for heavy drug content, and for strong sexuality and language.","$34,416,893","$52,348","$34,469,241"
Mickey Blue Eyes ,1999,,United Kingdom,Romantic Comedy,"$40,000,000 (worldwide box office is 1.3 times production budget)",102 minutes,"PG-13 for brief strong language, some violence and sensuality","$33,864,342","$20,000,000","$53,864,342"
The Spy Who Dumped Me ,2018,English,United States,Comedy,"$40,000,000 (worldwide box office is 2.0 times production budget)",117 minutes,"R for violence, language throughout, some crude sexual material and graphic nudity.(Rating bulletin 2536 (Cert #51513), 7/18/2018)","$33,562,069","$45,436,176","$78,998,245"
Pay it Forward ,2000,English,United States,Drama,"$40,000,000 (worldwide box office is 1.4 times production budget)",122 minutes,"PG-13 for mature thematic elements including substance abuse/recovery, some sexual situations, language and brief violence","$33,508,922","$22,187,783","$55,696,705"
Arthur ,2011,English,United States,Romantic Comedy,"$40,000,000 (worldwide box office is 1.2 times production budget)",110 minutes,"PG-13 for alcohol use throughout, sexual content, language and some drug references.(Rating bulletin 2163, 3/16/2011)","$33,035,397","$14,752,546","$47,787,943"
Drillbit Taylor ,2008,English,United States,Comedy,"$40,000,000 (worldwide box office is 1.2 times production budget)",102 minutes,"PG-13 for crude sexual references throughout, strong bullying, language, drug references and partial nudity.","$32,862,104","$16,824,159","$49,686,263"
Patriots Day ,2016,English,United States,Thriller/Suspense,"$40,000,000 (worldwide box office is 1.3 times production budget)",130 minutes,"R for violence, realistically graphic injury images, language throughout and some drug use.(Rating bulletin 2454 (Cert #50760), 12/7/2016)","$31,886,361","$20,951,628","$52,837,989"
Extremely Loud and Incredibly Close ,2011,English,United States,Drama,"$40,000,000 (worldwide box office is 1.4 times production budget)",129 minutes,"PG-13 for emotional thematic material, some disturbing images, and language.(Rating bulletin 2197, 11/9/2011)","$31,847,881","$23,400,000","$55,247,881"
The Shadow ,1994,English,United States,Action,"$40,000,000 (worldwide box office is 0.8 times production budget)",108 minutes,PG-13 for fantasy action violence,"$31,835,600",,
