Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
The Incredibly True Adventure of Two Girls in Love ,1995,,United States,Drama,"$250,000 (worldwide box office is 9.9 times production budget)",,"R for a strong sex scene involving teen girls, and for language and some drug use","$2,210,408","$266,747","$2,477,155"
Chuck&Buck ,2000,,,Drama,"$250,000 (worldwide box office is 4.6 times production budget)",,R for sexuality and language,"$1,055,671","$102,001","$1,157,672"
American Desi ,2001,,,Romantic Comedy,"$250,000 (worldwide box office is 5.5 times production budget)",,Not Rated,"$902,835","$463,400","$1,366,235"
Cube ,1998,English,Canada,Thriller/Suspense,"$250,000 (worldwide box office is 35.9 times production budget)",90 minutes,,"$489,220","$8,479,845","$8,969,065"
Love and Other Catastrophes ,1997,,Australia,Comedy,"$250,000 (worldwide box office is 3.0 times production budget)",,"R for sexuality, language and some drug use. ","$212,285","$530,931","$743,216"
I Married a Strange Person ,1998,English,United States,Comedy,"$250,000 (worldwide box office is 0.8 times production budget)",75 minutes,,"$203,134",,
November ,2005,,United States,Drama,"$250,000 (worldwide box office is 0.8 times production budget)",,R for violence and some language. ,"$191,862",,
Sugar Town ,1999,,,Comedy,"$250,000 (worldwide box office is 0.7 times production budget)",,"R for strong language, some drug content and sexuality. ","$178,095",,
Happy Valley ,2008,English,United States,Documentary,"$250,000 (worldwide box office is 0.3 times production budget)",90 minutes,PG-13 for thematic material involving drug use and addiction,"$67,665",,
The Canyons ,2013,English,United States,Thriller/Suspense,"$250,000 (worldwide box office is 0.2 times production budget)",100 minutes,"R for strong sexual content including graphic nudity, language throughout, a bloody crime scene and brief drug use.(Rating bulletin 2289, 9/11/2013)","$59,671","$2,704","$62,375"
The Motel ,2006,English,United States,Drama,"$250,000 (worldwide box office is 0.2 times production budget)",,Not Rated,"$51,540",,
On the Outs ,2005,,,Drama,"$250,000 (worldwide box office is 1.0 times production budget)",,"R for pervasive language, strong drug use, some violence and sexual content","$49,772","$188,044","$237,816"
Shotgun Stories ,2007,,United States,Drama,"$250,000 (worldwide box office is 1.1 times production budget)",,"PG-13 for violence, thematic elements and brief strong language.","$46,026","$238,148","$284,174"
Nightlights ,2014,English,United States,Drama,"$250,000 (worldwide box office is 0.1 times production budget)",96 minutes,Not Rated,"$21,147",,
Test ,2014,English,United States,Drama,"$250,000 (worldwide box office is 0.1 times production budget)",89 minutes,Not Rated,"$18,823",,
The Sticky Fingers of Time ,1999,,,Thriller/Suspense,"$250,000 (worldwide box office is 0.1 times production budget)",81 minutes,,"$18,195","$2,433","$20,628"
Along the Roadside ,2013,English,United States,Comedy,"$250,000 (worldwide box office is 0.0 times production budget)",,,n/a,"$3,234","$3,234"
Sunday School Musical ,2008,,United States,Musical,"$250,000",,G,n/a,,
Rust ,2010,,,Drama,"$250,000",99 minutes,"PG for thematic material, some disturbing images, smoking and mild language(Rating bulletin 2117, 4/21/2010)",n/a,,
The Christmas Bunny ,2010,,,,"$250,000",,"PG for thematic material and brief smoking.(Rating bulletin 2182, 7/27/2011)",n/a,,
Ink ,2009,,,Drama,"$250,000",,,n/a,,
The Frozen ,2012,English,United States,Thriller/Suspense,"$250,000",,"PG-13 for some bloody images, brief strong language and terror.(Rating bulletin 2248, 11/7/2012)",n/a,,
Jesus People ,2014,English,United States,Comedy,"$250,000",88 minutes,Not Rated,n/a,,
Butterfly ,2010,English,United States,Horror,"$250,000",90 minutes,Not Rated,n/a,,
UnDivided ,2015,English,United States,Documentary,"$250,000",,"PG for thematic elements.(Rating bulletin 2352, 12/10/2014)",n/a,,
Horse Camp ,2014,English,United States,Adventure,"$250,000",108 minutes,"PG for mild thematic elements.(Rating bulletin 2353, 12/17/2014)",n/a,,
Give Me Shelter ,2015,English,United States,Documentary,"$250,000",,,n/a,,
Rock the House ,2011,English,United States,Drama,"$250,000",,,n/a,,
Shooting the Warwicks ,2015,English,United States,Comedy,"$250,000",95 minutes,Not Rated,n/a,,
The Love Letter ,2015,English,United States,Romantic Comedy,"$250,000",,,n/a,,
Western Religion ,2015,English,United States,Western,"$250,000",105 minutes,Not Rated,n/a,,
4/11 ,2015,English,United States,Action,"$250,000",88 minutes,"PG-13 for violence, sensuality and partial nudity.(Rating bulletin 2403 (Cert #50158), 12/9/2015)",n/a,,
Fire Song ,2016,,,Drama,"$250,000",86 minutes,,n/a,,
The Circus: Down the Road ,2019,English,United States,Documentary,"$250,000",97 minutes,Not Rated,n/a,,
Amina ,2021,,Nigeria,Drama,"$250,000",105 minutes,,n/a,,
The Big Parade ,1925,Silent,United States,Drama,"$245,000 (worldwide box office is 89.8 times production budget)",151 minutes,Not Rated,"$11,000,000","$11,000,000","$22,000,000"
Little Big Top ,2008,,United States,Comedy,"$240,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$7,484",,
Bronson ,2009,English,United Kingdom,Drama,"$230,000 (worldwide box office is 11.8 times production budget)",,"R for violent and disturbing content, graphic nudity, sexuality and language","$104,979","$2,598,783","$2,703,762"
Burn ,2012,English,United States,Documentary,"$225,000 (worldwide box office is 4.9 times production budget)",86 minutes,Not Rated,"$1,109,276",,
Urbania ,2000,,,Drama,"$225,000 (worldwide box office is 4.6 times production budget)",,"R for strong violent and sexual content, including related dialogue, and for language and some drug use","$1,032,075",,
Embrace ,2016,English,"Australia, Canada, Dominican Republic, Germany, United Kingdom, United States",Documentary,"$225,000 (worldwide box office is 7.2 times production budget)",90 minutes,Not Rated,"$412,340","$1,199,252","$1,611,592"
"The Beast from 20,000 Fathoms ",1953,English,United States,,"$210,000 (worldwide box office is 23.8 times production budget)",80 minutes,Not Rated Approved,"$5,000,000",,
The Stewardesses ,1969,English,United States,,"$200,000 (worldwide box office is 125.0 times production budget)",93 minutes,R Edited for re-rating,"$13,500,000","$11,500,000","$25,000,000"
Mad Max ,1979,English,Australia,Action,"$200,000 (worldwide box office is 498.8 times production budget)",93 minutes,,"$8,750,000","$91,000,000","$99,750,000"
The Quiet Ones ,2014,English,United States,Horror,"$200,000 (worldwide box office is 92.1 times production budget)",98 minutes,"PG-13 for intense sequences of violence and terror, sexual content, thematic material, language, and smoking throughout.(Rating bulletin 2268, 4/16/2013)","$8,509,867","$9,903,937","$18,413,804"
"20,000 Leagues Under the Sea ",1916,English,United States,Adventure,"$200,000 (worldwide box office is 40.0 times production budget)",86 minutes,Not Rated Passed,"$8,000,000",,
Swingers ,1996,English,United States,Comedy,"$200,000 (worldwide box office is 33.1 times production budget)",96 minutes,R,"$4,505,922","$2,112,656","$6,618,578"
Per un pugno di dollari ,1967,"Italian, Spanish","Germany, Italy, Spain",Western,"$200,000 (worldwide box office is 17.6 times production budget)",99 minutes,R for violence,"$3,500,000","$28,283","$3,528,283"
The Grace Card ,2011,English,United States,Drama,"$200,000 (worldwide box office is 12.2 times production budget)",101 minutes,"PG-13 for violence and thematic elements.(Rating bulletin 2137, 9/8/2010)","$2,430,735",,
She Done Him Wrong ,1933,English,United States,Comedy,"$200,000 (worldwide box office is 11.0 times production budget)",66 minutes,Not Rated Passed,"$2,200,000",,
Trois ,2000,,,Thriller/Suspense,"$200,000 (worldwide box office is 5.8 times production budget)",,NC-17 for some explicit sexuality,"$1,161,843",,
The Overnight ,2015,English,United States,Comedy,"$200,000 (worldwide box office is 5.8 times production budget)",80 minutes,"R for strong sexuality, graphic nudity, language and drug use.(Rating bulletin 2367, 4/1/2015)","$1,109,808","$56,188","$1,165,996"
Short Cut to Nirvana: Kumbh Mela ,2004,,United States,Documentary,"$200,000 (worldwide box office is 2.2 times production budget)",,Not Rated,"$381,225","$58,426","$439,651"
Middle of Nowhere ,2012,English,United States,Drama,"$200,000 (worldwide box office is 1.2 times production budget)",99 minutes,"R for some language.(Rating bulletin 2235, 8/8/2012)","$236,806",,
Call+Response ,2008,English,United States,Documentary,"$200,000 (worldwide box office is 1.1 times production budget)",86 minutes,"PG-13 for mature thematic material involving crimes against humanity, including sexual enslavement, and for disturbing content and drug references","$212,989",,
The Business of Fancy Dancing ,2002,,,Drama,"$200,000 (worldwide box office is 0.9 times production budget)",,Not Rated,"$174,682",,
Hybrid ,2002,,United States,Documentary,"$200,000 (worldwide box office is 0.8 times production budget)",,Not Rated,"$162,605",,
Baghead ,2008,,,Drama,"$200,000 (worldwide box office is 0.7 times production budget)",,"R for language, some sexual content and nudity.","$140,016",,
Malevolence ,2004,,United States,Horror,"$200,000 (worldwide box office is 1.7 times production budget)",,R for strong violence and some language,"$126,021","$220,085","$346,106"
Side Effects ,2005,,United States,Romantic Comedy,"$200,000 (worldwide box office is 0.2 times production budget)",,R for momentary language and brief sexuality,"$44,701",,
Good Dick ,2008,,,Drama,"$200,000 (worldwide box office is 0.3 times production budget)",,R for sexual content and language,"$28,835","$23,608","$52,443"
The Case of the Grinning Cat ,2006,French,,Documentary,"$200,000 (worldwide box office is 0.0 times production budget)",59 minutes,Not Rated,"$7,033",,
Solitude ,2005,,,Drama,"$200,000 (worldwide box office is 0.0 times production budget)",99 minutes,Not Rated,"$6,260",,
The Word ,2014,English,United States,Drama,"$200,000 (worldwide box office is 0.0 times production budget)",104 minutes,Not Rated,"$3,648",,
The Trials of Darryl Hunt ,2007,,United States,Documentary,"$200,000 (worldwide box office is 0.0 times production budget)",,"PG for thematic material including violent images and descriptions, and brief strong language","$1,217",,
Deathgasm ,2016,English,New Zealand,Black Comedy,"$200,000 (worldwide box office is 0.1 times production budget)",,,n/a,"$14,685","$14,685"
The Man From Earth ,2007,English,United States,Drama,"$200,000",87 minutes,,n/a,,
Samantha: An American Girl Holiday ,2004,,United States,Drama,"$200,000",,,n/a,,
Yesterday Was a Lie ,2008,,United States,Drama,"$200,000",,"PG For language, some violent content and smoking.",n/a,,
Archaeology of a Woman ,2014,English,United States,Drama,"$200,000",94 minutes,Not Rated,n/a,,
Sanctuary; Quite a Conundrum ,2014,English,United States,Black Comedy,"$200,000",,,n/a,,
Theresa Is a Mother ,2015,English,United States,Comedy,"$200,000",101 minutes,Not Rated,n/a,,
Perfect Cowboy ,2015,English,United States,Drama,"$200,000",,,n/a,,
H. ,2014,English,"Argentina, United States",Thriller/Suspense,"$200,000",93 minutes,Not Rated,n/a,,
Family Mission: The T.J. Lobraico Story ,2017,English,United States,Documentary,"$200,000",75 minutes,,n/a,,
Weekend ,2011,English,United States,Drama,"$190,000 (worldwide box office is 8.3 times production budget)",96 minutes,Not Rated,"$484,592","$1,092,993","$1,577,585"
Bacheha-Ye aseman ,1999,Persian,Islamic Republic of Iran,Adventure,"$180,000 (worldwide box office is 9.0 times production budget)",89 minutes,PG for some mild language,"$933,933","$694,646","$1,628,579"
Butterfly Girl ,2015,English,United States,Documentary,"$180,000 (worldwide box office is 0.1 times production budget)",78 minutes,Not Rated,"$17,503",,
Arrowhead ,2017,English,Australia,Action,"$180,000",99 minutes,Not Rated,n/a,,
She's Gotta Have It ,1986,,United States,Comedy,"$175,000 (worldwide box office is 40.8 times production budget)",84 minutes,,"$7,137,502",,
Another Earth ,2011,English,United States,Drama,"$175,000 (worldwide box office is 12.0 times production budget)",92 minutes,"PG-13 for disturbing images, some sexuality, nudity and brief drug use.(Rating bulletin 2169, 4/27/2011)","$1,321,194","$781,585","$2,102,779"
Sparrows Dance ,2013,English,United States,Romantic Comedy,"$175,000 (worldwide box office is 0.0 times production budget)",81 minutes,Not Rated,"$2,602",,
Heroes of Dirt ,2015,English,United States,Drama,"$175,000",98 minutes,"PG-13 for thematic material involving drugs, some violence and language.(Rating bulletin 2346, 10/29/2014)",n/a,,
The Fits ,2016,English,United States,Drama,"$170,000 (worldwide box office is 1.0 times production budget)",72 minutes,Not Rated,"$166,425","$2,817","$169,242"
