Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Hide and Seek ,2005,English,United States,Horror,"$25,000,000 (worldwide box office is 4.9 times production budget)",100 minutes,R for frightening sequences and violence,"$51,100,486","$72,596,255","$123,696,741"
Cobra ,1986,English,United States,Action,"$25,000,000 (worldwide box office is 2.0 times production budget)",87 minutes,R,"$49,042,224",,
The House Bunny ,2008,English,United States,Comedy,"$25,000,000 (worldwide box office is 2.9 times production budget)",97 minutes,"PG-13 for sex-related humor, partial nudity and brief strong language.","$48,237,389","$23,153,212","$71,390,601"
Agent Cody Banks ,2003,English,"Canada, United States",Adventure,"$25,000,000 (worldwide box office is 2.3 times production budget)",102 minutes,"PG for action violence, mild language and some sensual content","$47,545,060","$10,695,398","$58,240,458"
Nanny McPhee ,2006,English,United Kingdom,Adventure,"$25,000,000 (worldwide box office is 5.1 times production budget)",99 minutes,"PG for mild thematic elements, some rude humor and brief language.","$47,279,279","$81,466,299","$128,745,578"
Goodfellas ,1990,English,United States,Drama,"$25,000,000 (worldwide box office is 1.9 times production budget)",146 minutes,R,"$46,743,809","$359,674","$47,103,483"
Scarface ,1983,English,United States,Drama,"$25,000,000 (worldwide box office is 1.8 times production budget)",170 minutes,R Appeal Overturned,"$45,227,398","$5,684","$45,233,082"
The Giver ,2014,English,United States,Drama,"$25,000,000 (worldwide box office is 2.7 times production budget)",97 minutes,"PG-13 for a mature thematic image and some sci-fi action/violence.(Rating bulletin 2332, 7/23/2014)","$45,090,374","$21,449,831","$66,540,205"
Nothing To Lose ,1997,English,United States,Comedy,"$25,000,000 (worldwide box office is 2.6 times production budget)",,R for pervasive strong language and a sex scene,"$44,480,039","$20,114,022","$64,594,061"
The Last Emperor ,1987,,"China, France, Italy, United Kingdom",Drama,"$25,000,000 (worldwide box office is 1.8 times production budget)",219 minutes,PG-13,"$43,984,987","$20,448","$44,005,435"
The Night Before ,2015,English,United States,Comedy,"$25,000,000 (worldwide box office is 2.1 times production budget)",101 minutes,"R for drug use and language throughout, some strong sexual content and graphic nudity.(Rating bulletin 2395, 10/14/2015)","$43,035,725","$9,532,374","$52,568,099"
The Beverly Hillbillies ,1993,English,United States,Comedy,"$25,000,000 (worldwide box office is 2.2 times production budget)",92 minutes,PG for some off-color humor.,"$42,222,647","$13,375,834","$55,598,481"
The Hours ,2002,English,United States,Drama,"$25,000,000 (worldwide box office is 3.9 times production budget)",110 minutes,"PG-13 for mature thematic elements, some disturbing images and brief language","$41,675,994","$55,354,474","$97,030,468"
Money Talks ,1997,English,United States,Action,"$25,000,000 (worldwide box office is 1.6 times production budget)",97 minutes,R for graphic violence and pervasive strong language,"$41,076,865",,
There Will Be Blood ,2007,English,United States,Drama,"$25,000,000 (worldwide box office is 3.1 times production budget)",158 minutes,R for some violence,"$40,222,514","$36,986,158","$77,208,672"
The Wild Thornberrys Movie ,2002,English,United States,Adventure,"$25,000,000 (worldwide box office is 2.4 times production budget)",85 minutes,PG for some adventure peril.,"$40,108,697","$20,586,040","$60,694,737"
Rugrats Go Wild ,2003,,United States,Adventure,"$25,000,000 (worldwide box office is 2.2 times production budget)",80 minutes,PG for mild crude humor,"$39,402,572","$16,040,460","$55,443,032"
The Sisterhood of the Traveling Pants ,2005,,United States,Drama,"$25,000,000 (worldwide box office is 1.7 times production budget)",,"PG for thematic elements, some sensuality and language.","$39,053,061","$2,507,056","$41,560,117"
Undercover Brother ,2002,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.6 times production budget)",88 minutes,"PG-13 for language, sexual humor, drug content and campy violence.","$38,230,435","$2,565,710","$40,796,145"
August: Osage County ,2013,English,"Canada, United States",Black Comedy,"$25,000,000 (worldwide box office is 2.0 times production budget)",119 minutes,"R for language including sexual references, and for drug material.(Rating bulletin 2286, 8/21/2013)","$37,738,810","$13,000,000","$50,738,810"
Kiss of the Dragon ,2001,,,Action,"$25,000,000 (worldwide box office is 1.5 times production budget)",,"R for strong violence, language, some sexuality and drug content","$36,833,473",,
Million Dollar Arm ,2014,English,United States,Drama,"$25,000,000 (worldwide box office is 1.6 times production budget)",123 minutes,"PG for mild language and some suggestive content.(Rating bulletin 2300, 11/27/2013)","$36,447,959","$2,769,953","$39,217,912"
Beauty Shop ,2005,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.5 times production budget)",105 minutes,"PG-13 for sexual material, language and brief drug references.","$36,351,350","$2,000,000","$38,351,350"
Just Mercy ,2019,English,United States,Drama,"$25,000,000 (worldwide box office is 2.0 times production budget)",136 minutes,"PG-13 for thematic content including some racial epithets.(Rating bulletin 2578 (Cert #52211), 5/15/2019)","$36,001,502","$14,393,271","$50,394,773"
What a Girl Wants ,2003,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.5 times production budget)",105 minutes,PG for mild language,"$35,990,505","$1,226,138","$37,216,643"
Jeepers Creepers 2 ,2003,English,United States,Horror,"$25,000,000 (worldwide box office is 4.8 times production budget)",104 minutes,R for horror violence and language,"$35,623,801","$84,300,000","$119,923,801"
Peppermint ,2018,English,United States,Action,"$25,000,000 (worldwide box office is 2.1 times production budget)",102 minutes,"R for strong violence and language throughout.(Rating bulletin 2531 (Cert #51651), 6/13/2018)","$35,418,723","$16,382,035","$51,800,758"
Good Luck Chuck ,2007,English,United States,Romantic Comedy,"$25,000,000 (worldwide box office is 2.4 times production budget)",95 minutes,"R for sequences of strong sexual content including crude dialogue, nudity, language and some drug use.","$35,017,297","$25,692,671","$60,709,968"
Cradle 2 the Grave ,2003,"Cantonese, English",United States,Action,"$25,000,000 (worldwide box office is 2.3 times production budget)",99 minutes,"R for violence, language and some sexual content","$34,657,731","$21,777,211","$56,434,942"
She’s the Man ,2006,English,United States,Romantic Comedy,"$25,000,000 (worldwide box office is 2.2 times production budget)",105 minutes,PG-13 for some sexual material,"$33,889,159","$21,390,449","$55,279,608"
The Gambler ,2014,English,United States,Drama,"$25,000,000 (worldwide box office is 1.5 times production budget)",111 minutes,"R for language throughout, and for some sexuality/nudity.(Rating bulletin 2348, 11/12/2014)","$33,680,992","$5,037,039","$38,718,031"
Mr. Bean’s Holiday ,2007,English,United Kingdom,Adventure,"$25,000,000 (worldwide box office is 9.4 times production budget)",90 minutes,"G (edited version, originally rated PG)","$33,302,167","$201,679,175","$234,981,342"
Mother’s Day ,2016,English,United States,Romantic Comedy,"$25,000,000 (worldwide box office is 2.1 times production budget)",118 minutes,"PG-13 for language and some suggestive material.(Rating bulletin 2411 (Cert #50274), 2/10/2016)","$32,492,859","$19,874,163","$52,367,022"
Bride of Chucky ,1998,English,,Horror,"$25,000,000 (worldwide box office is 2.0 times production budget)",,"R for strong horror violence and gore, language, some sexual content and brief drug use","$32,404,188","$18,288,000","$50,692,188"
Fist Fight ,2017,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.6 times production budget)",91 minutes,"R for language throughout, sexual content/nudity and drug material.(Rating bulletin 2456 (Cert #50518), 12/21/2016)","$32,187,017","$8,099,399","$40,286,416"
August Rush ,2007,English,United States,Drama,"$25,000,000 (worldwide box office is 2.6 times production budget)",114 minutes,"PG for some thematic elements, mild violence and language","$31,664,162","$32,941,600","$64,605,762"
Anacondas: The Hunt for the Blood Orchid ,2004,"English, Indonesian",United States,Horror,"$25,000,000 (worldwide box office is 2.8 times production budget)",96 minutes,"PG-13 for action violence, scary images and some language.","$31,526,393","$38,800,000","$70,326,393"
The Sitter ,2011,English,United States,Black Comedy,"$25,000,000 (worldwide box office is 1.5 times production budget)",81 minutes,"R for crude and sexual content, pervasive language, drug material and some violence.(Rating bulletin 2194, 10/19/2011)","$30,542,576","$8,206,828","$38,749,404"
Elizabeth ,1998,"English, French",United Kingdom,Drama,"$25,000,000 (worldwide box office is 3.3 times production budget)",123 minutes,R for violence and sexuality.,"$30,082,699","$52,067,943","$82,150,642"
Tora! Tora! Tora! ,1970,"English, Japanese","Japan, United States",Drama,"$25,000,000 (worldwide box office is 1.2 times production budget)",144 minutes,G,"$29,548,291",,
Reagan ,2024,English,United States,Drama,"$25,000,000 (worldwide box office is 1.2 times production budget)",135 minutes,"PG-13 for violent content and smoking.(Rating bulletin 2848 (cert #55133), 8/21/2024)","$29,397,140","$44,949","$29,442,089"
Spice World ,1998,English,United Kingdom,Comedy,"$25,000,000 (worldwide box office is 2.2 times production budget)",93 minutes,"PG for some vulgarity, brief nudity and language.","$29,342,592","$26,700,000","$56,042,592"
Draft Day ,2014,English,United States,Drama,"$25,000,000 (worldwide box office is 1.2 times production budget)",109 minutes,"PG-13 on appeal for brief strong language and sexual references.(Rating bulletin 2305, 1/15/2015)","$28,842,237","$1,005,243","$29,847,480"
The Shawshank Redemption ,1994,English,United States,Drama,"$25,000,000 (worldwide box office is 1.1 times production budget)",143 minutes,R for language and prison violence,"$28,241,469","$471,884","$28,713,353"
Rings ,2017,English,United States,Horror,"$25,000,000 (worldwide box office is 3.3 times production budget)",102 minutes,"PG-13 for violence/terror, thematic elements, some sexuality and brief drug material.(Rating bulletin 2457 (Cert #50652), 1/4/2017)","$27,793,018","$55,124,265","$82,917,283"
Dance Flick ,2009,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.3 times production budget)",84 minutes,"PG-13 for crude and sexual content throughout, and language","$25,794,018","$6,430,606","$32,224,624"
Crocodile Dundee in Los Angeles ,2001,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.6 times production budget)",88 minutes,PG for some brief language and brief violence,"$25,590,119","$13,802,992","$39,393,111"
Kingpin ,1996,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.3 times production budget)",113 minutes,R for some crude sex-related humor,"$25,023,424","$7,200,000","$32,223,424"
Ice Princess ,2005,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.0 times production budget)",98 minutes,G,"$24,381,334","$1,351,000","$25,732,334"
Don't Be Afraid of the Dark ,2011,English,United States,Horror,"$25,000,000 (worldwide box office is 1.6 times production budget)",100 minutes,"R for violence and terror(Rating bulletin 2120, 5/12/2010)","$24,046,682","$15,079,745","$39,126,427"
The Losers ,2010,English,United States,Action,"$25,000,000 (worldwide box office is 1.2 times production budget)",97 minutes,"PG-13 for sequences of intense action and violence, a scene of sensuality and language(Rating bulletin 2113 (Cert #46012), 3/24/2010)","$23,591,432","$6,272,408","$29,863,840"
Fighting ,2009,English,United States,Action,"$25,000,000 (worldwide box office is 1.3 times production budget)",84 minutes,"PG-13 for intense fight sequences, some sexuality and brief strong language.","$23,091,010","$9,740,697","$32,831,707"
War ,2007,English,United States,Action,"$25,000,000 (worldwide box office is 1.6 times production budget)",103 minutes,"R for sequences of strong bloody violence, sexuality/nudity and language","$22,486,409","$18,200,000","$40,686,409"
Don Juan DeMarco ,1995,"English, Spanish",United States,Drama,"$25,000,000 (worldwide box office is 0.9 times production budget)",92 minutes,PG-13 for sexual content.,"$22,032,635",,
A Lot Like Love ,2005,English,United States,Romantic Comedy,"$25,000,000 (worldwide box office is 1.7 times production budget)",107 minutes,"PG-13 for sexual content, nudity and language.","$21,835,784","$20,085,806","$41,921,590"
He Got Game ,1998,,,Drama,"$25,000,000 (worldwide box office is 0.9 times production budget)",136 minutes,"R for pervasive language, strong sexuality, some drug content and violence.","$21,567,853","$844,095","$22,411,948"
The Eagle ,2011,"English, Gaelic","United Kingdom, United States",Action,"$25,000,000 (worldwide box office is 1.6 times production budget)",114 minutes,"PG-13 for battle sequences and some disturbing images(Rating bulletin 2125, 6/16/2010)","$19,490,041","$19,503,507","$38,993,548"
Shaun the Sheep ,2015,English,"France, United Kingdom",Adventure,"$25,000,000 (worldwide box office is 4.1 times production budget)",86 minutes,"PG for rude humor.(Rating bulletin 2377, 6/10/2015)","$19,375,982","$82,475,004","$101,850,986"
Shark Night 3D ,2011,English,United States,Horror,"$25,000,000 (worldwide box office is 0.8 times production budget)",85 minutes,"PG-13 for violence and terror, disturbing images, sexual references, partial nudity, language and thematic material.(Rating bulletin 2177, 6/22/2011)","$18,877,153",,
CHiPS ,2017,English,United States,Action,"$25,000,000 (worldwide box office is 0.9 times production budget)",100 minutes,"R for crude sexual content, graphic nudity, pervasive language, some violence and drug use.(Rating bulletin 2435 (Cert #50580), 7/27/2016)","$18,600,152","$4,590,140","$23,190,292"
Punch-Drunk Love ,2002,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.0 times production budget)",97 minutes,R for strong language including a scene of sexual dialogue,"$17,791,031","$6,800,000","$24,591,031"
Eurotrip ,2004,"English, French, German, Italian, Japanese","Czech Republic, United States",Comedy,"$25,000,000 (worldwide box office is 0.8 times production budget)",92 minutes,R,"$17,718,223","$3,000,000","$20,718,223"
Father Figures ,2017,English,United States,Comedy,"$25,000,000 (worldwide box office is 0.8 times production budget)",113 minutes,"R for language and sexual references throughout.(Rating bulletin 2495 (Cert #50589), 9/27/2017)","$17,501,244","$3,537,197","$21,038,441"
The Ruins ,2008,English,"Australia, United States",Horror,"$25,000,000 (worldwide box office is 0.9 times production budget)",90 minutes,"R for strong violence and gruesome images, language, some sexuality and nudity.","$17,432,844","$5,477,719","$22,910,563"
Masterminds ,2016,English,United States,Comedy,"$25,000,000 (worldwide box office is 1.2 times production budget)",95 minutes,"PG-13 for crude and sexual humor, some language and violence.(Rating bulletin 2443 (Cert #49883), 9/21/2016)","$17,356,894","$13,493,772","$30,850,666"
Resident Evil: Welcome to Raccoon City ,2021,English,United States,Horror,"$25,000,000 (worldwide box office is 1.7 times production budget)",107 minutes,"R for strong violence and gore, and language throughout.(Rating bulletin 2697 (cert #53261), 9/8/2021)","$17,000,612","$24,908,479","$41,909,091"
The Counselor ,2013,English,"United Kingdom, United States",Thriller/Suspense,"$25,000,000 (worldwide box office is 2.8 times production budget)",111 minutes,"R for graphic violence, some grisly images, strong sexual content and language.(Rating bulletin 2287, 8/28/2013)","$16,973,715","$54,035,619","$71,009,334"
Unaccompanied Minors ,2006,English,United States,Comedy,"$25,000,000 (worldwide box office is 0.9 times production budget)",87 minutes,PG for mild rude humor and language,"$16,655,224","$5,315,607","$21,970,831"
Mary Queen of Scots ,2018,English,"United Kingdom, United States",Drama,"$25,000,000 (worldwide box office is 1.9 times production budget)",125 minutes,"R for some violence and sexuality.(Rating bulletin 2552 (Cert #51396), 11/7/2018)","$16,648,499","$31,833,255","$48,481,754"
"Bright Lights, Big City ",1988,English,United States,Drama,"$25,000,000 (worldwide box office is 0.6 times production budget)",108 minutes,R,"$16,118,077",,
Half Past Dead ,2002,English,"Germany, United States",Action,"$25,000,000 (worldwide box office is 0.8 times production budget)",98 minutes,"PG-13 for pervasive action violence, language and some sexual content","$15,567,860","$3,665,420","$19,233,280"
Legend ,1986,English,"United Kingdom, United States",Adventure,"$25,000,000 (worldwide box office is 0.9 times production budget)",89 minutes,PG,"$15,502,112","$8,004,125","$23,506,237"
The Adventures of Pinocchio ,1996,"English, Italian","France, Germany, Italy, Malaysia, United Kingdom",Adventure,"$25,000,000 (worldwide box office is 1.5 times production budget)",96 minutes,G,"$15,382,170","$21,300,000","$36,682,170"
The Greatest Game Ever Played ,2005,English,United States,Drama,"$25,000,000 (worldwide box office is 0.6 times production budget)",120 minutes,PG for some brief mild language. ,"$15,331,289","$136,977","$15,468,266"
The Box ,2009,English,United States,Thriller/Suspense,"$25,000,000 (worldwide box office is 1.4 times production budget)",115 minutes,"PG-13 for thematic elements, some violence and disturbing images","$15,051,977","$19,304,783","$34,356,760"
The Next Best Thing ,2000,,United States,Drama,"$25,000,000 (worldwide box office is 1.0 times production budget)",108 minutes,"PG-13 for mature thematic elements, sexual content, partial nudity and language","$14,983,572","$9,372,190","$24,355,762"
My Soul to Take ,2010,English,United States,Horror,"$25,000,000 (worldwide box office is 0.7 times production budget)",107 minutes,"R for strong bloody violence, and pervasive language including sexual references","$14,744,435","$1,983,035","$16,727,470"
The Girl Next Door ,2004,English,United States,Romantic Comedy,"$25,000,000 (worldwide box office is 1.3 times production budget)",108 minutes,"R for strong sexual content, language and some drug/alcohol use.","$14,589,444","$17,045,706","$31,635,150"
Fly Me To the Moon ,2008,English,"Belgium, United States",Adventure,"$25,000,000 (worldwide box office is 1.7 times production budget)",84 minutes,G for General Admission,"$14,543,943","$28,986,338","$43,530,281"
