Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Sky High ,2005,English,United States,Adventure,"$35,000,000 (worldwide box office is 2.4 times production budget)",100 minutes,PG for action violence and some mild language. ,"$63,939,454","$19,169,905","$83,109,359"
In & Out ,1997,,United States,Comedy,"$35,000,000 (worldwide box office is 2.4 times production budget)",90 minutes,PG-13 for sexual content and some strong language,"$63,826,569","$19,400,000","$83,226,569"
A Nightmare on Elm Street ,2010,English,United States,Horror,"$35,000,000 (worldwide box office is 3.4 times production budget)",94 minutes,"R for strong bloody horror violence, disturbing images, terror and language(Rating bulletin 2117, 4/21/2010)","$63,075,011","$54,654,607","$117,729,618"
The Cell ,2000,English,United States,Thriller/Suspense,"$35,000,000 (worldwide box office is 3.0 times production budget)",108 minutes,"R for bizarre violence and sexual images, nudity and language.","$61,280,963","$42,821,784","$104,102,747"
Species ,1995,English,United States,Horror,"$35,000,000 (worldwide box office is 3.2 times production budget)",108 minutes,"R for sci-fi violence, strong sexuality and some language.","$60,054,449","$53,300,000","$113,354,449"
The Benchwarmers ,2006,English,United States,Comedy,"$35,000,000 (worldwide box office is 1.9 times production budget)",85 minutes,"PG-13 for crude and suggestive humor, and for language.","$59,843,754","$5,219,972","$65,063,726"
Secretariat ,2010,English,United States,Drama,"$35,000,000 (worldwide box office is 1.7 times production budget)",123 minutes,"PG for brief mild language(Rating bulletin 2114 (Cert #46042), 3/31/2010)","$59,699,513","$676,734","$60,376,247"
The Man in the Iron Mask ,1998,English,United Kingdom,Adventure,"$35,000,000 (worldwide box office is 1.6 times production budget)",132 minutes,PG-13 for sequences of violence and some sensuality/nudity,"$56,968,169",,
Friends with Benefits ,2011,English,United States,Romantic Comedy,"$35,000,000 (worldwide box office is 4.2 times production budget)",109 minutes,"R for sexual content and language.(Rating bulletin 2177, 6/22/2011)","$55,802,754","$90,793,137","$146,595,891"
Neighbors 2: Sorority Rising ,2016,English,United States,Comedy,"$35,000,000 (worldwide box office is 3.1 times production budget)",92 minutes,"R for crude sexual content including brief graphic nudity, language throughout, drug use and teen partying.(Rating bulletin 2420 (Cert #50402), 4/13/2016)","$55,340,730","$53,416,891","$108,757,621"
TMNT ,2007,English,"Hong Kong, United States",Action,"$35,000,000 (worldwide box office is 2.7 times production budget)",86 minutes,"PG for animated action violence, some scary cartoon images and mild language","$54,149,098","$41,946,920","$96,096,018"
Radio ,2003,English,United States,Drama,"$35,000,000 (worldwide box office is 1.5 times production budget)",111 minutes,PG for mild language and thematic elements.,"$52,333,738","$959,890","$53,293,628"
Sicario: Day of the Soldado ,2018,"English, Spanish","Italy, United States",Action,"$35,000,000 (worldwide box office is 2.2 times production budget)",123 minutes,"R for strong violence, bloody images, and language.(Rating bulletin 2498 (Cert #51166), 10/18/2017)","$50,065,850","$26,280,244","$76,346,094"
Old Dogs ,2009,English,United States,Comedy,"$35,000,000 (worldwide box office is 2.7 times production budget)",88 minutes,PG for some mild rude humor,"$49,492,060","$45,612,244","$95,104,304"
Malcolm X ,1992,English,United States,Drama,"$35,000,000 (worldwide box office is 1.4 times production budget)",202 minutes,"PG-13 for a scene of violence, and for drugs and some language.","$48,169,910",,
Poltergeist ,2015,English,United States,Horror,"$35,000,000 (worldwide box office is 2.7 times production budget)",93 minutes,"PG-13 for intense frightening sequences, brief suggestive material, and some language.(Rating bulletin 2344, 10/15/2014)","$47,425,125","$48,257,489","$95,682,614"
Goosebumps 2: Haunted Halloween ,2018,English,"Australia, United States",Horror,"$35,000,000 (worldwide box office is 2.7 times production budget)",90 minutes,"PG for scary creature action and images, some thematic elements, rude humor and language.(Rating bulletin 2545 (Cert #51436), 9/19/2018)","$46,697,321","$46,309,108","$93,006,429"
12 Strong ,2018,English,United States,Drama,"$35,000,000 (worldwide box office is 2.0 times production budget)",90 minutes,"R for war violence and language throughout.(Rating bulletin 2502 (Cert #51285), 11/15/2017)","$45,819,713","$25,298,665","$71,118,378"
Underworld 3: Rise of the Lycans ,2009,English,United States,Action,"$35,000,000 (worldwide box office is 2.6 times production budget)",93 minutes,R for bloody violence and some sexuality,"$45,802,315","$46,339,571","$92,141,886"
Must Love Dogs ,2005,English,United States,Romantic Comedy,"$35,000,000 (worldwide box office is 1.7 times production budget)",98 minutes,PG-13 for sexual content. ,"$43,894,863","$14,510,450","$58,405,313"
License to Wed ,2007,English,United States,Romantic Comedy,"$35,000,000 (worldwide box office is 2.0 times production budget)",91 minutes,PG for sexual humor and language,"$43,799,818","$26,387,270","$70,187,088"
Donnie Brasco ,1997,English,United States,Drama,"$35,000,000 (worldwide box office is 1.9 times production budget)",126 minutes,"R for some strong graphic violence, pervasive strong language, and for brief nudity and sexuality","$41,954,997","$23,348,055","$65,303,052"
Max Payne ,2008,English,United States,Action,"$35,000,000 (worldwide box office is 2.5 times production budget)",103 minutes,"PG-13 for violence including intense shooting sequences, drug content, some sexuality and brief strong language.","$40,689,393","$47,085,657","$87,775,050"
Resident Evil ,2002,English,"United Kingdom, United States",Horror,"$35,000,000 (worldwide box office is 3.0 times production budget)",101 minutes,"R for strong sci-fi/horror violence, language, and brief sexuality/nudity.","$40,119,709","$63,667,692","$103,787,401"
The Ladykillers ,2004,"English, Vietnamese",United States,Black Comedy,"$35,000,000 (worldwide box office is 2.2 times production budget)",104 minutes,R for profanity and violence,"$39,692,139","$37,700,000","$77,392,139"
Something Borrowed ,2011,English,United States,Romantic Comedy,"$35,000,000 (worldwide box office is 1.9 times production budget)",103 minutes,"PG-13 for sexual content including dialogue, and some drug material.(Rating bulletin 2155, 1/19/2011)","$39,046,489","$26,037,627","$65,084,116"
The Nativity Story ,2006,,United States,Drama,"$35,000,000 (worldwide box office is 1.3 times production budget)",,PG for some violent content,"$37,629,831","$8,679,813","$46,309,644"
In Time ,2011,English,United States,Thriller/Suspense,"$35,000,000 (worldwide box office is 4.7 times production budget)",109 minutes,"PG-13 for violence, some sexuality and partial nudity, and brief strong language.(Rating bulletin 2189, 9/14/2011)","$37,553,932","$127,550,020","$165,103,952"
The Back-up Plan ,2010,English,United States,Romantic Comedy,"$35,000,000 (worldwide box office is 2.2 times production budget)",104 minutes,"PG-13 for sexual content including references, some crude material and language(Rating bulletin 2110 (Cert #45875), 3/3/2010)","$37,490,007","$37,791,172","$75,281,179"
