Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
The Prince ,2014,English,United States,Action,"$18,000,000",103 minutes,"R for violence, drug content and language.(Rating bulletin 2323, 5/21/2014)",n/a,,
Forsaken ,2016,English,"Canada, France",Western,"$18,000,000",90 minutes,"R for violence and some language.(Rating bulletin 2406 (Cert #49661), 1/6/2016)",n/a,,
On a Wing and a Prayer ,2023,English,United States,Drama,"$18,000,000",102 minutes,"PG for peril, some language, suggestive references and thematic elements.(Rating bulletin 2737 (cert #53759), 6/22/2022)",n/a,,
Red Sonja ,1985,English,"Netherlands, United States",Action,"$17,900,000 (worldwide box office is 0.4 times production budget)",89 minutes,PG-13,"$6,905,861","$2,779","$6,908,640"
Baekdusan ,2019,Korean,Republic of Korea,Action,"$17,700,000 (worldwide box office is 3.4 times production budget)",130 minutes,Not Rated,"$372,562","$59,132,947","$59,505,509"
Red Lights ,2012,English,United States,Thriller/Suspense,"$17,700,000 (worldwide box office is 0.8 times production budget)",118 minutes,"R for language and some violence.(Rating bulletin 2224, 5/23/2012)","$49,521","$14,469,363","$14,518,884"
Superbad ,2007,English,United States,Comedy,"$17,500,000 (worldwide box office is 9.7 times production budget)",112 minutes,"R for pervasive crude and sexual content, strong language, drinking, some drug use and a fantasy/comic violent image - all involving teens","$121,463,226","$48,491,916","$169,955,142"
Madea Goes To Jail ,2009,English,United States,Comedy,"$17,500,000 (worldwide box office is 5.2 times production budget)",103 minutes,"PG-13 for thematic material, drug content, some violence and sexual situations","$90,508,336",,
Step Up 2 the Streets ,2008,English,United States,Drama,"$17,500,000 (worldwide box office is 8.5 times production budget)",98 minutes,"PG-13 for language, some suggestive material and brief violence.","$58,017,783","$90,569,127","$148,586,910"
Hoodwinked ,2006,English,United States,Adventure,"$17,500,000 (worldwide box office is 6.3 times production budget)",80 minutes,PG for some mild action and thematic elements.,"$51,386,611","$58,456,779","$109,843,390"
Hotel Rwanda ,2004,,United Kingdom,Drama,"$17,500,000 (worldwide box office is 2.1 times production budget)",121 minutes,"PG-13 on appeal for violence, disturbing images and brief strong language.","$23,519,128","$13,001,323","$36,520,451"
Beerfest ,2006,English,United States,Comedy,"$17,500,000 (worldwide box office is 1.2 times production budget)",110 minutes,"R for pervasive crude and sexual content, language, nudity and substance abuse","$19,185,184","$974,132","$20,159,316"
Black Nativity ,2013,English,United States,Musical,"$17,500,000 (worldwide box office is 0.4 times production budget)",95 minutes,"PG for thematic material, language and a menacing situation.(Rating bulletin 2291, 9/25/2013)","$7,018,188","$435,996","$7,454,184"
City of Ghosts ,2003,,,Drama,"$17,500,000 (worldwide box office is 0.0 times production budget)",,R for language and some violence,"$325,491",,
Taxi 4 ,2007,French,France,,"$17,500,000 (worldwide box office is 3.5 times production budget)",,,n/a,"$60,865,364","$60,865,364"
Hotel Mumbai ,2019,"English, Hindi, Persian, Punjabi, Russian, Urdu",Australia,Thriller/Suspense,"$17,300,000 (worldwide box office is 1.2 times production budget)",123 minutes,"R for disturbing violence throughout, bloody images, and language.(Rating bulletin 2564 (Cert #52021), 2/6/2019)","$9,619,500","$11,513,355","$21,132,855"
A Quiet Place ,2018,"English, Sign Language",United States,Horror,"$17,000,000 (worldwide box office is 19.7 times production budget)",95 minutes,"PG-13 for terror and some bloody images.(Rating bulletin 2519 (Cert #51449), 3/21/2018)","$188,024,361","$146,852,309","$334,876,670"
Smile ,2022,English,United States,Horror,"$17,000,000 (worldwide box office is 12.8 times production budget)",115 minutes,"R for strong violent content and grisly images, and language.(Rating bulletin 2733 (cert #53773), 5/25/2022)","$105,935,048","$111,103,773","$217,038,821"
The Others ,2001,"English, French","France, Italy, Spain, United States",Horror,"$17,000,000 (worldwide box office is 12.2 times production budget)",104 minutes,PG-13 for thematic elements and frightening moments,"$96,545,842","$111,242,369","$207,788,211"
Aliens ,1986,English,United States,Action,"$17,000,000 (worldwide box office is 10.8 times production budget)",,R,"$85,160,248","$98,131,645","$183,291,893"
Let’s Be Cops ,2014,English,United States,Comedy,"$17,000,000 (worldwide box office is 8.1 times production budget)",104 minutes,"R for language including sexual references, some graphic nudity, violence and drug use.(Rating bulletin 2318, 4/16/2014)","$82,390,774","$54,500,000","$136,890,774"
I Know What You Did Last Summer ,1997,,United States,Horror,"$17,000,000 (worldwide box office is 7.4 times production budget)",,R for strong horror violence and language.,"$72,250,091","$53,000,000","$125,250,091"
My Fair Lady ,1964,English,United States,Musical,"$17,000,000 (worldwide box office is 4.2 times production budget)",170 minutes,G (1970 re-issue),"$72,000,000","$73,063","$72,073,063"
Sideways ,2004,English,United States,Drama,"$17,000,000 (worldwide box office is 6.5 times production budget)",127 minutes,"R for language, some strong sexual content and nudity.","$71,502,303","$38,224,497","$109,726,800"
The Best Man Holiday ,2013,English,United States,Comedy,"$17,000,000 (worldwide box office is 4.3 times production budget)",122 minutes,"R for language, sexual content and brief nudity.(Rating bulletin 2288, 9/4/2013)","$70,525,195","$2,310,515","$72,835,710"
Friday the 13th ,2009,English,United States,Horror,"$17,000,000 (worldwide box office is 5.5 times production budget)",97 minutes,"R for strong bloody violence, some graphic sexual content, nudity, language and drug material.","$65,002,019","$27,668,218","$92,670,237"
Pitch Perfect ,2012,English,United States,Comedy,"$17,000,000 (worldwide box office is 6.8 times production budget)",112 minutes,"PG-13 for sexual material, language and drug references.(Rating bulletin 2229, 6/27/2012)","$65,001,093","$51,043,254","$116,044,347"
Halloween: H2O ,1998,English,United States,Horror,"$17,000,000 (worldwide box office is 3.2 times production budget)",85 minutes,R for terror violence/gore and language.,"$55,041,738",,
Evil Dead ,2013,English,United States,Horror,"$17,000,000 (worldwide box office is 5.8 times production budget)",91 minutes,"R for strong bloody violence and gore, some sexual content and language.(Rating bulletin 2257, 1/30/2013)","$54,239,856","$44,770,189","$99,010,045"
Jet Li's Hero ,2002,Mandarin,"China, Hong Kong",Action,"$17,000,000 (worldwide box office is 10.4 times production budget)",120 minutes,PG-13 for stylized martial arts violence and a scene of sensuality,"$53,652,140","$122,721,218","$176,373,358"
Saw 3D ,2010,English,United States,Horror,"$17,000,000 (worldwide box office is 7.9 times production budget)",91 minutes,"R for sequences of grisly bloody violence and torture, and language.(Rating bulletin 2127 (Cert #46227), 6/30/2010)","$45,710,178","$88,025,106","$133,735,284"
"McFarland, USA ",2015,English,United States,Drama,"$17,000,000 (worldwide box office is 2.7 times production budget)",128 minutes,"PG for thematic material, some violence and language.(Rating bulletin 2322, 5/14/2014)","$44,480,275","$1,227,649","$45,707,924"
Harriet ,2019,English,United States,Drama,"$17,000,000 (worldwide box office is 2.6 times production budget)",125 minutes,"PG-13 for thematic content throughout, violent material and language including racial epithets.(Rating bulletin 2598 (Cert #52136), 10/2/2019)","$43,082,155","$953,432","$44,035,587"
Almost Christmas ,2016,English,United States,Drama,"$17,000,000 (worldwide box office is 2.5 times production budget)",107 minutes,"PG-13 for suggestive material, drug content and language.(Rating bulletin 2421 (Cert #50398), 4/20/2016)","$42,065,185","$428,321","$42,493,506"
The Hills Have Eyes ,2006,English,United States,Horror,"$17,000,000 (worldwide box office is 4.1 times production budget)",107 minutes,"R for strong gruesome violence and terror throughout, and for language.","$41,778,863","$28,576,950","$70,355,813"
Crawl ,2019,English,United States,Horror,"$17,000,000 (worldwide box office is 5.4 times production budget)",87 minutes,"R for bloody creature violence, and brief language.(Rating bulletin 2579 (Cert #51915), 5/22/2019)","$39,014,193","$52,706,297","$91,720,490"
40 Days and 40 Nights ,2002,English,"France, United Kingdom, United States",Romantic Comedy,"$17,000,000 (worldwide box office is 5.6 times production budget)",94 minutes,"R for strong sexual content, nudity and language.","$37,939,782","$57,152,885","$95,092,667"
Good Boy! ,2003,English,United States,Adventure,"$17,000,000 (worldwide box office is 2.7 times production budget)",87 minutes,PG for some mild crude humor.,"$37,667,746","$7,644,471","$45,312,217"
Smokin' Aces ,2007,English,United States,Comedy,"$17,000,000 (worldwide box office is 3.4 times production budget)",107 minutes,"R for strong bloody violence, pervasive language, some nudity and drug use.","$35,662,731","$21,600,709","$57,263,440"
A Night at the Roxbury ,1998,English,United States,Comedy,"$17,000,000 (worldwide box office is 1.8 times production budget)",81 minutes,"PG-13 for sex related humor, language and some drug content.","$30,331,165",,
Beastly ,2011,English,United States,Drama,"$17,000,000 (worldwide box office is 2.2 times production budget)",86 minutes,"PG-13 for language including some crude comments, drug references and brief violence(Rating bulletin 2107, 2/10/2010)PG-13 for language including crude comments, brief violence and some thematic material.(Rating bulletin 2156, 1/26/2011)","$27,865,571","$10,162,659","$38,028,230"
Brooklyn's Finest ,2010,English,United States,Thriller/Suspense,"$17,000,000 (worldwide box office is 2.3 times production budget)",133 minutes,"R for bloody violence throughout, strong sexuality, nudity, drug content and pervasive language.","$27,163,593","$12,069,640","$39,233,233"
Tron ,1982,English,"Taiwan, Province of China, United States",Action,"$17,000,000 (worldwide box office is 1.6 times production budget)",96 minutes,PG,"$26,918,576",$524,"$26,919,100"
Lottery Ticket ,2010,English,United States,Comedy,"$17,000,000 (worldwide box office is 1.5 times production budget)",95 minutes,"PG-13 for sexual content, language including a drug reference, some violence and brief underage drinking.(Rating bulletin 2117, 4/21/2010)","$24,719,879",,
Dickie Roberts: Former Child Star ,2003,English,United States,Comedy,"$17,000,000 (worldwide box office is 1.4 times production budget)",98 minutes,"PG-13 for crude and sex-related humor, language and drug references","$22,734,486","$1,000,000","$23,734,486"
ATL ,2006,English,United States,Comedy,"$17,000,000 (worldwide box office is 1.2 times production budget)",107 minutes,"PG-13 for drug content, language, sexual material and some violence.","$21,170,563",,
Summer Catch ,2001,,,Romantic Comedy,"$17,000,000 (worldwide box office is 1.2 times production budget)",108 minutes,"PG-13 for sexual content, language and some drinking","$19,693,891",,
A Simple Plan ,1998,,France,Thriller/Suspense,"$17,000,000 (worldwide box office is 1.0 times production budget)",121 minutes,R for violence and language,"$16,316,273",,
Larry the Cable Guy: Health Inspector ,2006,,United States,Comedy,"$17,000,000 (worldwide box office is 0.9 times production budget)",,"PG-13 for crude and sexual content, and for language","$15,680,099",,
Superman IV: The Quest for Peace ,1987,English,United Kingdom,Action,"$17,000,000 (worldwide box office is 2.2 times production budget)",91 minutes,PG,"$14,522,355","$22,177,645","$36,700,000"
They ,2002,English,"Canada, United States",Horror,"$17,000,000 (worldwide box office is 0.9 times production budget)",89 minutes,"PG-13 for terror/violence, sexual content and language","$12,840,842","$3,300,000","$16,140,842"
The Adventures of Elmo in Grouchland ,1999,English,,Adventure,"$17,000,000 (worldwide box office is 0.7 times production budget)",77 minutes,G,"$11,634,458",,
55 Days at Peking ,1963,English,United States,Drama,"$17,000,000 (worldwide box office is 0.6 times production budget)",153 minutes,Not Rated,"$10,000,000",,
My Life in Ruins ,2009,English,United States,Romantic Comedy,"$17,000,000 (worldwide box office is 1.2 times production budget)",95 minutes,PG-13 for sexual content,"$8,677,425","$11,800,000","$20,477,425"
American Dreamz ,2006,English,United States,Black Comedy,"$17,000,000 (worldwide box office is 1.0 times production budget)",107 minutes,PG-13 for brief strong language and some sexual references.,"$7,314,027","$9,196,944","$16,510,971"
How She Move ,2008,English,Canada,Drama,"$17,000,000 (worldwide box office is 0.5 times production budget)",100 minutes,"PG-13 for some drug content, suggestive material and language","$7,070,641","$1,537,174","$8,607,815"
Running Scared ,2006,,United States,Action,"$17,000,000 (worldwide box office is 0.6 times production budget)",122 minutes,"R for pervasive strong brutal violence and language, sexuality and drug content.","$6,855,137","$2,873,951","$9,729,088"
The Apparition ,2012,English,United States,Horror,"$17,000,000 (worldwide box office is 0.6 times production budget)",82 minutes,"PG-13 for terror/frightening images and some sensuality.(Rating bulletin 2189, 9/14/2011)","$4,936,819","$5,700,462","$10,637,281"
Bobby Jones: Stroke of Genius ,2004,,,Drama,"$17,000,000 (worldwide box office is 0.2 times production budget)",123 minutes,PG for language.,"$2,694,071",,
Shanghai Surprise ,1986,,United Kingdom,,"$17,000,000 (worldwide box office is 0.1 times production budget)",,,"$2,315,000",,
L'illusionniste ,2010,"English, French, Gaelic","France, United Kingdom",Adventure,"$17,000,000 (worldwide box office is 0.5 times production budget)",80 minutes,"PG for thematic elements and smoking.(Rating bulletin 2136, 9/1/2010)","$2,231,474","$6,378,475","$8,609,949"
Roar ,1981,English,United States,Adventure,"$17,000,000 (worldwide box office is 0.1 times production budget)",102 minutes,PG,"$2,110,050",$403,"$2,110,453"
Veronica Guerin ,2003,English,"Ireland, United Kingdom, United States",Drama,"$17,000,000 (worldwide box office is 0.6 times production budget)",98 minutes,R,"$1,569,918","$7,868,156","$9,438,074"
Genius ,2016,English,United States,Drama,"$17,000,000 (worldwide box office is 0.4 times production budget)",104 minutes,"PG-13 for some thematic elements and suggestive content.(Rating bulletin 2391, 9/16/2015)","$1,361,045","$5,904,238","$7,265,283"
Nancy Drew and the Hidden Staircase ,2019,English,United States,Drama,"$17,000,000 (worldwide box office is 0.0 times production budget)",89 minutes,"PG for peril, suggestive material, thematic elements and language.(Rating bulletin 2549 (Cert #51839), 10/17/2018)","$623,088","$1,461","$624,549"
Southland Tales ,2007,English,United States,Musical,"$17,000,000 (worldwide box office is 0.0 times production budget)",144 minutes,"R for language, violence, sexual material and some drug content","$275,380","$89,227","$364,607"
Escobar: Paradise Lost ,2015,English,"Belgium, France, Panama, Spain",Drama,"$17,000,000 (worldwide box office is 0.2 times production budget)",119 minutes,"R for violence including grisly images.(Rating bulletin 2350, 11/26/2014)","$195,792","$3,721,887","$3,917,679"
"Mune, le gardien de la lune ",2015,French,France,Adventure,"$17,000,000 (worldwide box office is 0.9 times production budget)",85 minutes,"PG for some mild action and rude humor.(Rating bulletin 2449 (Cert #50772), 11/2/2016)",n/a,"$14,534,046","$14,534,046"
Chasseurs de dragons ,2009,French,"France, Germany, Luxembourg",Adventure,"$17,000,000 (worldwide box office is 0.8 times production budget)",,PG-13 for action violence.,n/a,"$13,446,115","$13,446,115"
Occupation: Rainfall ,2021,English,Australia,Action,"$17,000,000 (worldwide box office is 0.0 times production budget)",128 minutes,"R for language.(Rating bulletin 2680 (cert #53213), 5/12/2021)",n/a,"$354,670","$354,670"
Damnation Alley ,1977,,,,"$17,000,000",,,n/a,,
One Night in Miami ,2020,English,United States,Drama,"$16,937,665",110 minutes,"R for language throughout.(Rating bulletin 2656 (cert #52912), 11/18/2020)",n/a,,
The Young Messiah ,2016,English,United States,Drama,"$16,800,000 (worldwide box office is 0.4 times production budget)",111 minutes,"PG-13 for some violence and thematic elements.(Rating bulletin 2394, 10/7/2015)","$6,469,813","$843,884","$7,313,697"
FUR: An Imaginary Portrait of Diane Arbus ,2006,English,United States,Drama,"$16,800,000 (worldwide box office is 0.1 times production budget)",115 minutes,"R for graphic nudity, some sexuality and language.","$223,202","$2,057,887","$2,281,089"
My Girl ,1991,English,United States,Comedy,"$16,500,000 (worldwide box office is 3.5 times production budget)",102 minutes,PG-13,"$58,011,485",,
Wall Street ,1987,English,United States,Drama,"$16,500,000 (worldwide box office is 2.7 times production budget)",125 minutes,R,"$43,848,100",,
Sense and Sensibility ,1995,,United States,Drama,"$16,500,000 (worldwide box office is 8.2 times production budget)",136 minutes,PG for mild thematic elements,"$42,993,774","$92,000,000","$134,993,774"
The Illusionist ,2006,English,United States,Drama,"$16,500,000 (worldwide box office is 5.1 times production budget)",110 minutes,PG-13 for some sexuality and violence.,"$39,868,642","$43,923,420","$83,792,062"
Becoming Jane ,2007,English,"Ireland, United Kingdom",Drama,"$16,500,000 (worldwide box office is 2.4 times production budget)",120 minutes,PG for brief nudity and mild language. (edited for re-rating; was PG-13),"$18,663,911","$20,716,920","$39,380,831"
House of Sand and Fog ,2003,"English, Persian",United States,Drama,"$16,500,000 (worldwide box office is 1.0 times production budget)",126 minutes,"R for some violence/disturbing images, language ans a scene of sexuality","$13,005,485","$3,149,301","$16,154,786"
Sydney White ,2007,English,United States,Romantic Comedy,"$16,500,000 (worldwide box office is 0.8 times production budget)",108 minutes,"PG-13 for some language, sexual humor and partying.","$11,892,415","$1,743,924","$13,636,339"
Arn - Tempelriddaren ,2007,"Arabic, English, French, Latin, Swedish","Denmark, Finland, Germany, Norway, Sweden",Action,"$16,500,000 (worldwide box office is 1.3 times production budget)",139 minutes,"R for violence(Rating bulletin 2118, 4/28/2010)",n/a,"$21,404,122","$21,404,122"
