Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Stone Cold ,1991,English,United States,Action,"$25,000,000 (worldwide box office is 0.4 times production budget)",95 minutes,"R for strong violence and language, and for sensuality.","$9,286,314",,
Serenity ,2019,English,United States,Thriller/Suspense,"$25,000,000 (worldwide box office is 0.5 times production budget)",103 minutes,"R for language throughout, sexual content, and some bloody images.(Rating bulletin 2544 (Cert #51662), 9/12/2018)","$8,547,045","$4,461,759","$13,008,804"
The Road ,2009,English,United States,Drama,"$25,000,000 (worldwide box office is 1.2 times production budget)",111 minutes,"R For some violence, disturbing images and language","$8,114,270","$21,092,462","$29,206,732"
Beautiful Boy ,2018,English,United States,Drama,"$25,000,000 (worldwide box office is 0.7 times production budget)",112 minutes,"R for drug content throughout, language, and brief sexual material.(Rating bulletin 2519 (Cert #51526), 3/21/2018)","$7,634,767","$9,691,265","$17,326,032"
The Hoax ,2007,English,United Kingdom,Comedy,"$25,000,000 (worldwide box office is 0.3 times production budget)",116 minutes,R for language.,"$7,164,995",,
A Journal for Jordan ,2021,English,United States,Drama,"$25,000,000 (worldwide box office is 0.3 times production budget)",131 minutes,"PG-13 for some sexual content, partial nudity, drug use and language.(Rating bulletin 2708 (cert #53045), 11/24/2021)","$6,545,174","$137,511","$6,682,685"
Captive State ,2019,English,United States,Thriller/Suspense,"$25,000,000 (worldwide box office is 0.4 times production budget)",109 minutes,"PG-13 for sci-fi violence and action, some sexual content, brief language and drug material.(Rating bulletin 2521 (Cert #51540), 4/4/2018)","$5,958,315","$3,404,895","$9,363,210"
Sheena ,1984,English,"United Kingdom, United States",Adventure,"$25,000,000 (worldwide box office is 0.2 times production budget)",117 minutes,,"$5,778,353",,
Suburbicon ,2017,English,United States,Black Comedy,"$25,000,000 (worldwide box office is 0.6 times production budget)",105 minutes,"R for violence, language and some sexuality.(Rating bulletin 2476 (Cert #51059), 5/17/2017)","$5,775,178","$9,746,441","$15,521,619"
Underclassman ,2005,English,United States,Comedy,"$25,000,000 (worldwide box office is 0.2 times production budget)",95 minutes,"PG-13 for violence, sexual references, drug material and some teen drinking.","$5,654,777",,
Say It Isn't So ,2001,,United States,Black Comedy,"$25,000,000 (worldwide box office is 0.2 times production budget)",95 minutes,"R for strong sexual content, crude humor and language","$5,516,708",,
The World's Fastest Indian ,2005,English,"New Zealand, United States",Drama,"$25,000,000 (worldwide box office is 0.8 times production budget)",127 minutes,"PG-13 for brief language, drug use and a sexual reference.","$5,128,124","$13,863,164","$18,991,288"
Deception ,2008,English,United States,Thriller/Suspense,"$25,000,000 (worldwide box office is 0.5 times production budget)",108 minutes,"R for sexual content, language, brief violence and some drug use.","$4,598,506","$8,251,527","$12,850,033"
Tank Girl ,1995,English,United States,Action,"$25,000,000 (worldwide box office is 0.2 times production budget)",104 minutes,"R for violence, language and sexuality","$4,064,333",,
King's Ransom ,2005,,United States,Black Comedy,"$25,000,000 (worldwide box office is 0.2 times production budget)",95 minutes,PG-13 for crude and sexual humor and language.,"$4,008,527","$41,000","$4,049,527"
Bill & Ted Face the Music ,2020,English,United States,Comedy,"$25,000,000 (worldwide box office is 0.3 times production budget)",91 minutes,"PG-13 for some language.(Rating bulletin 2636 (Cert #52761), 7/1/2020)","$3,439,660","$2,815,970","$6,255,630"
Blindness ,2008,English,"Brazil, Canada, Japan",Thriller/Suspense,"$25,000,000 (worldwide box office is 0.8 times production budget)",121 minutes,"R for violence including sexual assaults, language and sexuality/nudity.","$3,073,392","$16,979,566","$20,052,958"
Sgt. Stubby: An American Hero ,2018,English,"Canada, France, United States",Adventure,"$25,000,000 (worldwide box office is 0.2 times production budget)",84 minutes,"PG for war action and some thematic elements.(Rating bulletin 2518 (Cert #51509), 3/14/2018)","$3,054,285","$769,335","$3,823,620"
Carnage ,2011,English,"France, Germany, Poland, Spain",Black Comedy,"$25,000,000 (worldwide box office is 1.5 times production budget)",79 minutes,"R for language.(Rating bulletin 2191, 9/28/2011)","$2,546,747","$35,565,407","$38,112,154"
Tulip Fever ,2017,English,"United Kingdom, United States",Drama,"$25,000,000 (worldwide box office is 0.3 times production budget)",105 minutes,"R for sexual content and nudity.(Rating bulletin 2476 (Cert #50293), 5/17/2017)","$2,455,635","$4,337,133","$6,792,768"
BloodRayne ,2006,English,"Romania, United Kingdom",Action,"$25,000,000 (worldwide box office is 0.1 times production budget)",92 minutes,"R for strong bloody violence, some sexuality and nudity.","$2,405,420","$1,306,213","$3,711,633"
Legend ,2015,English,United Kingdom,Thriller/Suspense,"$25,000,000 (worldwide box office is 1.7 times production budget)",131 minutes,"R for strong violence, language throughout, some sexual and drug material.(Rating bulletin 2377, 6/10/2015)","$1,872,994","$40,407,450","$42,280,444"
Bad Lieutenant: Port of Call New Orleans ,2009,English,United States,Drama,"$25,000,000 (worldwide box office is 0.5 times production budget)",122 minutes,"R for drug use and language throughout, some violence and sexuality","$1,702,112","$10,711,837","$12,413,949"
Jane Got a Gun ,2015,English,United States,Western,"$25,000,000 (worldwide box office is 0.2 times production budget)",98 minutes,"R for violence and some language.(Rating bulletin 2405 (Cert #49540), 12/23/2015)","$1,513,793","$2,257,552","$3,771,345"
Me and Orson Welles ,2009,English,United Kingdom,Drama,"$25,000,000 (worldwide box office is 0.0 times production budget)",113 minutes,PG-13 For sexual references and smoking,"$1,190,003",,
All My Life ,2020,English,United States,Drama,"$25,000,000 (worldwide box office is 0.1 times production budget)",91 minutes,"PG-13 for brief language.(Rating bulletin 2643 (Cert #52855), 8/19/2020)","$913,935","$1,110,128","$2,024,063"
Venom ,2005,"Creole, English",United States,Horror,"$25,000,000 (worldwide box office is 0.0 times production budget)",87 minutes,"R for strong horror violence/gore, and language.","$881,745",,
Where the Truth Lies ,2005,,Canada,Drama,"$25,000,000 (worldwide box office is 0.1 times production budget)",108 minutes,"Not Rated (originally rated NC-17, rating surrendered)","$872,142","$543,514","$1,415,656"
Without Limits ,1998,,,Drama,"$25,000,000 (worldwide box office is 0.0 times production budget)",,PG-13 for brief sexual material and brief strong language. ,"$780,326",,
On the Road ,2012,English,"Brazil, France",Drama,"$25,000,000 (worldwide box office is 0.4 times production budget)",125 minutes,"R for strong sexual content, drug use and language.(Rating bulletin 2240, 9/11/2012)","$720,828","$8,592,474","$9,313,302"
Les petits mouchoirs ,2012,French,France,Comedy,"$25,000,000 (worldwide box office is 1.9 times production budget)",154 minutes,Not Rated,"$205,505","$48,325,382","$48,530,887"
Love Ranch ,2010,,United States,Drama,"$25,000,000 (worldwide box office is 0.0 times production budget)",118 minutes,"R for sexual content, pervasive language and some violence(Rating bulletin 2124, 6/9/2010)","$137,885","$8,264","$146,149"
Yi ge ren de wu lin ,2015,"Cantonese, Mandarin","China, Hong Kong",Action,"$25,000,000 (worldwide box office is 0.0 times production budget)",100 minutes,Not Rated,"$129,115",,
