Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Digimon: The Movie ,2000,,,Adventure,"$5,000,000 (worldwide box office is 3.3 times production budget)",88 minutes,PG for action violence.,"$9,628,751","$7,000,000","$16,628,751"
Saved! ,2004,English,United States,Black Comedy,"$5,000,000 (worldwide box office is 2.0 times production budget)",92 minutes,"PG-13 for strong thematic issues involving teens - sexual content, pregnancy, smoking and language","$8,886,160","$1,320,391","$10,206,551"
Les invasions barbares ,2003,"English, French","Canada, France",Drama,"$5,000,000 (worldwide box office is 5.2 times production budget)",99 minutes,"R for language, sexual dialogue and drug content","$8,460,000","$17,453,869","$25,913,869"
Robin and Marian ,1976,,United States,,"$5,000,000 (worldwide box office is 1.6 times production budget)",,,"$8,000,000",,
Force 10 from Navarone ,1978,,"France, The Former Yugoslav Republic of Macedonia, Malta, United Kingdom, United States",Action,"$5,000,000 (worldwide box office is 1.4 times production budget)",126 minutes,,"$7,100,000",,
The Forsaken ,2001,,,Horror,"$5,000,000 (worldwide box office is 1.4 times production budget)",90 minutes,"R for strong violence/gore, language and sexuality","$6,755,271",,
Jexi ,2019,English,United States,Romantic Comedy,"$5,000,000 (worldwide box office is 2.1 times production budget)",84 minutes,"R for strong/crude sexual content and language throughout, some drug use and graphic nudity.(Rating bulletin 2597 (Cert #52249), 9/25/2019)","$6,546,159","$4,054,968","$10,601,127"
Fahrenheit 11/9 ,2018,English,United States,Documentary,"$5,000,000 (worldwide box office is 1.3 times production budget)",128 minutes,"R for language and some disturbing material/images.(Rating bulletin 2543 (Cert #51795), 9/5/2018)","$6,352,306","$301,409","$6,653,715"
UHF ,1989,English,United States,Comedy,"$5,000,000 (worldwide box office is 1.2 times production budget)",97 minutes,,"$6,157,157",,
Sea Rex 3D: Journey to a Prehistoric World ,2010,English,"France, United Kingdom",Documentary,"$5,000,000 (worldwide box office is 3.3 times production budget)",41 minutes,Not Rated,"$6,096,582","$10,418,621","$16,515,203"
Grandma’s Boy ,2006,English,United States,Comedy,"$5,000,000 (worldwide box office is 1.3 times production budget)",96 minutes,"R for drug use and language throughout, strong crude and sexual humor, and nudity.","$6,090,172","$500,000","$6,590,172"
Captain Fantastic ,2016,English,United States,Drama,"$5,000,000 (worldwide box office is 4.3 times production budget)",119 minutes,"R for language and brief graphic nudity.(Rating bulletin 2391, 9/16/2015)","$5,879,835","$15,460,399","$21,340,234"
Slums of Beverly Hills ,1998,,,Comedy,"$5,000,000 (worldwide box office is 1.1 times production budget)",91 minutes,"R for strong sexual situations, nudity, language and drug content","$5,502,773",,
Once Upon a Time in the West ,1969,"Italian, Spanish","Italy, United States",Western,"$5,000,000 (worldwide box office is 1.1 times production budget)",165 minutes,PG-13 for western violence and brief sensuality.,"$5,321,508","$59,096","$5,380,604"
Made ,2001,English,United States,Comedy,"$5,000,000 (worldwide box office is 1.1 times production budget)",94 minutes,"R for pervasive language, some drug use and sexuality","$5,308,707","$167,353","$5,476,060"
Don’t Let Go ,2019,English,United States,Thriller/Suspense,"$5,000,000 (worldwide box office is 1.1 times production budget)",107 minutes,"R for violence, bloody images, and language.","$5,215,062","$73,074","$5,288,136"
La mala educación ,2004,"Latin, Spanish",Spain,Drama,"$5,000,000 (worldwide box office is 8.1 times production budget)",105 minutes,NC-17 for a scene of explicit sexual content,"$5,211,842","$35,100,000","$40,311,842"
Moon ,2009,English,United Kingdom,Thriller/Suspense,"$5,000,000 (worldwide box office is 2.1 times production budget)",97 minutes,R for language,"$5,010,163","$5,665,910","$10,676,073"
Zola ,2021,English,United States,Black Comedy,"$5,000,000 (worldwide box office is 1.0 times production budget)",90 minutes,"R for strong sexual content and language throughout, graphic nudity, and violence including a sexual assault.(Rating bulletin 2617 (Cert #52595), 2/19/2020)","$4,844,399","$325,801","$5,170,200"
90 Minutes in Heaven ,2015,English,United States,Drama,"$5,000,000 (worldwide box office is 1.0 times production budget)",121 minutes,"PG-13 for intense accident and injury images.(Rating bulletin 2382, 7/17/2015)","$4,816,142",,
Incarnate ,2016,English,United States,Horror,"$5,000,000 (worldwide box office is 1.9 times production budget)",86 minutes,"PG-13 for intense sequences of horror violence, terror, disturbing images, brief strong language, 
sensuality and thematic elements.(Rating bulletin 2385, 8/4/2015)","$4,799,774","$4,571,262","$9,371,036"
Eddie and the Cruisers ,1983,English,United States,Drama,"$5,000,000 (worldwide box office is 0.9 times production budget)",95 minutes,,"$4,685,097",,
Keeping Up with the Steins ,2006,"English, Hebrew",United States,Comedy,"$5,000,000 (worldwide box office is 0.9 times production budget)",,"PG-13 for some crude language, nudity and brief drug references","$4,339,241","$75,512","$4,414,753"
The Sweet Hereafter ,1997,,,Drama,"$5,000,000 (worldwide box office is 1.6 times production budget)",112 minutes,R for sexuality and some language,"$4,306,697","$3,644,550","$7,951,247"
Bottle Shock ,2008,"English, French, German",United States,Drama,"$5,000,000 (worldwide box office is 1.0 times production budget)",109 minutes,"PG-13 for brief strong language, some sexual content and a scene of drug use.","$4,078,607","$737,283","$4,815,890"
My Old Lady ,2014,English,"France, United States",Comedy,"$5,000,000 (worldwide box office is 3.0 times production budget)",107 minutes,"PG-13 PG-13 for thematic material and some sexual references.(Rating bulletin 2308, 2/5/2014)","$4,011,530","$11,208,778","$15,220,308"
Des Hommes et Des Dieux ,2011,"Arabic, French",France,Drama,"$5,000,000 (worldwide box office is 9.3 times production budget)",122 minutes,"R for a scene of graphic violence.(Rating bulletin 2140, 9/29/2010)PG-13 for a momentary scene of startling wartime violence, some disturbing images and brief language.(Rating bulletin 2154, 1/12/2011)","$3,954,651","$42,308,874","$46,263,525"
Jekyll and Hyde... Together Again ,1982,English,United States,Comedy,"$5,000,000 (worldwide box office is 0.7 times production budget)",87 minutes,,"$3,707,583",,
Nomadland ,2021,English,United States,Drama,"$5,000,000 (worldwide box office is 7.7 times production budget)",108 minutes,"R for some full nudity.(Rating bulletin 2636 (Cert #52759), 7/1/2020)","$3,700,000","$35,028,987","$38,728,987"
Table 19 ,2017,English,"Finland, United States",Comedy,"$5,000,000 (worldwide box office is 0.9 times production budget)",87 minutes,"PG-13 for thematic elements, sexual content, drug use, language and some brief nudity.(Rating bulletin 2419 (Cert #50238), 4/6/2016)","$3,614,896","$1,005,503","$4,620,399"
The Beach Bum ,2019,English,United States,Comedy,"$5,000,000 (worldwide box office is 0.9 times production budget)",95 minutes,"R for pervasive drug and alcohol use, language throughout, nudity and some strong sexual content.(Rating bulletin 2556 (Cert #51935), 12/5/2018)","$3,502,600","$765,208","$4,267,808"
The Outfit ,2022,English,United States,Drama,"$5,000,000 (worldwide box office is 0.9 times production budget)",105 minutes,"R for some bloody violence, and language throughout.(Rating bulletin 2716 (cert #53212), 1/26/2022)","$3,344,040","$1,045,596","$4,389,636"
Green Room ,2016,English,United States,Horror,"$5,000,000 (worldwide box office is 0.8 times production budget)",94 minutes,"R for strong brutal graphic violence, gory images, language and some drug content.(Rating bulletin 2406 (Cert #50205), 1/6/2016)","$3,220,371","$587,132","$3,807,503"
Thoroughbreds ,2018,English,United States,Thriller/Suspense,"$5,000,000 (worldwide box office is 0.7 times production budget)",90 minutes,"R for disturbing behavior, bloody images, language, sexual references, and some drug content.(Rating bulletin 2516 (Cert #50967), 2/28/2018)","$3,072,605","$401,616","$3,474,221"
Heavenly Creatures ,1994,"English, French","Germany, New Zealand",Drama,"$5,000,000 (worldwide box office is 1.1 times production budget)",109 minutes,R for a chilling murder and some sexuality,"$3,046,086","$2,392,034","$5,438,120"
The Other Side of the Door ,2016,English,"India, United Kingdom",Horror,"$5,000,000 (worldwide box office is 2.6 times production budget)",96 minutes,"R for some bloody violence.(Rating bulletin 2400 (Cert #49255), 11/18/2015)","$3,000,342","$9,904,765","$12,905,107"
Everything Must Go ,2011,,United States,Drama,"$5,000,000 (worldwide box office is 0.6 times production budget)",96 minutes,"PG for language and some sexual content.(Rating bulletin 2165, 3/30/2011)","$2,712,131","$108,879","$2,821,010"
Kill the Messenger ,2014,English,United States,Thriller/Suspense,"$5,000,000 (worldwide box office is 1.3 times production budget)",112 minutes,"R for language and drug content.(Rating bulletin 2325, 6/4/2014)","$2,450,846","$4,205,859","$6,656,705"
Rabbit Hole ,2010,English,United States,Drama,"$5,000,000 (worldwide box office is 1.2 times production budget)",92 minutes,"PG-13 for mature thematic material, some drug use and language.(Rating bulletin 2146, 11/10/2010)","$2,229,058","$3,975,976","$6,205,034"
Jem and the Holograms ,2015,English,United States,Musical,"$5,000,000 (worldwide box office is 0.5 times production budget)",118 minutes,"PG for thematic material including reckless behavior, brief suggestive content and some language.(Rating bulletin 2384, 7/29/2015)","$2,184,640","$184,297","$2,368,937"
Paterson ,2016,English,United States,Comedy,"$5,000,000 (worldwide box office is 2.1 times production budget)",118 minutes,"R for some language.(Rating bulletin 2441 (Cert #50421), 9/7/2016)","$2,141,423","$8,586,113","$10,727,536"
Zero Effect ,1998,,,Comedy,"$5,000,000 (worldwide box office is 0.4 times production budget)",,R for language,"$2,080,693",,
A Midnight Clear ,1992,English,United States,Drama,"$5,000,000 (worldwide box office is 0.3 times production budget)",108 minutes,"R for language, war violence and a scene of sensuality.","$1,526,697",,
The Machinist ,2004,,,Thriller/Suspense,"$5,000,000 (worldwide box office is 1.7 times production budget)",,"R for violence and disturbing images, sexuality and language","$1,082,044","$7,573,353","$8,655,397"
Light Sleeper ,1992,English,United States,Drama,"$5,000,000 (worldwide box office is 0.2 times production budget)",103 minutes,"R for strong language and drug content, and for violence and a scene of sensuality.","$1,050,861",,
American Teen ,2008,English,United States,Documentary,"$5,000,000 (worldwide box office is 0.2 times production budget)",95 minutes,"PG-13 for some strong language, sexual material, some drinking and brief smoking—all involving teens.","$942,441","$46,878","$989,319"
Atlas Shrugged: Who Is John Galt? ,2014,English,United States,Drama,"$5,000,000 (worldwide box office is 0.2 times production budget)",99 minutes,"PG-13 for some violence and a scene of sexuality.(Rating bulletin 2334, 8/6/2014)","$851,690",,
Party Monster ,2003,English,"Netherlands, United States",Comedy,"$5,000,000 (worldwide box office is 0.2 times production budget)",98 minutes,"R for pervasive drug use, language and some violence","$742,898","$151,132","$894,030"
Eddie and the Cruisers II ,1989,English,"Canada, United States",Musical,"$5,000,000 (worldwide box office is 0.1 times production budget)",104 minutes,,"$540,000",,
The Oh in Ohio ,2006,English,United States,Romantic Comedy,"$5,000,000 (worldwide box office is 0.1 times production budget)",91 minutes,"R for sexual content, language and some drug use","$418,689","$229,494","$648,183"
Bottle Rocket ,1996,English,,Action,"$5,000,000 (worldwide box office is 0.1 times production budget)",,R for language,"$407,488",$88,"$407,576"
Ain't Them Bodies Saints ,2013,English,United States,Drama,"$5,000,000 (worldwide box office is 0.2 times production budget)",105 minutes,"R for some violence.(Rating bulletin 2286, 8/21/2013)","$391,611","$683,398","$1,075,009"
Albino Alligator ,1997,English,"France, United States",Drama,"$5,000,000 (worldwide box office is 0.1 times production budget)",97 minutes,R for strong violence and language,"$353,480",,
Jimi: All is By My Side ,2014,English,"Ireland, United Kingdom, United States",Drama,"$5,000,000 (worldwide box office is 0.2 times production budget)",116 minutes,"R for language including sexual references, and some drug content.(Rating bulletin 2317, 4/9/2014)","$340,911","$586,163","$927,074"
Skins ,2002,,,Drama,"$5,000,000 (worldwide box office is 0.0 times production budget)",84 minutes,R for language and violence.,"$249,204",,
"Gandhi, My Father ",2007,"English, Gujarati, Hindi",India,Drama,"$5,000,000 (worldwide box office is 0.4 times production budget)",,Not Rated,"$240,425","$1,774,579","$2,015,004"
Standard Operating Procedure ,2008,English,United States,Documentary,"$5,000,000 (worldwide box office is 0.1 times production budget)",118 minutes,"R for disturbing images and content involving torture and graphic nudity, and for language.","$228,830","$103,290","$332,120"
Tucker & Dale vs. Evil ,2011,English,United States,Black Comedy,"$5,000,000 (worldwide box office is 1.1 times production budget)",88 minutes,"R for bloody horror violence, language and brief nudity.(Rating bulletin 2184, 8/10/2011)","$223,838","$5,252,540","$5,476,378"
Touchback ,2012,English,United States,Drama,"$5,000,000 (worldwide box office is 0.0 times production budget)",120 minutes,"PG-13 for some mature thematic elements.(Rating bulletin 2208, 2/1/2012)","$204,157",,
No Looking Back ,1998,,United States,,"$5,000,000 (worldwide box office is 0.0 times production budget)",,R for language. ,"$143,273",,
Cop Car ,2015,English,United States,Thriller/Suspense,"$5,000,000 (worldwide box office is 0.0 times production budget)",88 minutes,"R for language, violence and brief drug use.(Rating bulletin 2370, 4/21/2015)","$134,552","$9,106","$143,658"
