Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Parasite ,기생충,Korean,Republic of Korea,Black Comedy,"$11,800,000 (worldwide box office is 21.5 times production budget)",132 minutes,"R for language, some violence and sexual content.(Rating bulletin 2595 (Cert #52376), 9/11/2019)","$53,369,745","$199,898,113","$253,267,858"
Carol ,2015,English,"United Kingdom, United States",Drama,"$11,800,000 (worldwide box office is 3.6 times production budget)",118 minutes,"R for a scene of sexuality/nudity and brief language.(Rating bulletin 2371, 4/29/2015)","$12,711,491","$29,325,822","$42,037,313"
Pet Sematary ,1989,,United States,Horror,"$11,500,000 (worldwide box office is 5.0 times production budget)",,R,"$57,469,179",$671,"$57,469,850"
Dirty Grandpa ,2016,English,United States,Comedy,"$11,500,000 (worldwide box office is 9.1 times production budget)",97 minutes,"R for crude sexual content throughout, graphic nudity, and for language and drug use.(Rating bulletin 2401 (Cert #50150), 11/25/2015)","$35,593,113","$69,485,336","$105,078,449"
The Cry of the Owl ,2009,,,Thriller/Suspense,"$11,500,000",,"R for violence and language(Rating bulletin 2109, 2/24/2010)",n/a,,
St. Trinian’s ,2009,English,United Kingdom,Comedy,"$11,400,000 (worldwide box office is 2.6 times production budget)",101 minutes,"PG-13 For thematic elements, drug and alcohol content, sexual material and language","$15,000","$29,815,239","$29,830,239"
Belle et Sébastien ,2013,"French, German",France,Adventure,"$11,400,000 (worldwide box office is 2.4 times production budget)",99 minutes,Not Rated,n/a,"$27,042,499","$27,042,499"
Bottoms ,2023,English,United States,Comedy,"$11,300,000 (worldwide box office is 1.1 times production budget)",,"R for crude sexual content, pervasive language and some violence.(Rating bulletin 2753 (cert #54079), 10/12/2022)","$12,036,071","$937,411","$12,973,482"
Wolfwalkers ,2020,English,"France, Ireland, Luxembourg, United States",Adventure,"$11,250,000 (worldwide box office is 0.3 times production budget)",100 minutes,"PG for sequences of violence and peril, scary images, some thematic elements and brief language.(Rating bulletin 2647 (#52892), 9/16/2020)",n/a,"$3,241,142","$3,241,142"
Star Wars Ep. IV: A New Hope ,1977,English,United States,Adventure,"$11,000,000 (worldwide box office is 70.5 times production budget)",119 minutes,"PG for sci-fi violence and brief mild language.
Edited for re-rating","$460,998,007","$314,400,000","$775,398,007"
Gremlins ,1984,English,United States,Comedy,"$11,000,000 (worldwide box office is 13.9 times production budget)",111 minutes,PG,"$151,661,913","$783,845","$152,445,758"
Doctor Zhivago ,1965,"English, Russian","Italy, United Kingdom",Drama,"$11,000,000 (worldwide box office is 10.2 times production budget)",197 minutes,PG-13 for mature themes. ,"$111,897,830","$154,971","$112,052,801"
The Fighter ,2010,English,United States,Drama,"$11,000,000 (worldwide box office is 11.8 times production budget)",115 minutes,"R for language throughout, drug content, some violence and sexuality.(Rating bulletin 2146, 11/10/2010)","$93,617,009","$35,645,379","$129,262,388"
High School Musical 3: Senior Year ,2008,English,United States,Musical,"$11,000,000 (worldwide box office is 24.9 times production budget)",112 minutes,G,"$90,559,416","$183,833,464","$274,392,880"
Fried Green Tomatoes ,1991,English,United States,Drama,"$11,000,000 (worldwide box office is 7.4 times production budget)",136 minutes,PG-13,"$81,204,830",,
Jackass: Number Two ,2006,English,United States,Reality,"$11,000,000 (worldwide box office is 7.8 times production budget)",92 minutes,"R for extremely crude and dangerous stunts throughout, sexual content, nudity and language.","$72,778,712","$12,500,000","$85,278,712"
My Cousin Vinny ,1992,,United States,Comedy,"$11,000,000 (worldwide box office is 4.8 times production budget)",119 minutes,R for language.,"$52,929,168",,
If I Stay ,2014,English,United States,Drama,"$11,000,000 (worldwide box office is 7.1 times production budget)",106 minutes,"PG-13 for thematic elements and some sexual material.(Rating bulletin 2328, 6/25/2014)","$50,474,843","$27,881,327","$78,356,170"
Major League ,1989,English,United States,Comedy,"$11,000,000 (worldwide box office is 4.5 times production budget)",107 minutes,R,"$49,793,054",,
Phone Booth ,2003,English,United States,Thriller/Suspense,"$11,000,000 (worldwide box office is 8.9 times production budget)",80 minutes,R for pervasive language and some violence,"$46,566,212","$51,270,926","$97,837,138"
A Walk to Remember ,2002,English,United States,Drama,"$11,000,000 (worldwide box office is 4.2 times production budget)",101 minutes,"PG for thematic elements, language and some sensual material","$41,227,069","$4,833,792","$46,060,861"
Dead Man Walking ,1995,English,United States,Drama,"$11,000,000 (worldwide box office is 7.6 times production budget)",122 minutes,R for a depiction of a rape and murder.,"$39,387,284","$43,701,011","$83,088,295"
Cruel Intentions ,1999,"English, French",United States,Drama,"$11,000,000 (worldwide box office is 6.9 times production budget)",97 minutes,"R for strong sexual dialogue and sexual situations involving teens, language and drug use.","$38,665,260","$37,573,641","$76,238,901"
Brooklyn ,2015,English,"Canada, Ireland, United Kingdom",Drama,"$11,000,000 (worldwide box office is 5.6 times production budget)",113 minutes,"PG-13 for a scene of sexuality and brief strong language.(Rating bulletin 2365, 3/18/2015)","$38,322,743","$23,753,398","$62,076,141"
The Secret Life of Bees ,2008,English,United States,Drama,"$11,000,000 (worldwide box office is 3.6 times production budget)",110 minutes,PG-13 for thematic material and some violence,"$37,780,486","$2,213,861","$39,994,347"
Wind River ,2017,English,United States,Thriller/Suspense,"$11,000,000 (worldwide box office is 4.1 times production budget)",107 minutes,"R for strong violence, a rape, disturbing images, and language.(Rating bulletin 2457 (Cert #50837), 1/4/2017)","$33,800,859","$11,184,120","$44,984,979"
Woman in Gold ,2015,English,"United Kingdom, United States",Drama,"$11,000,000 (worldwide box office is 5.3 times production budget)",107 minutes,"PG-13 for some thematic elements and brief strong language.(Rating bulletin 2354, 12/24/2014)","$33,307,793","$25,278,614","$58,586,407"
History of the World: Part I ,1981,English,United States,Comedy,"$11,000,000 (worldwide box office is 2.9 times production budget)",92 minutes,R,"$31,672,000",,
