Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Space Jam ,1996,English,United States,Adventure,"$80,000,000 (worldwide box office is 3.1 times production budget)",88 minutes,PG for some mild cartoon language.,"$90,463,534","$159,716,850","$250,180,384"
Fury ,2014,English,United States,Drama,"$80,000,000 (worldwide box office is 2.6 times production budget)",134 minutes,"R for strong sequences of war violence, some grisly images, and language
throughout.(Rating bulletin 2337, 8/27/2014)","$85,817,906","$124,497,775","$210,315,681"
Smallfoot ,2018,English,United States,Adventure,"$80,000,000 (worldwide box office is 2.7 times production budget)",96 minutes,"PG for some action, rude humor, and thematic elements.(Rating bulletin 2537 (Cert #51715), 7/25/2018)","$83,240,103","$131,004,092","$214,244,195"
The Pink Panther ,2006,English,United States,Adventure,"$80,000,000 (worldwide box office is 2.0 times production budget)",93 minutes,PG for occasional crude and suggestive humor and language.,"$82,226,474","$76,700,000","$158,926,474"
Zookeeper ,2011,English,United States,Romantic Comedy,"$80,000,000 (worldwide box office is 2.1 times production budget)",101 minutes,"PG for some rude and suggestive humor, and language.(Rating bulletin 2143, 10/20/2010)","$80,360,866","$90,444,659","$170,805,525"
The Day the Earth Stood Still ,2008,English,United States,Adventure,"$80,000,000 (worldwide box office is 3.0 times production budget)",103 minutes,PG-13 for some sci-fi disaster images and violence,"$79,366,978","$158,003,372","$237,370,350"
Conspiracy Theory ,1997,English,United States,Thriller/Suspense,"$80,000,000 (worldwide box office is 1.8 times production budget)",129 minutes,R for some violence,"$76,118,990","$66,664,728","$142,783,718"
"Six Days, Seven Nights ",1998,,United States,Romantic Comedy,"$80,000,000 (worldwide box office is 2.1 times production budget)",102 minutes,"PG-13 for language, sensuality and brief violence","$74,339,294","$90,460,706","$164,800,000"
Spirit: Stallion of the Cimarron ,2002,English,United States,Adventure,"$80,000,000 (worldwide box office is 1.3 times production budget)",84 minutes,G,"$73,215,310","$33,300,000","$106,515,310"
Swordfish ,2001,English,United States,Action,"$80,000,000 (worldwide box office is 1.8 times production budget)",97 minutes,"R for violence, language and some sexuality/nudity","$69,772,969","$77,307,444","$147,080,413"
Lost In Space ,1998,English,United States,Adventure,"$80,000,000 (worldwide box office is 1.7 times production budget)",130 minutes,PG-13 for some intense sci-fi action,"$69,117,629","$66,929,688","$136,047,317"
The Manchurian Candidate ,2004,English,"Kuwait, United States",Thriller/Suspense,"$80,000,000 (worldwide box office is 1.2 times production budget)",130 minutes,R for violence and some language,"$65,948,711","$30,187,161","$96,135,872"
Déjà Vu ,2006,English,United States,Thriller/Suspense,"$80,000,000 (worldwide box office is 2.3 times production budget)",126 minutes,"PG-13 for intense sequences of violence and terror, disturbing images and some sensuality","$64,038,616","$117,000,000","$181,038,616"
Bewitched ,2005,English,United States,Comedy,"$80,000,000 (worldwide box office is 1.6 times production budget)",98 minutes,"PG-13 for some language, including sex and drug references, and partial nudity.","$63,313,159","$67,846,147","$131,159,306"
Fantasia 2000 ,1999,English,,Musical,"$80,000,000 (worldwide box office is 0.8 times production budget)",75 minutes,G,"$60,507,228","$11,020","$60,518,248"
The Good Shepherd ,2006,English,United States,Drama,"$80,000,000 (worldwide box office is 1.3 times production budget)",160 minutes,"R for some violence, sexuality and language.","$59,908,565","$40,469,706","$100,378,271"
The Time Machine ,2002,English,United States,Adventure,"$80,000,000 (worldwide box office is 1.2 times production budget)",96 minutes,PG-13 for intense sequences of action violence,"$56,684,819","$42,298,771","$98,983,590"
What Dreams May Come ,1998,English,United States,Drama,"$80,000,000 (worldwide box office is 0.9 times production budget)",113 minutes,"PG-13 for thematic elements involving death, some disturbing images and language.","$55,485,043","$16,000,000","$71,485,043"
Mighty Joe Young ,1998,,United States,Adventure,"$80,000,000 (worldwide box office is 0.6 times production budget)",114 minutes,PG for some menacing action violence and mild language,"$50,632,037",,
Ad Astra ,2019,English,"Brazil, United States",Thriller/Suspense,"$80,000,000 (worldwide box office is 1.7 times production budget)",124 minutes,"PG-13 for some violence and bloody images, and for brief strong language.(Rating bulletin 2589 (Cert #52303), 7/31/2019)","$50,188,370","$85,217,910","$135,406,280"
The Legend of Zorro ,2005,English,United States,Adventure,"$80,000,000 (worldwide box office is 1.8 times production budget)",126 minutes,"PG for sequences of violence/peril and action, language and a couple of suggestive moments","$45,575,336","$95,900,000","$141,475,336"
Madame Web ,2024,English,United States,Action,"$80,000,000 (worldwide box office is 1.3 times production budget)",116 minutes,"PG-13 for violence/action and language.(Rating bulletin 2819 (cert #53896), 1/31/2024)","$43,817,106","$56,481,711","$100,298,817"
