Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Slacker ,1991,English,United States,Comedy,"$23,000 (worldwide box office is 53.4 times production budget)",97 minutes,R for language.,"$1,227,508",,
Dry Spell ,2012,English,United States,Romantic Comedy,"$22,000",89 minutes,Not Rated,n/a,,
Steel Spirit ,2002,English,,Adventure,"$20,000 (worldwide box office is 0.1 times production budget)",90 minutes,Not Rated,"$1,860",,
Socrates ,2019,Portuguese,Brazil,Drama,"$20,000 (worldwide box office is 0.0 times production budget)",71 minutes,,n/a,$849,$849
Flywheel ,2003,,,Drama,"$20,000",,,n/a,,
All Superheroes Must Die ,2013,English,United States,Thriller/Suspense,"$20,000",78 minutes,Not Rated,n/a,,
The Front Man ,2015,English,United States,Documentary,"$20,000",72 minutes,Not Rated,n/a,,
The Ridges ,2011,English,United States,Horror,"$17,300",89 minutes,,n/a,,
Skinamarink ,2023,English,Canada,Horror,"$15,000 (worldwide box office is 142.1 times production budget)",100 minutes,,"$2,052,272","$78,911","$2,131,183"
The Puffy Chair ,2006,English,United States,Comedy,"$15,000 (worldwide box office is 13.0 times production budget)",84 minutes,R for language,"$194,523",$731,"$195,254"
Breaking Upwards ,2010,English,United States,,"$15,000 (worldwide box office is 7.7 times production budget)",88 minutes,Not Rated,"$115,592",,
Sh*thouse ,2020,English,United States,Comedy,"$15,000 (worldwide box office is 1.6 times production budget)",102 minutes,"R for language throughout, sexual content and drug/alcohol use.(Rating bulletin 2643 (Cert #52856), 8/19/2020)","$18,148","$6,597","$24,745"
Stories of Our Lives ,2014,"English, Swahili","Kenya, South Africa",Drama,"$15,000",60 minutes,Not Rated,n/a,,
Pink Flamingos ,1997,English,United States,Comedy,"$12,000 (worldwide box office is 34.5 times production budget)",93 minutes,NC-17 for a wide range of perversions in explicit detail. ,"$413,802",,
Grip: A Criminal's Story ,2006,,,Action,"$12,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$1,336",,
Tin Can Man ,2007,English,Ireland,Horror,"$12,000",79 minutes,,n/a,,
Dayereh ,2001,Persian,"Islamic Republic of Iran, Italy, Switzerland",Drama,"$10,000 (worldwide box office is 68.4 times production budget)",90 minutes,Not Rated,"$673,780","$9,729","$683,509"
Clean ,2006,,,Drama,"$10,000 (worldwide box office is 13.9 times production budget)",90 minutes,"R for drug content, language and brief nudity.","$138,711",,
Cure ,2001,Japanese,Japan,Horror,"$10,000 (worldwide box office is 31.8 times production budget)",,Not Rated,"$94,596","$223,048","$317,644"
On the Downlow ,2004,,United States,Drama,"$10,000 (worldwide box office is 0.2 times production budget)",84 minutes,Not Rated,"$1,987",,
Bang ,1996,,,Thriller/Suspense,"$10,000 (worldwide box office is 0.1 times production budget)",85 minutes,,$527,,
The Rise and Fall of Miss Thang ,2008,,United States,Drama,"$10,000 (worldwide box office is 0.0 times production budget)",,Not Rated,$401,,
Family Motocross ,2015,English,United States,Documentary,"$10,000",55 minutes,Not Rated,n/a,,
Newlyweds ,2012,English,United States,Comedy,"$9,000 (worldwide box office is 0.5 times production budget)",93 minutes,"R for drug use  throughout, pervasive language, some sexual references and brief violent images.(Rating bulletin 2269, 4/24/2013)","$4,584",,
El Mariachi ,1993,,,Action,"$7,000 (worldwide box office is 291.7 times production budget)",81 minutes,R for strong violence.,"$2,040,920","$1,008","$2,041,928"
Primer ,2004,English,United States,Drama,"$7,000 (worldwide box office is 120.3 times production budget)",80 minutes,PG-13,"$424,760","$417,166","$841,926"
Cavite ,2006,,,Thriller/Suspense,"$7,000 (worldwide box office is 10.2 times production budget)",,Not Rated,"$70,071","$1,573","$71,644"
The Mongol King ,2004,,,Drama,"$7,000 (worldwide box office is 0.1 times production budget)",,Not Rated,$900,,
Red 11 ,2022,English,United States,Thriller/Suspense,"$7,000",77 minutes,,n/a,,
Following ,1999,English,United Kingdom,Thriller/Suspense,"$6,000 (worldwide box office is 40.1 times production budget)",,R for language and some violence. ,"$48,482","$192,013","$240,495"
Return to the Land of Wonders ,2005,,"Germany, United Kingdom, United States",Documentary,"$5,000 (worldwide box office is 0.3 times production budget)",,Not Rated,"$1,338",,
A Plague So Pleasant ,2015,English,United States,Horror,"$1,400",,Not Rated,n/a,,
My Date With Drew ,2005,,United States,Documentary,"$1,100 (worldwide box office is 164.6 times production budget)",,PG for mild thematic elements and language.,"$181,041",,
Neeras ,2021,Hindi,India,Action,$86,10 minutes,,n/a,,
Trap ,2024,English,"United Kingdom, United States, Yemen",Thriller/Suspense,,,"PG-13 for some violent content and brief strong language.(Rating bulletin 2842 (cert #54966), 7/10/2024)","$42,777,281","$39,700,000","$82,477,281"
Avengers: Doomsday ,2026,English,United States,,,,,n/a,,
Alien: Romulus ,2024,English,United States,Horror,"$80,000,000 (worldwide box office is 4.4 times production budget)",119 minutes,"R for bloody violent content and language.(Rating bulletin 2837 (cert #54679), 6/5/2024)","$105,313,091","$245,552,251","$350,865,342"
It Ends With Us ,2024,English,United States,Drama,"$25,000,000 (worldwide box office is 14.0 times production budget)",130 minutes,"PG-13 for domestic violence, sexual content and some strong language.(Rating bulletin 2845 (cert #54512), 7/31/2024)","$148,518,266","$201,204,091","$349,722,357"
Harold and the Purple Crayon ,2024,English,United States,Adventure,"$40,000,000 (worldwide box office is 0.7 times production budget)",92 minutes,"PG for mild action and thematic elements.(Rating bulletin 2780 (cert #53499), 4/26/2023)","$17,640,924","$8,904,271","$26,545,195"
Greedy People ,2024,English,United States,Comedy,,113 minutes,"R for violence, language throughout and sexual content.(Rating bulletin 2841 (cert #54948), 7/3/2024)",n/a,"$21,169","$21,169"
Borderlands ,2024,English,United States,Action,,102 minutes,"PG-13 for intense sequences of violence and action, language and some suggestive material.(Rating bulletin 2839 (cert #53512), 6/19/2024)","$15,482,668","$17,455,831","$32,938,499"
The Firing Squad ,2024,English,United States,Drama,,93 minutes,"PG-13 for thematic elements, drug references and brief violence.(Rating bulletin 2835 (cert #55008), 5/22/2024)","$1,757,110",,
Am I Racist? ,2024,English,United States,Documentary,"$3,000,000 (worldwide box office is 4.1 times production budget)",101 minutes,"PG-13 for strong language, thematic material, some sexual references and smoking.(Rating bulletin 2844 (cert #55097), 7/24/2024)","$12,311,598",,
Azrael ,2024,English,"Estonia, United States",Action,,85 minutes,"R for strong bloody violence and gore.(Rating bulletin 2811 (cert #54664), 11/29/2023)","$433,861","$225,858","$659,719"
Deadpool & Wolverine ,2024,English,United States,Action,"$200,000,000 (worldwide box office is 6.7 times production budget)",127 minutes,"R for strong bloody violence and language throughout, gore and sexual references.(Rating bulletin 2837 (cert #55028), 6/5/2024)","$636,745,858","$701,325,490","$1,338,071,348"
Inside Out 2 ,2024,English,United States,Adventure,"$200,000,000 (worldwide box office is 8.5 times production budget)",100 minutes,"PG for some thematic elements.(Rating bulletin 2834 (cert #54895), 5/15/2024)","$652,980,194","$1,045,516,745","$1,698,496,939"
Twisters ,2024,English,United States,Thriller/Suspense,"$155,000,000 (worldwide box office is 2.4 times production budget)",122 minutes,"PG-13 for intense action and peril, some language and injury images.(Rating bulletin 2835 (cert #55003), 5/22/2024)","$267,762,265","$101,986,000","$369,748,265"
Despicable Me 4 ,2024,English,United States,Adventure,"$100,000,000 (worldwide box office is 9.7 times production budget)",94 minutes,"PG for action and rude humor.(Rating bulletin 2826 (cert #54865), 3/20/2024)","$361,004,205","$605,479,306","$966,483,511"
Longlegs ,2024,English,United States,Horror,,101 minutes,"R for bloody violence, disturbing images and some language.(Rating bulletin 2800 (cert #54607), 9/13/2023)","$74,346,140","$50,993,872","$125,340,012"
Bad Boys: Ride or Die ,2024,English,United States,Action,"$100,000,000 (worldwide box office is 4.0 times production budget)",115 minutes,"R for strong violence, language throughout and some sexual references.(Rating bulletin 2835 (cert #54307), 5/22/2024)","$193,573,217","$206,953,020","$400,526,237"
A Quiet Place: Day One ,2024,English,United States,Horror,"$67,000,000 (worldwide box office is 3.9 times production budget)",99 minutes,"PG-13 for terror and violent content/bloody images.(Rating bulletin 2836 (cert #54798), 5/28/2024)","$138,930,553","$122,015,287","$260,945,840"
Kingdom of the Planet of the Apes ,2024,English,United States,Action,"$160,000,000 (worldwide box office is 2.5 times production budget)",145 minutes,"PG-13 for intense sequences of sci-fi violence/action.(Rating bulletin 2829 (cert #54356), 4/10/2024)","$171,130,165","$226,239,804","$397,369,969"
Deadpool ,2016,English,United States,Action,"$58,000,000 (worldwide box office is 13.5 times production budget)",107 minutes,"R for strong violence and language throughout, sexual content and graphic nudity.(Rating bulletin 2407 (Cert #49920), 1/13/2016)","$363,070,709","$418,876,982","$781,947,691"
Fly Me to the Moon ,2024,English,United States,Romantic Comedy,"$100,000,000 (worldwide box office is 0.4 times production budget)",132 minutes,"PG-13 for some strong language, and smoking.(Rating bulletin 2834 (cert #54825), 5/15/2024)","$20,532,222","$17,683,099","$38,215,321"
