Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Defendor ,2010,,,Drama,"$3,750,000 (worldwide box office is 0.0 times production budget)",,"R for drug use and language throughout, violence and sexual content","$44,462",,
Kono sekai no katasumi ni ,2016,Japanese,Japan,Drama,"$3,750,000 (worldwide box office is 5.3 times production budget)",130 minutes,"PG-13 for thematic elements including war-related images.(Rating bulletin 2473 (Cert #51027), 4/26/2017)",n/a,"$19,794,935","$19,794,935"
The Ballad of Cable Hogue ,1970,English,United States,Western,"$3,716,946 (worldwide box office is 1.3 times production budget)",121 minutes,R,"$3,500,000","$1,500,000","$5,000,000"
The Pirate ,1948,English,United States,Musical,"$3,700,000 (worldwide box office is 0.8 times production budget)",102 minutes,Not Rated Approved,"$2,956,000",,
The History Boys ,2006,,United Kingdom,Comedy,"$3,700,000 (worldwide box office is 3.6 times production budget)",112 minutes,R for language and sexual content.,"$2,730,296","$10,717,702","$13,447,998"
Unknown ,2006,"English, German, Turkish",United States,Thriller/Suspense,"$3,700,000 (worldwide box office is 0.9 times production budget)",113 minutes,Not Rated,"$26,403","$3,328,645","$3,355,048"
Midnight Cowboy ,1969,"English, Italian",United States,Drama,"$3,600,000 (worldwide box office is 12.4 times production budget)",113 minutes,"R Edited for re-rating
(1971 - Previously rated X in 1969)","$44,785,053","$11,276","$44,796,329"
Billy: The Early Years of Billy Graham ,2008,English,United States,Drama,"$3,600,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$320,896",,
Crown Vic ,2019,English,United States,Action,"$3,600,000 (worldwide box office is 0.0 times production budget)",110 minutes,"R for strong violence and pervasive language, disturbing content, sexual references, drug material and brief full nudity.(Rating bulletin 2597 (Cert #52403), 9/25/2019)","$3,868",,
Utøya 22. juli ,2018,Norwegian,Norway,Drama,"$3,600,000 (worldwide box office is 0.1 times production budget)",90 minutes,,n/a,"$222,540","$222,540"
Airplane! ,1980,English,United States,Comedy,"$3,500,000 (worldwide box office is 23.8 times production budget)",88 minutes,PG,"$83,453,539",$768,"$83,454,307"
M*A*S*H ,1970,English,United States,Black Comedy,"$3,500,000 (worldwide box office is 23.3 times production budget)",116 minutes,R for sexual content. (edited version) ,"$81,600,000",$193,"$81,600,193"
The Full Monty ,1997,English,United Kingdom,Comedy,"$3,500,000 (worldwide box office is 74.6 times production budget)",91 minutes,R for language and some nudity,"$45,950,122","$215,299,261","$261,249,383"
Truth or Dare ,2018,English,United States,Thriller/Suspense,"$3,500,000 (worldwide box office is 27.2 times production budget)",100 minutes,"PG-13 for violence and disturbing content, alcohol abuse, some sexuality, language and thematic material.(Rating bulletin 2517 (Cert #51313), 3/7/2018)","$41,411,015","$53,881,729","$95,292,744"
Menace II Society ,1993,English,United States,Drama,"$3,500,000 (worldwide box office is 7.9 times production budget)",97 minutes,"R for strong violence, drug use and language. R for strong bloody violence, drug use and pervasive language (Director's Cut)","$27,731,527",,
Friday ,1995,,,Comedy,"$3,500,000 (worldwide box office is 8.0 times production budget)",91 minutes,"R for pervasive strong language and drug use, and for a brutal fight.","$27,467,564","$469,214","$27,936,778"
The Witch ,2016,English,"Brazil, Canada, United Kingdom, United States",Horror,"$3,500,000 (worldwide box office is 11.5 times production budget)",90 minutes,"R for disturbing violent content and graphic nudity.(Rating bulletin 2378, 6/17/2015)","$25,138,705","$15,226,020","$40,364,725"
Winchester ,2018,English,United States,Horror,"$3,500,000 (worldwide box office is 13.1 times production budget)",99 minutes,"PG-13 for violence, disturbing images, drug content, some sexual material and thematic elements.(Rating bulletin 2507 (Cert #51318), 12/20/2017)","$25,091,816","$20,868,439","$45,960,255"
Call Me by Your Name ,2017,"English, French, German, Italian","Brazil, France, Italy, United States",Drama,"$3,500,000 (worldwide box office is 11.9 times production budget)",131 minutes,"R for sexual content, nudity and some language.(Rating bulletin 2463 (Cert #50920), 2/15/2017)","$18,065,180","$23,447,203","$41,512,383"
Empire ,2002,"English, Spanish",United States,Drama,"$3,500,000 (worldwide box office is 5.3 times production budget)",,"R for strong violence, pervasive language, drug content and some sexuality.","$17,504,595","$990,849","$18,495,444"
Dark Skies ,2013,English,United States,Horror,"$3,500,000 (worldwide box office is 7.9 times production budget)",97 minutes,"PG-13 for violence, terror throughout, sexual material, drug content and language - all involving teens.(Rating bulletin 2256, 1/26/2013)","$17,418,667","$10,285,444","$27,704,111"
Forever My Girl ,2018,English,United States,Drama,"$3,500,000 (worldwide box office is 4.7 times production budget)",104 minutes,"PG for thematic elements including drinking, and language.(Rating bulletin 2471 (Cert #50737), 4/12/2017)","$16,376,066",,
Creepshow 2 ,1987,English,United States,Horror,"$3,500,000 (worldwide box office is 4.0 times production budget)",92 minutes,R,"$14,000,000",,
In Cold Blood ,1967,English,United States,Drama,"$3,500,000 (worldwide box office is 3.7 times production budget)",134 minutes,R,"$13,000,000","$7,551","$13,007,551"
The Nun's Story ,1959,English,United States,Drama,"$3,500,000 (worldwide box office is 3.7 times production budget)",149 minutes,Not Rated,"$12,800,000",,
Frenzy ,1972,,United Kingdom,Thriller/Suspense,"$3,500,000 (worldwide box office is 3.6 times production budget)",116 minutes,R,"$12,600,000",,
Harper ,1966,English,United States,Drama,"$3,500,000 (worldwide box office is 3.4 times production budget)",121 minutes,Not Rated,"$12,000,000",,
I Got the Hook-Up! ,1998,,,Comedy,"$3,500,000 (worldwide box office is 2.9 times production budget)",93 minutes,"R for pervasive strong language, crude sexual humor, nudity, drug content and some violence","$10,317,779",,
She's the One ,1996,English,United States,Romantic Comedy,"$3,500,000 (worldwide box office is 3.9 times production budget)",96 minutes,"R for language, including sex-related dialogue","$9,482,579","$4,312,474","$13,795,053"
Terror Train ,1980,English,"Canada, United States",Horror,"$3,500,000 (worldwide box office is 2.3 times production budget)",97 minutes,,"$8,000,000",,
