Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Geroy ,2016,Russian,Russian Federation,Drama,"$7,000,000 (worldwide box office is 0.2 times production budget)",86 minutes,,n/a,"$1,545,121","$1,545,121"
Criminal Activities ,2015,English,United States,Thriller/Suspense,"$7,000,000 (worldwide box office is 0.1 times production budget)",94 minutes,Not Rated,n/a,"$386,744","$386,744"
High School Musical 2 ,2007,English,United States,Musical,"$7,000,000",,,n/a,,
The Kings of Appletown ,2008,,United States,Action,"$7,000,000",,"PG for violence, thematic elements and language.(Rating bulletin 2251, 12/5/2012)",n/a,,
Stargate - The Ark of Truth ,2008,,United States,Action,"$7,000,000",,,n/a,,
Alpha & Omega: The Legend of the Saw Tooth Cave ,2014,English,United States,Adventure,"$7,000,000",,Not Rated,n/a,,
Pale Rider ,1985,,United States,Western,"$6,900,000 (worldwide box office is 6.0 times production budget)",115 minutes,R,"$41,410,568",,
House at the End of the Street ,2012,English,United States,Horror,"$6,900,000 (worldwide box office is 6.4 times production budget)",101 minutes,"PG-13 for intense sequences of violence and terror, thematic elements, language, some teen partying and brief drug material.(Rating bulletin 2186, 8/26/2011)","$31,611,916","$12,492,066","$44,103,982"
Dazed and Confused ,1993,,,Comedy,"$6,900,000 (worldwide box office is 1.2 times production budget)",102 minutes,"R for pervasive, continuous teen drug and alcohol use and very strong language.","$8,146,774","$7,971","$8,154,745"
Two Lovers and a Bear ,2017,English,Canada,Drama,"$6,840,000 (worldwide box office is 0.0 times production budget)",,"R for language, some sexuality/nudity and brief drug use.(Rating bulletin 2447 (Cert #50734), 10/19/2016)",n/a,"$22,273","$22,273"
Incendies ,2010,"Arabic, French","Canada, France",Drama,"$6,800,000 (worldwide box office is 2.4 times production budget)",130 minutes,"R for some strong violence and language.(Rating bulletin 2155, 1/19/2011)","$6,857,096","$9,160,352","$16,017,448"
Aimée & Jaguar ,2000,,,Drama,"$6,800,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$927,107",,
The Chumscrubber ,2005,,,Drama,"$6,800,000 (worldwide box office is 0.0 times production budget)",,"R for language, violent content, drug material and some sexuality","$49,526",,
Shade ,2004,English,United States,Thriller/Suspense,"$6,800,000 (worldwide box office is 1.4 times production budget)",101 minutes,"R for language, violence and sexuality/nudity.
Re-Rating","$25,032","$9,508,932","$9,533,964"
Bran Nue Dae ,2010,English,Australia,Musical,"$6,750,000 (worldwide box office is 1.0 times production budget)",82 minutes,"PG-13 for sexual content and drug use.(Rating bulletin 2135, 8/25/2010)","$113,568","$6,698,962","$6,812,530"
Palmer ,2021,English,United States,Drama,"$6,713,933",110 minutes,"R for language, some sexual content/nudity and brief violence.(Rating bulletin 2642 (Cert #52844), 8/12/2020)",n/a,,
"Remember Me, My Love ",2004,,Italy,Comedy,"$6,700,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$223,878",,
Perrier’s Bounty ,2010,,Ireland,,"$6,600,000 (worldwide box office is 0.0 times production budget)",,"R for violence, pervasive language, some drug use and sexual content.(Rating bulletin 2136, 9/1/2010)",$828,,
Tropa de Elite ,2008,,Brazil,Action,"$6,537,890 (worldwide box office is 2.2 times production budget)",,"R for strong violence, pervasive language and drug content.","$8,744","$14,310,451","$14,319,195"
Annabelle ,2014,English,United States,Horror,"$6,500,000 (worldwide box office is 39.5 times production budget)",98 minutes,"R for intense sequences of disturbing violence and terror.(Rating bulletin 2339, 9/10/2014)","$84,273,813","$172,583,714","$256,857,527"
