Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
The Virginity Hit ,2010,English,United States,Comedy,"$2,000,000 (worldwide box office is 0.3 times production budget)",86 minutes,"R for strong crude and sexual content, nudity, pervasive language, drug and alcohol use.(Rating bulletin 2133, 8/11/2010)","$636,706",,
Clockwatchers ,1998,English,"United Kingdom, United States",Comedy,"$2,000,000 (worldwide box office is 0.3 times production budget)",96 minutes,PG-13 for brief language. ,"$537,948","$2,013","$539,961"
Monos ,2019,"English, Spanish","Argentina, Colombia, Germany, Netherlands, Sweden",Thriller/Suspense,"$2,000,000 (worldwide box office is 1.0 times production budget)",102 minutes,"R for violence, language, some sexual content and drug use.(Rating bulletin 2589 (Cert #52325), 7/31/2019)","$406,473","$1,606,744","$2,013,217"
Subway ,1985,French,France,Thriller/Suspense,"$2,000,000 (worldwide box office is 0.8 times production budget)",104 minutes,R,"$390,659","$1,272,637","$1,663,296"
House of D ,2005,,United States,Drama,"$2,000,000 (worldwide box office is 0.2 times production budget)",,"PG-13 for sexual and drug references, thematic elements and language.","$388,532","$77,574","$466,106"
Teeth ,2008,,United States,Comedy,"$2,000,000 (worldwide box office is 1.2 times production budget)",,"R for disturbing sequences involving sexuality and violence, language and some drug use.","$347,578","$2,003,063","$2,350,641"
Stonewall ,1996,English,"United Kingdom, United States",Drama,"$2,000,000 (worldwide box office is 0.2 times production budget)",,"R for violence, sexuality and language","$304,602",,
Sherrybaby ,2006,English,United States,Drama,"$2,000,000 (worldwide box office is 0.4 times production budget)",95 minutes,"R for strong sexuality, nudity, language and drug content","$199,176","$560,328","$759,504"
The Last Five Years ,2015,English,United States,Musical,"$2,000,000 (worldwide box office is 0.1 times production budget)",94 minutes,"PG-13 for sexual material, brief strong language and a drug image.(Rating bulletin 2356, 1/14/2015)","$147,299","$57,999","$205,298"
Six-String Samurai ,1998,,,,"$2,000,000 (worldwide box office is 0.1 times production budget)",,PG-13 for martial arts and swordfight violence. ,"$134,624",,
Hum to Mohabbt Karega ,2000,,,Drama,"$2,000,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$121,807",,
It's All Gone Pete Tong ,2005,,Canada,Drama,"$2,000,000 (worldwide box office is 1.1 times production budget)",,"R for pervasive drug and alcohol abuse, language and some sexual content/nudity","$120,620","$2,105,983","$2,226,603"
Saint John of Las Vegas ,2010,English,United States,Comedy,"$2,000,000 (worldwide box office is 0.1 times production budget)",85 minutes,R for language and some nudity.,"$102,645",,
Pump ,2014,English,United States,Documentary,"$2,000,000 (worldwide box office is 0.0 times production budget)",88 minutes,"PG for mild thematic material.(Rating bulletin 2333, 7/30/2014)","$89,787",,
24 7: Twenty Four Seven ,1998,,,Comedy,"$2,000,000 (worldwide box office is 0.0 times production budget)",,"R for pervasive strong violence, language and drugs, and for strong scenes of sexuality.","$72,544",,
Roadside Romeo ,2008,,India,Adventure,"$2,000,000 (worldwide box office is 1.0 times production budget)",,Not Rated,"$55,202","$1,990,888","$2,046,090"
Eureka ,2001,Japanese,Japan,Drama,"$2,000,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$49,388","$27,266","$76,654"
Lost River ,2015,English,United States,Thriller/Suspense,"$2,000,000 (worldwide box office is 1.0 times production budget)",105 minutes,"R for disturbing violent images, language and some sexual content.(Rating bulletin 2329, 7/2/2014)","$45,431","$1,964,213","$2,009,644"
This Thing of Ours ,2003,,,Drama,"$2,000,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$37,227",,
Knock Knock ,2015,English,"Chile, United States",Thriller/Suspense,"$2,000,000 (worldwide box office is 3.2 times production budget)",95 minutes,"R for disturbing violent behavior, strong sexual content, nudity and language.(Rating bulletin 2359, 2/4/2015)","$36,336","$6,292,180","$6,328,516"
Growing up Smith ,2017,English,United States,Comedy,"$2,000,000 (worldwide box office is 0.0 times production budget)",102 minutes,"PG-13 for some language and brief drug use.(Rating bulletin 2425 (Cert #50460), 5/18/2016)","$35,312",,
Super Capers ,2009,English,United States,Adventure,"$2,000,000 (worldwide box office is 0.0 times production budget)",98 minutes,"PG for mild language, some rude humor and brief smoking","$30,955",,
Being Charlie ,2016,English,United States,Drama,"$2,000,000 (worldwide box office is 0.0 times production budget)",97 minutes,"R for drug use, sexuality/nudity, and language throughout.(Rating bulletin 2426 (Cert #50281), 5/25/2016)","$30,400","$2,564","$32,964"
The First Time  ,2012,English,United States,Romantic Comedy,"$2,000,000 (worldwide box office is 0.0 times production budget)",100 minutes,"PG-13 for mature thematic elements involving teen sexuality, partying and language.(Rating bulletin 2242, 9/26/2012)","$22,836",,
Return of the Living Dead 3 ,1993,English,United States,Horror,"$2,000,000 (worldwide box office is 0.0 times production budget)",96 minutes,,"$21,000",,
The Missing Person ,2009,,,,"$2,000,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$17,896",,
London ,2006,English,"United Kingdom, United States",Drama,"$2,000,000 (worldwide box office is 0.0 times production budget)",92 minutes,"R for strong sexual content, pervasive language and drug use, and some violence.","$12,667",,
Circle ,2010,English,United States,Horror,"$2,000,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$10,024",,
Eden Lake ,2008,English,"Cayman Islands, United Kingdom",Horror,"$2,000,000 (worldwide box office is 2.1 times production budget)",91 minutes,"R for strong brutal violence, pervasive language, some nudity and brief drug use.","$7,321","$4,287,052","$4,294,373"
Jerusalema ,2010,"Afrikaans, Fanagalo",South Africa,Action,"$2,000,000 (worldwide box office is 0.0 times production budget)",119 minutes,"R For violence, language, drug use and some sexual content(Rating bulletin 2087 (Cert #45659), 9/16/2009)","$7,294","$3,385","$10,679"
Say Uncle ,2006,,United States,Comedy,"$2,000,000 (worldwide box office is 0.0 times production budget)",,R for some language.,"$5,361",,
Plush ,2013,English,United States,Thriller/Suspense,"$2,000,000 (worldwide box office is 0.0 times production budget)",99 minutes,"R for sexual material, violence, language and some drug use.(Rating bulletin 2281, 7/17/2013)","$3,080","$25,784","$28,864"
The Ghastly Love of Johnny X ,2012,English,United States,Comedy,"$2,000,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$2,436",,
Lesbian Vampire Killers ,2009,English,United Kingdom,Comedy,"$2,000,000 (worldwide box office is 1.8 times production budget)",86 minutes,"R For language, sexual content and horror violence",n/a,"$3,620,902","$3,620,902"
Bone Tomahawk ,2015,English,United States,Western,"$2,000,000 (worldwide box office is 0.2 times production budget)",132 minutes,Not Rated,n/a,"$475,846","$475,846"
Freeze Frame ,2004,,,Thriller/Suspense,"$2,000,000 (worldwide box office is 0.1 times production budget)",,"R for strong violence, sexual content and language. ",n/a,"$105,377","$105,377"
Stitches ,2012,English,Ireland,Black Comedy,"$2,000,000 (worldwide box office is 0.0 times production budget)",86 minutes,"R for strong bloody violence and gore, sexual content, language, drug and alcohol use - all involving teens.(Rating bulletin 2255, 1/16/2013)",n/a,"$63,555","$63,555"
"To Be Frank, Sinatra at 100 ",2015,English,United Kingdom,Documentary,"$2,000,000 (worldwide box office is 0.0 times production budget)",,,n/a,$926,$926
The Walking Deceased ,2015,English,United States,Black Comedy,"$2,000,000 (worldwide box office is 0.0 times production budget)",83 minutes,"R for bloody violence, language, some sexuality/nudity and drug use.(Rating bulletin 2362, 2/25/2015)",n/a,$43,$43
Bananas ,1971,English,United States,Comedy,"$2,000,000",82 minutes,"PG-13 for comic sexuality including some pin-up nudity, some drug use and crude language.",n/a,,
Nine Dead ,2009,,,,"$2,000,000",,R For violence and language,n/a,,
No Man's Land: The Rise of Reeker ,2008,English,United States,Horror,"$2,000,000",,"R for strong bloody violence/gore, and language",n/a,,
Rockaway ,2007,"Dari, English, French, Russian, Spanish",United States,Drama,"$2,000,000",78 minutes,"R for pervasive strong bloody violence and language, some drug use and sexuality",n/a,,
Wings ,1927,Silent,United States,Drama,"$2,000,000",111 minutes,"PG-13 for war violence
Rating for 2012 Re-Issue from Paramount Pictures Corporation",n/a,,
The Lady from Shanghai ,1947,"Cantonese, English",United States,Drama,"$2,000,000",88 minutes,Not Rated,n/a,,
Straight A's ,2013,English,United States,Romantic Comedy,"$2,000,000",88 minutes,"R for language and some drug use.(Rating bulletin 2203, 12/21/2011)",n/a,,
The Legend of Hell’s Gate: An American Conspiracy ,2012,"English, French",United States,Western,"$2,000,000",108 minutes,"PG-13 for some violence, brief language and partial nudity.(Rating bulletin 2212, 2/25/2012)",n/a,,
Highway ,2012,English,United States,Comedy,"$2,000,000",,"R for pervasive drug content and language, and some sexual material.(Rating bulletin 2234, 8/1/2012)",n/a,,
Small Apartments ,2013,English,United States,Comedy,"$2,000,000",,"R for language, some violence, sexual content and drug use.(Rating bulletin 2246, 10/24/2012)R for language, some violence, sexual content and drug use.(Rating bulletin 2257, 1/30/2013)",n/a,,
Coffee Town ,2013,English,United States,Comedy,"$2,000,000",88 minutes,Not Rated,n/a,,
Lucky Dog ,2015,English,United States,Adventure,"$2,000,000",88 minutes,"PG for rude humor, peril and brief smoking.(Rating bulletin 2320 (Cert #49089), 4/30/2014)",n/a,,
Pendulum ,2001,English,United States,Thriller/Suspense,"$2,000,000",,,n/a,,
A Funny Thing Happened on the Way to the Forum ,1966,English,"United Kingdom, United States",Musical,"$2,000,000",99 minutes,,n/a,,
Slacker Uprising ,2008,English,United States,Documentary,"$2,000,000",,,n/a,,
True Bromance ,2011,English,"United Kingdom, United States",Comedy,"$2,000,000",,,n/a,,
The Curse of Downers Grove ,2015,English,United States,Horror,"$2,000,000",89 minutes,Not Rated,n/a,,
Wind Walkers ,2015,English,United States,Horror,"$2,000,000",93 minutes,"R for bloody violence and gore and language throughout.(Rating bulletin 2389 (Cert #50020), 9/2/2015)",n/a,,
The Dog Lover ,2016,English,United States,Drama,"$2,000,000",101 minutes,"PG for thematic elements, brief disturbing images and some language.(Rating bulletin 2401 (Cert #49970), 11/25/2015)",n/a,,
Shark Lake ,2015,English,United States,Horror,"$2,000,000",,,n/a,,
Stagecoach: The Texas Jack Story ,2016,English,Canada,Western,"$2,000,000",90 minutes,Not Rated,n/a,,
High Flying Bird ,2019,English,United States,Drama,"$2,000,000",90 minutes,,n/a,,
Miracle at Sage Creek ,2006,English,United States,Western,"$2,000,000",90 minutes,,n/a,,
Rebirth ,2016,"English, French",United States,Thriller/Suspense,"$2,000,000",100 minutes,,n/a,,
Donkeyhead ,2022,English,Canada,Drama,"$2,000,000",,,n/a,,
Alligator ,1980,English,,Horror,"$2,000,000",94 minutes,,n/a,,
Buried ,2010,English,"Australia, Spain",Thriller/Suspense,"$1,987,650 (worldwide box office is 10.7 times production budget)",94 minutes,"R for language and some violent content.(Rating bulletin 2133, 11/8/2010)","$1,044,143","$20,226,147","$21,270,290"
The Marine 4 ,2015,English,United States,Action,"$1,950,000",,"R for violence throughout.(Rating bulletin 2352, 12/10/2014)",n/a,,
Taxi Driver ,1976,English,United States,Drama,"$1,900,000 (worldwide box office is 15.0 times production budget)",113 minutes,R,"$28,262,574","$186,080","$28,448,654"
River's Edge ,1987,English,United States,Drama,"$1,900,000 (worldwide box office is 2.4 times production budget)",99 minutes,,"$4,600,000",,
Man on Wire ,2008,"English, French",United Kingdom,Documentary,"$1,900,000 (worldwide box office is 3.0 times production budget)",94 minutes,"PG-13 for some sexuality and nudity, and drug references.","$2,962,242","$2,654,825","$5,617,067"
Nowhere Boy ,2010,English,"Canada, United Kingdom",Drama,"$1,900,000 (worldwide box office is 4.1 times production budget)",97 minutes,"R for language and a scene of sexuality(Rating bulletin 2108, 2/17/2010)","$1,445,366","$6,339,863","$7,785,229"
Northfork ,2003,,United States,Drama,"$1,900,000 (worldwide box office is 0.8 times production budget)",,PG-13 for brief sexuality,"$1,420,578","$24,562","$1,445,140"
Brotherly Love ,2015,English,United States,Drama,"$1,900,000 (worldwide box office is 0.3 times production budget)",89 minutes,"R for violence and language.(Rating bulletin 2359, 2/3/2015)","$478,595",,
Submarine ,2011,English,"United Kingdom, United States",Comedy,"$1,900,000 (worldwide box office is 2.4 times production budget)",94 minutes,"R for language and some sexual content.(Rating bulletin 2166, 4/6/2011)","$467,602","$4,114,335","$4,581,937"
The Square ,2010,English,Australia,Thriller/Suspense,"$1,900,000 (worldwide box office is 0.4 times production budget)",105 minutes,R for violence and language.,"$406,216","$334,716","$740,932"
ABCD ,Any Body Can Dance,Hindi,India,Musical,"$1,900,000 (worldwide box office is 5.3 times production budget)",143 minutes,Not Rated,"$222,098","$9,915,136","$10,137,234"
Chacun sa nuit ,2007,,,Thriller/Suspense,"$1,900,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$18,435","$120,882","$139,317"
Stranded ,2013,English,"Canada, United Kingdom",Thriller/Suspense,"$1,900,000 (worldwide box office is 0.2 times production budget)",88 minutes,Not Rated,n/a,"$285,593","$285,593"
Vaalu ,2015,Tamil,India,Comedy,"$1,900,000 (worldwide box office is 0.0 times production budget)",155 minutes,,n/a,"$12,444","$12,444"
Closet Monster ,2016,English,Canada,Drama,"$1,850,000 (worldwide box office is 0.1 times production budget)",90 minutes,Not Rated,"$42,166","$57,582","$99,748"
The Last Exorcism ,2010,"English, English",United States,Horror,"$1,800,000 (worldwide box office is 39.0 times production budget)",100 minutes,"PG-13 For disturbing violent content and terror, some sexual references and thematic material.(Rating bulletin 2126, 6/22/2010)","$41,034,350","$29,131,550","$70,165,900"
Carrie ,1976,English,United States,Horror,"$1,800,000 (worldwide box office is 14.4 times production budget)",98 minutes,R,"$25,878,153","$66,402","$25,944,555"
A Nightmare on Elm Street ,1984,English,United States,Horror,"$1,800,000 (worldwide box office is 15.4 times production budget)",91 minutes,R,"$25,504,513","$2,139,632","$27,644,145"
Beasts of the Southern Wild ,2012,English,United States,Drama,"$1,800,000 (worldwide box office is 12.9 times production budget)",93 minutes,"PG-13 for thematic material including child imperilment, some disturbing images, language and brief sensuality.(Rating bulletin 2213, 3/7/2012)","$12,795,746","$10,469,386","$23,265,132"
Dr. Strangelove ,1964,"English, Russian","United Kingdom, United States",Black Comedy,"$1,800,000 (worldwide box office is 5.1 times production budget)",95 minutes,"PG 2004 Rating - for thematic elements, some violent content, sexual humor and mild language.","$9,164,370","$96,883","$9,261,253"
