Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Le Flic de Belleville ,2018,"English, French, Spanish",France,Comedy,"$16,500,000 (worldwide box office is 0.5 times production budget)",111 minutes,,n/a,"$8,126,380","$8,126,380"
Dead Poets Society ,1989,English,United States,Drama,"$16,400,000 (worldwide box office is 14.6 times production budget)",128 minutes,PG,"$95,860,116","$143,639,884","$239,500,000"
Gatwick Gangsters ,2017,English,United Kingdom,Action,"$16,066,830",106 minutes,Not Rated,n/a,,
Dumb & Dumber ,1994,English,United States,Comedy,"$16,000,000 (worldwide box office is 15.4 times production budget)",106 minutes,"PG-13 for crude and sex-related humor, and for language","$127,175,374","$119,224,626","$246,400,000"
When Harry Met Sally… ,1989,English,United States,Romantic Comedy,"$16,000,000 (worldwide box office is 5.8 times production budget)",96 minutes,R,"$92,823,546","$176,599","$93,000,145"
Insidious: The Red Door ,2023,English,"Canada, United States",Horror,"$16,000,000 (worldwide box office is 11.6 times production budget)",107 minutes,"PG-13 for violence, terror, frightening images, strong language and suggestive references.(Rating bulletin 2788 (cert #54484), 6/21/2023)","$82,156,962","$104,101,966","$186,258,928"
Road Trip ,2000,,United States,Comedy,"$16,000,000 (worldwide box office is 7.5 times production budget)",,"R for strong sexual content, crude humor, language and drug use","$68,525,609","$51,213,501","$119,739,110"
The Verdict ,1982,English,United States,Drama,"$16,000,000 (worldwide box office is 3.4 times production budget)",129 minutes,R,"$53,977,250",,
Varsity Blues ,1999,English,United States,Drama,"$16,000,000 (worldwide box office is 3.4 times production budget)",106 minutes,"R for strong language throughout, sexuality and nudity, and some substance abuse.","$52,894,169","$1,400,000","$54,294,169"
Moonrise Kingdom ,2012,English,United States,Drama,"$16,000,000 (worldwide box office is 4.3 times production budget)",94 minutes,"PG-13 for sexual content and smoking.(Rating bulletin 2205, 1/11/2012)","$45,512,466","$23,335,980","$68,848,446"
The Artist ,2011,Silent,France,Drama,"$16,000,000 (worldwide box office is 8.0 times production budget)",100 minutes,"PG-13 for a disturbing image and a crude gesture.(Rating bulletin 2193, 10/12/2011)","$44,667,095","$83,433,489","$128,100,584"
The Unborn ,2009,English,United States,Horror,"$16,000,000 (worldwide box office is 4.9 times production budget)",87 minutes,"PG-13 for intense sequences of violence and terror, disturbing images, thematic material and language including some sexual references","$42,670,410","$35,538,402","$78,208,812"
The Master of Disguise ,2002,English,United States,Comedy,"$16,000,000 (worldwide box office is 2.5 times production budget)",80 minutes,PG for mild language and some crude humor,"$40,363,530",,
The Texas Chainsaw Massacre: The Beginning ,2006,English,United States,Horror,"$16,000,000 (worldwide box office is 3.2 times production budget)",84 minutes,"R for strong horror violence/gore, language and some sexual content","$39,517,763","$11,000,000","$50,517,763"
El Laberinto del Fauno ,2006,Spanish,"Mexico, Spain, United States",Horror,"$16,000,000 (worldwide box office is 5.4 times production budget)",119 minutes,R for graphic violence and some language.,"$37,634,615","$49,406,954","$87,041,569"
The Roommate ,2011,English,United States,Thriller/Suspense,"$16,000,000 (worldwide box office is 3.3 times production budget)",91 minutes,"PG-13 for violence and menace, sexual content, some language and teen partying.(Rating bulletin 2153, 1/5/2011)","$37,300,107","$15,245,600","$52,545,707"
The Messengers ,2007,English,United States,Horror,"$16,000,000 (worldwide box office is 3.4 times production budget)",90 minutes,"PG-13 for mature thematic material, disturbing violence and terror","$35,374,833","$18,400,000","$53,774,833"
The Killing Fields ,1984,"English, French, Khmer, Russian",United Kingdom,Drama,"$16,000,000 (worldwide box office is 2.2 times production budget)",141 minutes,R,"$34,609,720",,
See Spot Run ,2001,English,United States,Adventure,"$16,000,000 (worldwide box office is 2.7 times production budget)",94 minutes,"PG for crude humor, language and comic violence","$33,357,476","$9,700,076","$43,057,552"
Double Impact ,1991,English,United States,Action,"$16,000,000 (worldwide box office is 1.8 times production budget)",110 minutes,"R for strong violence, sensuality and language.","$29,090,445",,
Baby Boy ,2001,English,,Drama,"$16,000,000 (worldwide box office is 1.8 times production budget)",130 minutes,"R for strong sexuality, language, violence and some drug use.","$28,734,552",,
Nobody ,2021,English,United States,Thriller/Suspense,"$16,000,000 (worldwide box office is 3.6 times production budget)",92 minutes,"R for strong violence and bloody images, language throughout and brief drug use.(Rating bulletin 2636 (Cert #52773), 7/1/2020)","$27,568,035","$29,944,435","$57,512,470"
Joe Dirt ,2001,English,United States,Comedy,"$16,000,000 (worldwide box office is 1.9 times production budget)",91 minutes,"PG-13 for crude and sex-related humor, and for language","$27,087,695","$3,900,000","$30,987,695"
The Women ,2008,English,United States,Comedy,"$16,000,000 (worldwide box office is 3.1 times production budget)",115 minutes,"PG-13 for sex-related material, language, some drug use and brief smoking.","$26,902,075","$23,201,733","$50,103,808"
Hot Fuzz ,2007,English,"France, United Kingdom",Comedy,"$16,000,000 (worldwide box office is 5.0 times production budget)",121 minutes,"R for violent content including some graphic images, and language.","$23,618,786","$57,077,044","$80,695,830"
Vicky Cristina Barcelona ,2008,"English, Spanish","Spain, United States",Comedy,"$16,000,000 (worldwide box office is 6.5 times production budget)",97 minutes,"PG-13 for mature thematic material involving sexuality, and smoking.","$23,216,709","$81,288,108","$104,504,817"
A Dog’s Journey ,2019,English,United States,Drama,"$16,000,000 (worldwide box office is 4.9 times production budget)",108 minutes,"PG for thematic content, some peril and rude humor.(Rating bulletin 2572 (Cert #52139), 4/3/2019)","$22,782,371","$56,084,834","$78,867,205"
Stuber ,2019,English,United States,Comedy,"$16,000,000 (worldwide box office is 1.9 times production budget)",105 minutes,"R for violence and language throughout, some sexual references and brief graphic nudity.(Rating bulletin 2581 (Cert #51977), 6/5/2019)","$22,370,452","$7,263,571","$29,634,023"
Boys and Girls ,2000,English,United States,Romantic Comedy,"$16,000,000 (worldwide box office is 1.4 times production budget)",94 minutes,PG-13 for sexual content,"$21,799,652",,
Superfly ,2018,English,United States,Thriller/Suspense,"$16,000,000 (worldwide box office is 1.3 times production budget)",116 minutes,"R for violence and language throughout, strong sexuality, nudity, and drug content(Rating bulletin 2530 (Cert #51442), 6/6/2018)","$20,537,137","$202,186","$20,739,323"
Léon ,1994,English,France,Thriller/Suspense,"$16,000,000 (worldwide box office is 2.8 times production budget)",106 minutes,"R for scenes of strong graphic violence, and for language","$19,284,974","$26,000,000","$45,284,974"
Remember Me ,2010,English,United States,Drama,"$16,000,000 (worldwide box office is 3.5 times production budget)",113 minutes,"PG-13 for violence, sexual content, language and smoking(Rating bulletin 2104, 1/20/2010)","$19,068,240","$37,437,880","$56,506,120"
White Oleander ,2002,,,Drama,"$16,000,000 (worldwide box office is 1.4 times production budget)",,"PG-13 for mature thematic elements concerning dysfunctional relationships, drug content, language, sexuality and violence","$16,357,770","$5,300,000","$21,657,770"
Jennifer's Body ,2009,English,United States,Horror,"$16,000,000 (worldwide box office is 2.0 times production budget)",102 minutes,"R for sexuality, bloody violence, language and brief drug use.","$16,204,793","$15,738,608","$31,943,401"
Drowning Mona ,2000,,,Comedy,"$16,000,000 (worldwide box office is 1.0 times production budget)",96 minutes,"PG-13 for some thematic elements, language and brief sexuality","$15,427,192","$553,184","$15,980,376"
Radio Days ,1987,English,United States,Comedy,"$16,000,000 (worldwide box office is 0.9 times production budget)",85 minutes,PG,"$14,792,779",,
How to Deal ,2003,English,United States,Drama,"$16,000,000 (worldwide box office is 0.9 times production budget)",101 minutes,"PG-13 for sexual content, drug material, language and some thematic elements","$14,108,518","$16,998","$14,125,516"
Left Behind ,2014,English,United States,Thriller/Suspense,"$16,000,000 (worldwide box office is 1.3 times production budget)",111 minutes,"PG-13 for some thematic elements, violence/peril and brief drug content.(Rating bulletin 2341, 9/24/2014)","$14,019,924","$6,749,285","$20,769,209"
Soul Plane ,2004,,,Comedy,"$16,000,000 (worldwide box office is 0.9 times production budget)",86 minutes,"R for strong sexual content, language and some drug use","$13,922,211","$631,596","$14,553,807"
My Stepmother Is an Alien ,1988,,United States,Comedy,"$16,000,000 (worldwide box office is 0.9 times production budget)",108 minutes,PG-13,"$13,854,000",,
People Like Us ,2012,English,United States,Drama,"$16,000,000 (worldwide box office is 0.8 times production budget)",115 minutes,"PG-13 for language, some drug use and brief sexuality.(Rating bulletin 2187, 8/31/2011)","$12,431,792","$185,680","$12,617,472"
The Thirteenth Floor ,1999,,,Thriller/Suspense,"$16,000,000 (worldwide box office is 0.7 times production budget)",100 minutes,R for violence and language,"$11,810,854",,
