Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Honey ,2003,English,United States,Drama,"$18,000,000 (worldwide box office is 3.5 times production budget)",94 minutes,PG-13 for drug content and some sexual references,"$30,272,254","$32,374,509","$62,646,763"
The Fog ,2005,English,United States,Horror,"$18,000,000 (worldwide box office is 2.1 times production budget)",100 minutes,"PG-13 for violence, disturbing images and brief sexuality.","$29,511,112","$7,537,414","$37,048,526"
Spy Hard ,1996,,United States,Comedy,"$18,000,000 (worldwide box office is 1.5 times production budget)",81 minutes,PG-13 for crude humor and sexual innuendo,"$26,936,265",,
Ricki and the Flash ,2015,English,United States,Drama,"$18,000,000 (worldwide box office is 2.3 times production budget)",100 minutes,"PG-13 for thematic material, brief drug content, sexuality and language.(Rating bulletin 2376, 6/3/2015)","$26,839,498","$14,326,535","$41,166,033"
Glory ,1989,English,United States,Drama,"$18,000,000 (worldwide box office is 1.5 times production budget)",122 minutes,R,"$26,828,365",,
The Art of Racing in the Rain ,2019,English,United States,Drama,"$18,000,000 (worldwide box office is 1.9 times production budget)",109 minutes,"PG for thematic material.(Rating bulletin 2565 (Cert #51978), 2/13/2019)","$26,402,818","$7,371,145","$33,773,963"
Conan the Destroyer ,1984,English,United States,Action,"$18,000,000 (worldwide box office is 1.5 times production budget)",101 minutes,PG,"$26,400,000",,
Love the Coopers ,2015,English,United States,Comedy,"$18,000,000 (worldwide box office is 2.5 times production budget)",107 minutes,"PG-13 for thematic elements, language and some sexuality.(Rating bulletin 2392, 9/23/2015)","$26,302,731","$17,960,682","$44,263,413"
Catch-22 ,1970,"English, Italian",United States,Black Comedy,"$18,000,000 (worldwide box office is 1.4 times production budget)",122 minutes,R,"$24,911,670",,
Observe and Report ,2009,English,United States,Black Comedy,"$18,000,000 (worldwide box office is 1.5 times production budget)",86 minutes,"R for pervasive language, graphic nudity, drug use, sexual content and violence","$24,007,324","$3,141,574","$27,148,898"
Raging Bull ,1980,English,United States,Drama,"$18,000,000 (worldwide box office is 1.3 times production budget)",129 minutes,Not Rated,"$23,380,203","$37,446","$23,417,649"
Love Happens ,2009,English,United States,Drama,"$18,000,000 (worldwide box office is 2.0 times production budget)",119 minutes,PG-13 for some language including sexual references,"$22,965,110","$13,167,904","$36,133,014"
Fame ,2009,English,United States,Musical,"$18,000,000 (worldwide box office is 4.5 times production budget)",107 minutes,"PG for thematic material including teen drinking, a sexual situation and language","$22,455,510","$57,772,109","$80,227,619"
The Circle ,2017,English,United States,Thriller/Suspense,"$18,000,000 (worldwide box office is 2.5 times production budget)",110 minutes,"PG-13 for a sexual situation, brief strong language and some thematic elements including drug use.(Rating bulletin 2470 (Cert #50937), 4/5/2017)","$20,497,844","$24,999,845","$45,497,689"
The Pope’s Exorcist ,2023,English,"Spain, United Kingdom, United States",Horror,"$18,000,000 (worldwide box office is 4.1 times production budget)",103 minutes,"R for violent content, language, sexual references and some nudity.(Rating bulletin 2770 (cert #54234), 2/15/2023)","$20,009,380","$52,904,087","$72,913,467"
Young Sherlock Holmes ,1985,English,"United Kingdom, United States",Adventure,"$18,000,000 (worldwide box office is 1.1 times production budget)",109 minutes,PG-13,"$19,739,000",,
127 Hours ,2010,English,United States,Drama,"$18,000,000 (worldwide box office is 3.3 times production budget)",93 minutes,"R for language and some disturbing violent content/bloody images.(Rating bulletin 2133, 8/11/2010)","$18,335,230","$41,881,941","$60,217,171"
Small Time Crooks ,2000,English,,Comedy,"$18,000,000 (worldwide box office is 1.7 times production budget)",94 minutes,PG for language,"$17,266,359","$12,668,118","$29,934,477"
Center Stage ,2000,English,United States,Drama,"$18,000,000 (worldwide box office is 1.2 times production budget)",113 minutes,PG-13 for language and some sensuality.,"$17,200,925","$4,160,184","$21,361,109"
Norm of the North ,2016,English,"India, United States",Adventure,"$18,000,000 (worldwide box office is 1.7 times production budget)",93 minutes,"PG for mild rude humor and action.(Rating bulletin 2403 (Cert #50095), 12/9/2015)","$17,062,499","$13,473,161","$30,535,660"
Catch That Kid ,2004,English,"Germany, United States",Adventure,"$18,000,000 (worldwide box office is 0.9 times production budget)",91 minutes,PG,"$16,703,799","$255,815","$16,959,614"
Jobs ,2013,English,United States,Drama,"$18,000,000 (worldwide box office is 2.4 times production budget)",127 minutes,"PG-13 for some drug content and brief strong language.(Rating bulletin 2257, 1/30/2013)","$16,131,410","$27,271,105","$43,402,515"
Life as a House ,2001,,United States,Drama,"$18,000,000 (worldwide box office is 1.3 times production budget)",,"R for language, sexuality and drug use","$15,652,637","$8,236,521","$23,889,158"
Youth in Revolt ,2010,English,United States,Comedy,"$18,000,000 (worldwide box office is 1.1 times production budget)",90 minutes,"R for sexual content, language and drug use.","$15,285,588","$4,400,000","$19,685,588"
And So It Goes ,2014,English,United States,Comedy,"$18,000,000 (worldwide box office is 1.0 times production budget)",93 minutes,"PG-13 for some sexual references and drug elements.(Rating bulletin 2317, 4/9/2014)","$15,160,801","$2,759,212","$17,920,013"
"I Love You, Beth Cooper ",2009,English,United States,Romantic Comedy,"$18,000,000 (worldwide box office is 0.9 times production budget)",102 minutes,"PG-13 for crude and sexual content, language, some teen drinking and drug references, and brief violence","$14,800,725","$1,581,813","$16,382,538"
Blow Out ,1981,,United States,Thriller/Suspense,"$18,000,000 (worldwide box office is 0.8 times production budget)",108 minutes,,"$13,747,234","$1,480","$13,748,714"
The Tailor of Panama ,2001,,,Thriller/Suspense,"$18,000,000 (worldwide box office is 1.5 times production budget)",109 minutes,"R for strong sexuality, language and some violence","$13,491,653","$14,000,000","$27,491,653"
The Legend of the Lone Ranger ,1981,English,United States,Western,"$18,000,000 (worldwide box office is 0.7 times production budget)",100 minutes,PG,"$13,400,000",,
Labor Day ,2014,English,United States,Drama,"$18,000,000 (worldwide box office is 0.8 times production budget)",111 minutes,"PG-13 for thematic material, brief violence and sexuality.(Rating bulletin 2284, 8/7/2013)","$13,371,528","$818,282","$14,189,810"
Getaway ,2013,English,"Bulgaria, United States",Thriller/Suspense,"$18,000,000 (worldwide box office is 0.7 times production budget)",89 minutes,"PG-13 for intense action, violence and mayhem throughout, some rude gestures, and language.(Rating bulletin 2279, 7/3/2013)","$10,501,938","$1,312,051","$11,813,989"
The Ice Storm ,1997,,United States,Drama,"$18,000,000 (worldwide box office is 0.9 times production budget)",113 minutes,"R for sexuality and drug use, including scenes involving children, and for language","$8,038,061","$7,973,914","$16,011,975"
Being Julia ,2004,,,Drama,"$18,000,000 (worldwide box office is 0.8 times production budget)",104 minutes,R for some sexuality,"$7,739,049","$6,712,273","$14,451,322"
Troop Beverly Hills ,1989,English,United States,Comedy,"$18,000,000 (worldwide box office is 0.4 times production budget)",105 minutes,,"$7,190,505",,
Nine 1/2 Weeks ,1986,,United States,Thriller/Suspense,"$18,000,000 (worldwide box office is 0.4 times production budget)",,,"$6,734,844",,
The Last Station ,2010,English,Germany,Drama,"$18,000,000 (worldwide box office is 0.9 times production budget)",110 minutes,R For a scene of sexuality/nudity,"$6,617,867","$9,078,279","$15,696,146"
Dragonslayer ,1981,,United States,Action,"$18,000,000 (worldwide box office is 0.3 times production budget)",109 minutes,,"$6,000,000",,
Ed Wood ,1994,English,United States,Comedy,"$18,000,000 (worldwide box office is 0.3 times production budget)",126 minutes,R for some strong language,"$5,828,466",$268,"$5,828,734"
Mongol ,2008,"Mandarin, Mongolian","Germany, Hong Kong, Kazakhstan, Russian Federation",Drama,"$18,000,000 (worldwide box office is 1.5 times production budget)",120 minutes,R for sequence of bloody warfare,"$5,705,761","$21,441,588","$27,147,349"
RocknRolla ,2008,"English, Russian","United Kingdom, United States",Action,"$18,000,000 (worldwide box office is 1.5 times production budget)",110 minutes,"R for pervasive language, violence, drug use and brief sexuality.","$5,700,626","$22,093,713","$27,794,339"
Megaforce ,1982,,United States,Action,"$18,000,000 (worldwide box office is 0.3 times production budget)",99 minutes,,"$5,675,599",,
Mao's Last Dancer ,2010,"English, Mandarin",United States,Drama,"$18,000,000 (worldwide box office is 1.4 times production budget)",117 minutes,"PG for a brief violent image, some sensuality, language and incidental smoking(Rating bulletin 2118, 4/28/2010)","$4,806,750","$21,134,687","$25,941,437"
Hamlet ,1996,,,Drama,"$18,000,000 (worldwide box office is 0.4 times production budget)",242 minutes,PG-13 for some violent images and sexuality,"$4,501,094","$2,628,576","$7,129,670"
The Railway Man ,2014,English,"Australia, United Kingdom",Drama,"$18,000,000 (worldwide box office is 1.3 times production budget)",116 minutes,"R for disturbing prisoner of war violence.(Rating bulletin 2315, 3/26/2014)","$4,438,438","$19,471,772","$23,910,210"
Restoration ,1995,,United States,Drama,"$18,000,000 (worldwide box office is 0.2 times production budget)",113 minutes,R for sexuality,"$4,100,000",,
Midnight Special ,2016,English,United States,Thriller/Suspense,"$18,000,000 (worldwide box office is 0.4 times production budget)",102 minutes,"PG-13 for some violence and action.(Rating bulletin 2353, 12/17/2014)","$3,712,282","$3,967,968","$7,680,250"
Miss Sloane ,2016,English,"France, United States",Drama,"$18,000,000 (worldwide box office is 0.4 times production budget)",132 minutes,"R for language and some sexuality.(Rating bulletin 2442 (Cert #50670), 9/14/2016)","$3,500,605","$4,267,654","$7,768,259"
