Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Beyond the Black Rainbow ,2012,English,Canada,Drama,"$1,100,000 (worldwide box office is 0.1 times production budget)",110 minutes,"R for some bloody violence, disturbing images, a graphic sexual illustration, language and drug content.(Rating bulletin 2192, 10/5/2011)","$56,491",,
Dracula: Pages from a Virgin's Diary ,2003,,,,"$1,100,000 (worldwide box office is 0.1 times production budget)",,Not Rated,"$39,659","$41,712","$81,371"
The Sleepwalker ,2014,English,"Norway, United States",Drama,"$1,100,000 (worldwide box office is 0.0 times production budget)",91 minutes,Not Rated,"$2,636","$50,604","$53,240"
Departure ,2016,"English, French","France, United Kingdom",Drama,"$1,100,000 (worldwide box office is 0.0 times production budget)",109 minutes,Not Rated,n/a,"$27,561","$27,561"
Silent Running ,1972,English,United States,Drama,"$1,100,000 (worldwide box office is 0.0 times production budget)",90 minutes,,n/a,$331,$331
Faith Like Potatoes ,2009,,,,"$1,100,000",,,n/a,,
Lake Mungo ,2010,,,Horror,"$1,100,000",,"R for a scene of sexuality, and brief gruesome images.(Rating bulletin 2086 (Cert #45644), 9/9/2009)",n/a,,
The Dead Undead ,2010,English,United States,Horror,"$1,100,000",,"R for violence and language.(Rating bulletin 2214, 3/14/2012)",n/a,,
The Vatican Exorcisms ,2013,English,"Italy, United States",Horror,"$1,100,000",,"R for brief strong language.(Rating bulletin 2354, 12/24/2014)",n/a,,
Rocket Singh: Salesman of the Year ,2009,Hindi,India,Comedy,"$1,070,000 (worldwide box office is 5.0 times production budget)",156 minutes,Not Rated,"$164,649","$5,184,118","$5,348,767"
Casablanca ,1943,English,United States,Drama,"$1,039,000 (worldwide box office is 10.2 times production budget)",99 minutes,"PG for mild violence.
Rating is for 1992 Re-Issue","$10,462,500","$104,679","$10,567,179"
Rocky ,1976,English,United States,Drama,"$1,000,000 (worldwide box office is 225.0 times production budget)",119 minutes,PG,"$117,235,147","$107,764,853","$225,000,000"
The Devil Inside ,2012,English,"Italy, Romania, United States",Horror,"$1,000,000 (worldwide box office is 101.8 times production budget)",83 minutes,"R for disturbing violent content and grisly images, and for language including some sexual references.(Rating bulletin 2203, 12/21/2012)","$53,262,945","$48,496,545","$101,759,490"
Tom Jones ,1963,English,United Kingdom,,"$1,000,000 (worldwide box office is 37.6 times production budget)",128 minutes,Not Rated,"$37,600,000",,
Unfriended ,2015,English,United States,Horror,"$1,000,000 (worldwide box office is 64.4 times production budget)",82 minutes,"R for violent content, pervasive language, some sexuality, and drug and alcohol use - all
involving teens.(Rating bulletin 2366, 3/25/2015)","$32,789,645","$31,574,553","$64,364,198"
An Inconvenient Truth ,2006,English,United States,Documentary,"$1,000,000 (worldwide box office is 53.4 times production budget)",97 minutes,PG for mild thematic elements,"$24,146,161","$29,219,764","$53,365,925"
You're Next ,2013,English,United States,Horror,"$1,000,000 (worldwide box office is 26.9 times production budget)",94 minutes,"R for strong bloody violence, language and some sexuality/nudity.(Rating bulletin 2280, 7/10/2013)","$18,494,006","$8,393,171","$26,887,177"
