Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
"Ruby Gillman, Teenage Kraken ",2023,English,United States,Comedy,"$70,000,000 (worldwide box office is 0.7 times production budget)",91 minutes,"PG for some action, rude humor and thematic elements.(Rating bulletin 2782 (cert #54387), 5/10/2023)","$15,753,600","$30,493,809","$46,247,409"
Ballistic: Ecks vs. Sever ,2002,,,Action,"$70,000,000 (worldwide box office is 0.2 times production budget)",91 minutes,R,"$14,294,842",,
Osmosis Jones ,2001,English,United States,Comedy,"$70,000,000 (worldwide box office is 0.2 times production budget)",95 minutes,PG for bodily humor (previously rated PG-13),"$13,596,911",,
Legends of Oz: Dorothy’s Return ,2014,English,United States,Adventure,"$70,000,000 (worldwide box office is 0.3 times production budget)",88 minutes,"PG for some scary images and mild peril.(Rating bulletin 2289, 9/11/2013)","$8,462,347","$11,645,586","$20,107,933"
Blackhat ,2015,"Cantonese, English, Mandarin",United States,Thriller/Suspense,"$70,000,000 (worldwide box office is 0.3 times production budget)",133 minutes,"R for violence and some language.(Rating bulletin 2340, 9/17/2014)","$8,005,980","$11,659,024","$19,665,004"
Basic Instinct 2 ,2006,English,"Germany, Spain, United Kingdom, United States",Thriller/Suspense,"$70,000,000 (worldwide box office is 0.5 times production budget)",114 minutes,"R for strong sexuality, nudity, violence, language and some drug content.","$5,946,136","$29,471,026","$35,417,162"
Agora ,2010,English,Spain,Drama,"$70,000,000 (worldwide box office is 0.6 times production budget)",,"R for some violence(Rating bulletin 2137, 9/8/2010)","$619,423","$38,372,869","$38,992,292"
The Old Guard ,2020,English,United States,Action,"$70,000,000",118 minutes,"R for sequences of graphic violence, and language.(Rating bulletin 2630 (Cert #52679), 5/20/2020)",n/a,,
b ,Announced,,,,"$70,000,000",,,n/a,,
Marty Supreme ,Announced,English,United States,Drama,"$70,000,000",,,n/a,,
Despicable Me ,2010,English,"France, United States",Adventure,"$69,000,000 (worldwide box office is 7.9 times production budget)",95 minutes,"PG for rude humor and mild action(Rating bulletin 2117, 4/21/2010)","$252,756,705","$291,950,588","$544,707,293"
Dinner for Schmucks ,2010,English,United States,Comedy,"$69,000,000 (worldwide box office is 1.3 times production budget)",114 minutes,"PG-13 for sequences of crude and sexual content, some partial nudity and language(Rating bulletin 2125, 6/16/2010)","$73,026,337","$13,770,165","$86,796,502"
Red Sparrow ,2018,English,United States,Thriller/Suspense,"$69,000,000 (worldwide box office is 2.1 times production budget)",139 minutes,"R for strong violence, torture, sexual content, language and some graphic nudity.(Rating bulletin 2512 (Cert #51413), 1/31/2018)","$46,874,505","$99,077,356","$145,951,861"
The Twilight Saga: Eclipse ,2010,English,United States,Drama,"$68,000,000 (worldwide box office is 10.4 times production budget)",124 minutes,"PG-13 for intense sequences of action and violence, and some sensuality.(Rating bulletin 2120, 5/12/2010)","$300,531,751","$405,570,004","$706,101,755"
Nope ,2022,English,United States,Horror,"$68,000,000 (worldwide box office is 2.5 times production budget)",131 minutes,"R for language throughout and some violence/bloody images.(Rating bulletin 2738 (cert #53856), 6/29/2022)","$123,277,080","$48,762,007","$172,039,087"
The Sum of All Fears ,2002,English,United States,Action,"$68,000,000 (worldwide box office is 2.8 times production budget)",124 minutes,"PG-13 for violence, disaster images and brief strong language","$118,471,320","$75,028,680","$193,500,000"
Ted 2 ,2015,English,United States,Comedy,"$68,000,000 (worldwide box office is 3.2 times production budget)",115 minutes,"R for crude and sexual content, pervasive language, and some drug use.(Rating bulletin 2371, 4/29/2015)","$81,476,385","$135,737,758","$217,214,143"
The Score ,2001,English,United States,Thriller/Suspense,"$68,000,000 (worldwide box office is 1.7 times production budget)",124 minutes,R for language,"$71,069,884","$42,472,207","$113,542,091"
Hall Pass ,2011,English,United States,Comedy,"$68,000,000 (worldwide box office is 1.3 times production budget)",106 minutes,"R for crude and sexual humor throughout, language, some graphic nudity and drug use.(Rating bulletin 2159, 2/16/2011)R for crude and sexual humor throughout, language, some graphic nudity and drug use.(Rating bulletin 2169, 4/27/2011)","$45,060,734","$42,112,741","$87,173,475"
Money Train ,1995,English,United States,Action,"$68,000,000 (worldwide box office is 1.1 times production budget)",110 minutes,"R for pervasive strong language, violence and a sex scene","$35,324,232","$41,900,000","$77,224,232"
Dreamcatcher ,2003,English,"Canada, United States",Horror,"$68,000,000 (worldwide box office is 1.1 times production budget)",133 minutes,"R for violence, gore and language","$33,685,268","$42,000,000","$75,685,268"
Mystery Men ,1999,English,United States,Comedy,"$68,000,000 (worldwide box office is 0.5 times production budget)",121 minutes,PG-13 for comic action violence and crude humor,"$29,762,011","$3,700,000","$33,462,011"
The Insider ,1999,,United States,Drama,"$68,000,000 (worldwide box office is 0.9 times production budget)",158 minutes,R for language,"$28,965,197","$31,300,000","$60,265,197"
Downsizing ,2017,English,United States,Comedy,"$68,000,000 (worldwide box office is 0.8 times production budget)",135 minutes,"R for language including sexual references, some graphic nudity and drug use.(Rating bulletin 2505 (Cert #50693), 12/6/2017)","$24,449,754","$30,013,217","$54,462,971"
Reminiscence ,2021,English,United States,Thriller/Suspense,"$67,972,729 (worldwide box office is 0.2 times production budget)",116 minutes,"PG-13 for strong violence, drug material throughout, sexual content and some strong language.(Rating bulletin 2654 (cert #52921), 11/4/2020)","$3,900,193","$11,549,129","$15,449,322"
Dr. Seuss’ The Lorax ,2012,English,United States,Adventure,"$67,500,000 (worldwide box office is 5.2 times production budget)",101 minutes,"PG for brief mild language.(Rating bulletin 2206, 1/18/2012)","$214,151,550","$136,946,253","$351,097,803"
Body of Lies ,2008,"Arabic, English",United States,Thriller/Suspense,"$67,500,000 (worldwide box office is 1.8 times production budget)",128 minutes,"R for strong violence including some torture, and for language throughout.","$39,394,666","$79,161,864","$118,556,530"
Abraham Lincoln: Vampire Hunter ,2012,English,United States,Horror,"$67,500,000 (worldwide box office is 2.0 times production budget)",105 minutes,"R for violence throughout and brief sexuality.(Rating bulletin 2226, 6/6/2012)","$37,519,139","$99,970,591","$137,489,730"
A Quiet Place: Day One ,2024,English,United States,Horror,"$67,000,000 (worldwide box office is 3.9 times production budget)",99 minutes,"PG-13 for terror and violent content/bloody images.(Rating bulletin 2836 (cert #54798), 5/28/2024)","$138,930,553","$122,015,287","$260,945,840"
The New Mutants ,2020,English,United States,Horror,"$67,000,000 (worldwide box office is 0.7 times production budget)",98 minutes,"PG-13 for violent content, some disturbing/bloody images, some strong language, thematic elements and suggestive material.(Rating bulletin 2619 (Cert #51297), 3/4/2020)","$23,855,569","$23,679,682","$47,535,251"
Last Man Standing ,1996,,United States,Action,"$67,000,000 (worldwide box office is 0.3 times production budget)",101 minutes,R for pervasive strong violence and some sexuality,"$18,115,927","$34,070","$18,149,997"
The Last Legion ,2007,English,"France, United Kingdom, United States",Action,"$67,000,000 (worldwide box office is 0.4 times production budget)",110 minutes,PG-13 for sequences of intense action violence,"$5,932,060","$19,425,711","$25,357,771"
Entrapment ,1999,English,United States,Thriller/Suspense,"$66,000,000 (worldwide box office is 3.2 times production budget)",112 minutes,"PG-13 for some language, sensuality, violence and drug content","$87,707,396","$123,992,604","$211,700,000"
The X Files: Fight the Future ,1998,English,United States,Action,"$66,000,000 (worldwide box office is 2.9 times production budget)",120 minutes,PG-13 for some intense violence and gore,"$83,898,313","$105,278,110","$189,176,423"
The Dark Tower ,2017,English,United States,Western,"$66,000,000 (worldwide box office is 1.7 times production budget)",95 minutes,"PG-13 for thematic material including sequences of gun violence and action.(Rating bulletin 2485 (Cert #50333), 7/19/2017)","$50,701,325","$62,760,202","$113,461,527"
Need for Speed ,2014,English,United States,Action,"$66,000,000 (worldwide box office is 2.9 times production budget)",130 minutes,"PG-13 for sequences of reckless street racing, disturbing crash scenes, nudity and crude language.(Rating bulletin 2306, 1/22/2014)","$43,568,507","$150,601,112","$194,169,619"
Saving Private Ryan ,1998,English,United States,Drama,"$65,000,000 (worldwide box office is 7.5 times production budget)",169 minutes,"R for intense prolonged realistically graphic sequences of war violence, and for language","$216,335,085","$268,700,000","$485,035,085"
What Women Want ,2000,English,United States,Romantic Comedy,"$65,000,000 (worldwide box office is 5.8 times production budget)",126 minutes,PG-13 for sexual content and language,"$182,805,123","$191,300,000","$374,105,123"
