Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Fetching Cody ,2006,,,Drama,"$1,500,000",87 minutes,,n/a,,
The Lion of Judah ,2011,English,United States,Adventure,"$1,500,000",87 minutes,"PG for some mild thematic elements.(Rating bulletin 2146, 11/10/2010)",n/a,,
Once Upon a Time in Queens ,2014,English,United States,Comedy,"$1,500,000",,"R for language and brief violence.(Rating bulletin 2326, 6/11/2014)",n/a,,
Girlhouse ,2015,English,Canada,Horror,"$1,500,000",99 minutes,Not Rated,n/a,,
Mutant World ,2015,English,Canada,Action,"$1,500,000",,,n/a,,
#Horror ,2015,English,United States,Horror,"$1,500,000",90 minutes,Not Rated,n/a,,
Checkmate ,2015,English,United States,Thriller/Suspense,"$1,500,000",102 minutes,Not Rated,n/a,,
Snow White and the Seven Dwarfs ,1937,English,United States,Musical,"$1,488,000 (worldwide box office is 125.8 times production budget)",83 minutes,G,"$184,925,486","$2,246,239","$187,171,725"
Shalako ,1968,English,United Kingdom,Western,"$1,455,000 (worldwide box office is 1.8 times production budget)",113 minutes,M/PG,"$2,620,000",,
Vuosisadan häät ,2021,Finnish,Finland,Comedy,"$1,450,175 (worldwide box office is 0.1 times production budget)",87 minutes,,n/a,"$144,664","$144,664"
El abrazo de la serpiente ,2016,Spanish,"Argentina, Colombia, Bolivarian Republic of Venezuela",Drama,"$1,400,000 (worldwide box office is 3.4 times production budget)",125 minutes,Not Rated,"$1,329,249","$3,458,569","$4,787,818"
Werk ohne Autor ,2018,German,Germany,Thriller/Suspense,"$1,400,000 (worldwide box office is 6.5 times production budget)",189 minutes,"R for graphic nudity, sexuality and brief violent images.(Rating bulletin 2552 (Cert #51901), 11/7/2018)","$1,303,747","$7,743,907","$9,047,654"
Mustang ,2015,Turkish,"France, Germany, Turkey",Drama,"$1,400,000 (worldwide box office is 4.0 times production budget)",94 minutes,"PG-13 for mature thematic material, sexual content and a rude gesture.(Rating bulletin 2391, 9/16/2015)","$845,464","$4,707,120","$5,552,584"
The Holy Girl ,2005,Spanish,"Argentina, Italy, Netherlands, Spain",Drama,"$1,400,000 (worldwide box office is 0.9 times production budget)",106 minutes,R for some sexual content and brief nudity.,"$304,124","$957,668","$1,261,792"
La chambre bleue ,2014,French,France,Thriller/Suspense,"$1,400,000 (worldwide box office is 1.4 times production budget)",75 minutes,"R for sexual content including graphic nudity.(Rating bulletin 2342, 10/1/2014)","$260,441","$1,684,979","$1,945,420"
Incident at Loch Ness ,2004,,United Kingdom,Documentary,"$1,400,000 (worldwide box office is 0.0 times production budget)",,PG-13 for brief strong language,"$36,830","$19,243","$56,073"
Eddie: The Sleepwalking Cannibal ,2013,English,"Canada, Denmark",Comedy,"$1,400,000 (worldwide box office is 0.0 times production budget)",90 minutes,Not Rated,"$1,632",,
My Girlfriend's Boyfriend ,2010,English,United States,Romantic Comedy,"$1,400,000",84 minutes,"PG for some mild thematic elements(Rating bulletin 2114 (Cert #46029), 3/31/2010)",n/a,,
Kurmanjan datka ,2014,"English, Kirghiz",Kyrgyzstan,Drama,"$1,400,000",135 minutes,"PG-13 for some violence and thematic elements.(Rating bulletin 2352 (Cert #49531), 12/10/2014)",n/a,,
House at the End of the Drive ,2013,English,United States,Horror,"$1,400,000",91 minutes,"R for bloody violence, drug use, some sexuality/nudity and language.(Rating bulletin 2365 (Cert #49708), 3/18/2015)",n/a,,
Batman: The Movie ,1966,English,United States,Action,"$1,377,800",104 minutes,,n/a,,
"Lock, Stock and Two Smoking Barrels ",1999,,United Kingdom,Black Comedy,"$1,350,000 (worldwide box office is 21.0 times production budget)",,"R for strong violence, pervasive language, sexuality and drug content","$3,897,569","$24,458,619","$28,356,188"
The Ballad of Gregorio Cortez ,1983,,United States,Western,"$1,305,000 (worldwide box office is 0.7 times production budget)",,,"$909,000",,
San Francisco ,1936,English,United States,Adventure,"$1,300,000 (worldwide box office is 4.1 times production budget)",115 minutes,Not Rated,"$2,868,000","$2,405,000","$5,273,000"
Festen ,1998,,,Comedy,"$1,300,000 (worldwide box office is 1.3 times production budget)",,"R for strong sexual content and language, including references to sexual abuse","$1,647,780","$1,557","$1,649,337"
Trees Lounge ,1996,English,United States,Drama,"$1,300,000 (worldwide box office is 0.6 times production budget)",95 minutes,R for plentiful strong language and some drug content. ,"$749,741",,
The Girlfriend Experience ,2009,English,United States,,"$1,300,000 (worldwide box office is 0.8 times production budget)",,"R for sexual content, nudity and language. VOD editionR for sexual content, nudity and language. Edited Version","$695,840","$310,000","$1,005,840"
Journey from the Fall ,2007,,United States,Drama,"$1,300,000 (worldwide box office is 0.5 times production budget)",,R for some violence.,"$635,305",,
The Basket ,2000,,,Drama,"$1,300,000 (worldwide box office is 0.5 times production budget)",,PG for some mild violence and brief language. ,"$609,042",,
Above and Beyond ,2015,English,"Israel, United Kingdom, United States",Documentary,"$1,300,000 (worldwide box office is 0.2 times production budget)",87 minutes,Not Rated,"$288,751",,
Def-Con 4 ,1985,English,Canada,Action,"$1,300,000 (worldwide box office is 0.2 times production budget)",88 minutes,,"$210,904",,
Corpus Christi ,2019,Polish,Poland,Drama,"$1,300,000 (worldwide box office is 8.4 times production budget)",116 minutes,Not Rated,"$127,240","$10,824,043","$10,951,283"
Neal n' Nikki ,2005,,India,Drama,"$1,300,000 (worldwide box office is 0.3 times production budget)",,Not Rated,"$100,358","$229,263","$329,621"
The Hebrew Hammer ,2003,,,,"$1,300,000 (worldwide box office is 0.1 times production budget)",,"R for language, some sexual references and drug use. ","$77,755","$12,458","$90,213"
Los insolitos peces gato ,2014,Spanish,"France, Mexico",Comedy,"$1,300,000 (worldwide box office is 0.0 times production budget)",95 minutes,Not Rated,"$11,278","$43,387","$54,665"
