Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Very Bad Things ,1998,English,United States,Black Comedy,"$10,000,000 (worldwide box office is 2.1 times production budget)",111 minutes,"R for strong, grisly violence, sexuality, drug use and language.","$9,949,470","$11,145,504","$21,094,974"
Sleepover ,2004,English,United States,Comedy,"$10,000,000 (worldwide box office is 0.9 times production budget)",89 minutes,PG,"$9,408,183","$15,869","$9,424,052"
Movie 43 ,2012,English,United States,Comedy,"$10,000,000 (worldwide box office is 3.1 times production budget)",97 minutes,"R for strong pervasive crude and sexual content including dialogue, graphic
nudity, language and some violence.(Rating bulletin 2256, 1/23/2013)","$8,840,453","$22,324,294","$31,164,747"
Can You Ever Forgive Me? ,2018,English,United States,Drama,"$10,000,000 (worldwide box office is 1.3 times production budget)",106 minutes,"R for language including some sexual references, and brief drug use.(Rating bulletin 2491 (Cert #51219), 8/30/2017)","$8,803,865","$3,713,514","$12,517,379"
Body Double ,1984,English,United States,Thriller/Suspense,"$10,000,000 (worldwide box office is 0.9 times production budget)",114 minutes,,"$8,801,940",$488,"$8,802,428"
MacGruber ,2010,English,United States,Comedy,"$10,000,000 (worldwide box office is 0.9 times production budget)",90 minutes,"R for strong crude and sexual content, violence, language and some nudity(Rating bulletin 2112, 3/17/2010)","$8,525,600","$104,295","$8,629,895"
Dirty Pretty Things ,2003,"English, French, Somali",,Drama,"$10,000,000 (worldwide box office is 1.4 times production budget)",97 minutes,"R for sexual content, disturbing images and language","$8,112,414","$6,044,339","$14,156,753"
Bad Words ,2014,English,United States,Black Comedy,"$10,000,000 (worldwide box office is 0.8 times production budget)",89 minutes,"R for crude and sexual content, language and brief nudity.(Rating bulletin 2273, 5/22/2013)","$7,779,614","$63,531","$7,843,145"
While We're Young ,2015,English,United States,Comedy,"$10,000,000 (worldwide box office is 1.8 times production budget)",94 minutes,"R for language.(Rating bulletin 2358, 1/28/2015)","$7,582,065","$9,921,763","$17,503,828"
Over Her Dead Body ,2008,English,United States,Romantic Comedy,"$10,000,000 (worldwide box office is 2.2 times production budget)",95 minutes,PG-13 for sexual content and language.,"$7,570,127","$14,025,947","$21,596,074"
Bones ,2001,"English, French, Spanish",United States,Horror,"$10,000,000 (worldwide box office is 0.8 times production budget)",92 minutes,"R for violence/gore, language, sexuality and drugs","$7,316,658","$1,062,195","$8,378,853"
Seeking a Friend for the End of the World ,2012,English,United States,Comedy,"$10,000,000 (worldwide box office is 1.2 times production budget)",101 minutes,"R for language including sexual references, some drug use and brief violence.(Rating bulletin 2198, 11/16/2011)","$7,078,738","$4,688,221","$11,766,959"
Turistas ,2006,English,United States,Horror,"$10,000,000 (worldwide box office is 1.4 times production budget)",93 minutes,"R for strong graphic violence and disturbing content, sexuality, nudity, drug use and language","$7,027,762","$7,293,308","$14,321,070"
Shut In ,2016,English,United States,Thriller/Suspense,"$10,000,000 (worldwide box office is 1.1 times production budget)",91 minutes,"R for violence and language.(Rating bulletin 2384, 7/29/2015)PG-13 for terror and some violence/bloody images, nudity, thematic elements and brief strong language.(Rating bulletin 2442 (Cert #50644), 9/14/2016)","$6,900,335","$4,460,330","$11,360,665"
Cedar Rapids ,2011,English,United States,Comedy,"$10,000,000 (worldwide box office is 0.8 times production budget)",87 minutes,"R for crude and sexual content, language and drug use(Rating bulletin 2130, 7/21/2010)","$6,861,102","$1,001,029","$7,862,131"
