Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
The Blue Lagoon ,1980,English,United States,Drama,"$4,500,000 (worldwide box office is 10.6 times production budget)",105 minutes,R,"$47,923,795",,
Barbarian ,2022,English,United States,Horror,"$4,500,000 (worldwide box office is 10.1 times production budget)",102 minutes,"R for some strong violence and gore, disturbing material, language throughout and nudity.(Rating bulletin 2734 (cert #53800), 6/1/2022)","$40,842,944","$4,509,393","$45,352,337"
Fast Times at Ridgemont High ,1982,English,United States,Comedy,"$4,500,000 (worldwide box office is 6.0 times production budget)",90 minutes,R,"$27,092,880",$236,"$27,093,116"
Secrets & Lies ,1996,English,United Kingdom,Drama,"$4,500,000 (worldwide box office is 3.6 times production budget)",142 minutes,R for language,"$13,417,292","$2,673,582","$16,090,874"
25th Hour ,2002,English,United States,Drama,"$4,500,000 (worldwide box office is 5.6 times production budget)",135 minutes,R for strong language and some violence.,"$13,084,595","$12,259,895","$25,344,490"
After Hours ,1985,English,United States,Black Comedy,"$4,500,000 (worldwide box office is 2.4 times production budget)",97 minutes,R,"$10,609,321","$15,098","$10,624,419"
Moby Dick ,1956,English,United States,Adventure,"$4,500,000 (worldwide box office is 2.3 times production budget)",116 minutes,Not Rated,"$10,400,000","$11,891","$10,411,891"
The Lobster ,2015,English,"France, Greece, Ireland, Netherlands, United Kingdom",Romantic Comedy,"$4,500,000 (worldwide box office is 4.0 times production budget)",119 minutes,"R for sexual content including dialogue, and some violence.(Rating bulletin 2405 (Cert #50196), 12/23/2015)","$9,196,278","$8,788,783","$17,985,061"
Bound ,1996,English,United States,Thriller/Suspense,"$4,500,000 (worldwide box office is 1.6 times production budget)",108 minutes,"R for strong sexuality, violence and language.","$3,802,260","$3,209,057","$7,011,317"
Requiem for a Dream ,2000,English,United States,Drama,"$4,500,000 (worldwide box office is 1.6 times production budget)",101 minutes,Open,"$3,635,482","$3,753,751","$7,389,233"
State Fair ,1962,English,United States,,"$4,500,000 (worldwide box office is 0.8 times production budget)",118 minutes,Not Rated,"$3,500,000",,
Låt den rätte komma in ,2008,Swedish,Sweden,Horror,"$4,500,000 (worldwide box office is 2.7 times production budget)",110 minutes,"R for some bloody violence including disturbing images, brief nudity and language","$2,122,085","$10,125,597","$12,247,682"
Tango ,1999,,"Argentina, Spain",Drama,"$4,500,000 (worldwide box office is 1.2 times production budget)",,"PG-13 for sensuality, some disturbing images and brief language","$1,687,311","$3,741,076","$5,428,387"
Salvador ,1986,,United States,Drama,"$4,500,000 (worldwide box office is 0.3 times production budget)",,,"$1,500,000",,
Donnie Darko ,2001,English,United States,Drama,"$4,500,000 (worldwide box office is 1.7 times production budget)",114 minutes,"R for language, some drug use and violence","$1,480,006","$6,030,148","$7,510,154"
Salvando al Soldado Perez ,2011,"Arabic, English, Spanish",Mexico,Action,"$4,500,000 (worldwide box office is 2.1 times production budget)",82 minutes,"PG-13 for violence and brief strong language.(Rating bulletin 2176, 6/15/2011)","$1,400,726","$7,929,739","$9,330,465"
Karakter ,1998,,"Belgium, Netherlands",Drama,"$4,500,000 (worldwide box office is 0.2 times production budget)",,R for violence.,"$713,413",,
Nannerl la soeur de Mozart ,2011,French,France,Drama,"$4,500,000 (worldwide box office is 0.5 times production budget)",,Not Rated,"$707,885","$1,696,754","$2,404,639"
Spun ,2003,,,,"$4,500,000 (worldwide box office is 0.2 times production budget)",,"R for pervasive drug content, strong sexuality, language and some violence","$410,241","$612,408","$1,022,649"
Life During Wartime ,2010,English,United States,Black Comedy,"$4,500,000 (worldwide box office is 0.1 times production budget)",,"R for strong sexual content, brief nudity, and language including some disturbing dialogue.(Rating bulletin 2136, 9/1/2010)","$281,447",,
Chinjeolhan geumjassi ,2006,"English, Japanese, Korean",Republic of Korea,Thriller/Suspense,"$4,500,000 (worldwide box office is 5.2 times production budget)",,Not Rated,"$211,667","$23,260,204","$23,471,871"
Blackthorn ,2011,"Aymaran, English, Quechua, Spanish","Spain, United States",Western,"$4,500,000 (worldwide box office is 0.3 times production budget)",98 minutes,"R for violence and language.(Rating bulletin 2187, 8/21/2011)","$200,558","$1,016,749","$1,217,307"
Maggie ,2015,English,United States,Drama,"$4,500,000 (worldwide box office is 0.2 times production budget)",95 minutes,"PG-13 for disturbing thematic material including bloody images, and some language.(Rating bulletin 2353, 12/17/2014)","$187,112","$840,648","$1,027,760"
Lilja 4-ever ,2003,"English, Polish, Russian, Swedish",Sweden,Drama,"$4,500,000 (worldwide box office is 1.0 times production budget)",109 minutes,"R for strong sexual content, a rape scene, drug use and a language","$181,655","$4,366,850","$4,548,505"
After.Life ,2010,English,United States,Horror,"$4,500,000 (worldwide box office is 0.6 times production budget)",104 minutes,"R for nudity, disturbing images, language and brief sexuality.(Rating bulletin 2105, 1/27/2010)","$108,596","$2,373,329","$2,481,925"
Mean Machine ,2002,English,United Kingdom,Drama,"$4,500,000 (worldwide box office is 0.0 times production budget)",99 minutes,R for language and some violence. ,"$92,723",,
Fong juk ,2007,,,Action,"$4,500,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$51,957",,
Spoken Word ,2010,English,United States,Drama,"$4,500,000 (worldwide box office is 0.0 times production budget)",,Not Rated,"$32,961",,
The Sweeney ,2012,English,United Kingdom,Action,"$4,500,000 (worldwide box office is 1.8 times production budget)",112 minutes,"R for violence and language throughout and some sexual content.(Rating bulletin 2248, 11/7/2012)","$26,345","$7,974,021","$8,000,366"
Falcon Rising ,2014,English,United States,Action,"$4,500,000 (worldwide box office is 0.0 times production budget)",103 minutes,"R for violence throughout, and some sexual references/content.(Rating bulletin 2330, 7/9/2014)","$11,774",,
J’ai perdu mon corps ,2019,French,France,Drama,"$4,500,000 (worldwide box office is 0.4 times production budget)",81 minutes,Not Rated,n/a,"$1,639,538","$1,639,538"
Blood Quantum ,2020,English,Canada,Horror,"$4,500,000 (worldwide box office is 0.0 times production budget)",96 minutes,,n/a,"$10,926","$10,926"
Hansel & Gretel Get Baked ,2013,English,United States,Black Comedy,"$4,500,000",100 minutes,,n/a,,
Fugly! ,2014,English,United States,Comedy,,90 minutes,Not Rated,n/a,,
Zipper ,2015,English,United States,Thriller/Suspense,"$4,500,000",106 minutes,"R for strong sexual content, nudity, language and brief drug use.(Rating bulletin 2378, 6/17/2015)",n/a,,
The Final Girls ,2015,English,United States,Black Comedy,"$4,500,000",,"PG-13 for horror violence, some crude and sexual material, language and drug use.(Rating bulletin 2374, 5/20/2015)",n/a,,
Daisy Winters ,2017,English,United States,Drama,"$4,500,000",91 minutes,"PG-13 for mature thematic content including some drug material, brief strong language and some suggestive images.(Rating bulletin 2481 (Cert #51111), 6/21/2017)",n/a,,
One Flew Over the Cuckoo's Nest ,1975,English,United States,Drama,"$4,400,000 (worldwide box office is 37.1 times production budget)",133 minutes,R,"$108,981,275","$54,292,840","$163,274,115"
Silent Movie ,1976,English,United States,Comedy,"$4,400,000 (worldwide box office is 8.2 times production budget)",87 minutes,PG,"$36,145,695",,
Airlift ,2016,Hindi,India,Drama,"$4,400,000 (worldwide box office is 2.3 times production budget)",130 minutes,,n/a,"$9,969,237","$9,969,237"
R.L. Stine’s Monsterville: The Cabinet of Souls ,2015,English,United States,Adventure,"$4,400,000",86 minutes,"PG for scary images throughout, thematic material, some violence and rude humor.(Rating bulletin 2378, 6/17/2015)",n/a,,
Anna ,2014,English,United States,Thriller/Suspense,"$4,357,373 (worldwide box office is 0.3 times production budget)",98 minutes,"R for nude sexual images.(Rating bulletin 2318, 4/16/2014)",n/a,"$1,200,000","$1,200,000"
Whale Rider ,2003,,New Zealand,Drama,"$4,300,000 (worldwide box office is 9.2 times production budget)",101 minutes,PG-13 for brief language and a momentary drug reference.,"$20,779,666","$18,594,934","$39,374,600"
Sexy Beast ,2001,,United Kingdom,Drama,"$4,300,000 (worldwide box office is 2.4 times production budget)",88 minutes,"R for pervasive language, strong violence and some sexuality","$6,946,056","$3,212,298","$10,158,354"
Paa ,2009,Hindi,India,Comedy,"$4,300,000 (worldwide box office is 2.3 times production budget)",133 minutes,Not Rated,"$199,228","$9,592,054","$9,791,282"
Snabba Cash ,2012,"English, Serbian, Spanish, Swedish",United States,Thriller/Suspense,"$4,300,000 (worldwide box office is 2.4 times production budget)",119 minutes,"R for strong violence, pervasive language, drug content and some sexuality.(Rating bulletin 2147, 11/17/2010)","$188,870","$10,023,533","$10,212,403"
Talk To Me ,2023,English,United Kingdom,Horror,"$4,250,000 (worldwide box office is 21.7 times production budget)",94 minutes,"R for strong/bloody violent content, some sexual material and language throughout.(Rating bulletin 2777 (cert #54376), 4/5/2023)","$48,299,436","$43,882,382","$92,181,818"
Night of the Living Dead ,1990,English,United States,Horror,"$4,200,000 (worldwide box office is 1.4 times production budget)",92 minutes,R,"$5,835,247",,
Nochnoy dozor ,2006,,Russian Federation,Action,"$4,200,000 (worldwide box office is 8.1 times production budget)",114 minutes,Not Rated,"$1,502,188","$32,411,354","$33,913,542"
Animal Kingdom ,2010,English,Australia,Drama,"$4,200,000 (worldwide box office is 1.9 times production budget)",112 minutes,"R for violence, drug content and pervasive language(Rating bulletin 2115 (Cert #46054), 4/7/2010)","$1,044,039","$7,034,644","$8,078,683"
George A. Romero's Survival of the Dead ,2010,English,"Canada, United States",Horror,"$4,200,000 (worldwide box office is 0.0 times production budget)",,"R for strong zombie violence/gore, language and brief sexuality(Rating bulletin 2107, 2/10/2010)","$101,740",,
Cargo ,2011,English,United States,Drama,"$4,200,000 (worldwide box office is 0.1 times production budget)",86 minutes,"R for language, some violence and brief nudity.(Rating bulletin 2233, 7/25/2012)",n/a,"$313,230","$313,230"
High School Musical ,2006,English,United States,Musical,"$4,200,000 (worldwide box office is 0.0 times production budget)",,,n/a,"$5,940","$5,940"
Love and Death on Long Island ,1998,,United Kingdom,Drama,"$4,030,000 (worldwide box office is 0.6 times production budget)",103 minutes,"PG-13 for brief strong language, thematic elements and some sexual content","$2,542,264",,
Porky's ,1982,English,"Canada, United States",Comedy,"$4,000,000 (worldwide box office is 27.4 times production budget)",98 minutes,R,"$109,492,484",,
Peter Pan ,1953,English,United States,Adventure,"$4,000,000 (worldwide box office is 21.9 times production budget)",76 minutes,PG for adventure action sequences and peril. ,"$87,400,000",,
The Crying Game ,1992,English,"Japan, United Kingdom",Thriller/Suspense,"$4,000,000 (worldwide box office is 15.6 times production budget)",111 minutes,"R for sexuality, strong violence and language. ","$62,546,695",,
Lost in Translation ,2003,English,United States,Drama,"$4,000,000 (worldwide box office is 29.3 times production budget)",102 minutes,R for some sexual content,"$44,585,453","$72,499,844","$117,085,297"
Annie Hall ,1977,English,United States,Romantic Comedy,"$4,000,000 (worldwide box office is 9.6 times production budget)",93 minutes,PG,"$38,251,425",$845,"$38,252,270"
The Boy Next Door ,2015,English,United States,Thriller/Suspense,"$4,000,000 (worldwide box office is 13.4 times production budget)",90 minutes,"R for violence, sexual content/nudity and language.(Rating bulletin 2333, 7/30/2014)","$36,006,065","$17,395,873","$53,401,938"
The Greatest Show on Earth ,1952,English,United States,Drama,"$4,000,000 (worldwide box office is 9.0 times production budget)",152 minutes,Not Rated,"$36,000,000",,
Leaving Las Vegas ,1995,,"France, United Kingdom, United States",Drama,"$4,000,000 (worldwide box office is 12.5 times production budget)",,"R for strong sexuality and language, violence and pervasive alcohol abuse","$31,983,777","$17,816,223","$49,800,000"
Monster's Ball ,2001,,United States,Drama,"$4,000,000 (worldwide box office is 10.9 times production budget)",111 minutes,R,"$31,273,922","$12,492,541","$43,766,463"
Boyhood ,2014,English,United States,Drama,"$4,000,000 (worldwide box office is 14.3 times production budget)",164 minutes,"R for language including sexual references, and for teen drug and alcohol use.(Rating bulletin 2314, 3/19/2014)","$25,379,975","$31,893,074","$57,273,049"
Exodus ,1960,English,United States,,"$4,000,000 (worldwide box office is 5.4 times production budget)",208 minutes,Not Rated Approved,"$21,750,000",,
Father Stu ,2022,English,United States,Drama,"$4,000,000 (worldwide box office is 5.4 times production budget)",124 minutes,"R for language throughout.(Rating bulletin 2720 (cert #53571), 2/23/2022)PG-13 for language, an accident scene, sexual references, some violence and smoking.(Rating bulletin 2756 (cert #54109) (Edited Version), 11/2/2022)","$21,096,678","$702,375","$21,799,053"
The Kids Are All Right ,2010,English,United States,Comedy,"$4,000,000 (worldwide box office is 9.1 times production budget)",106 minutes,"R for strong sexual content, nudity, language and some teen drug and alcohol use(Rating bulletin 2113 (Cert #46022), 3/24/2010)","$20,811,365","$15,464,104","$36,275,469"
Life of Brian ,1979,English,United Kingdom,Comedy,"$4,000,000 (worldwide box office is 5.1 times production budget)",94 minutes,R,"$20,182,359","$366,290","$20,548,649"
A Haunted House 2 ,2014,English,United States,Comedy,"$4,000,000 (worldwide box office is 5.3 times production budget)",87 minutes,"R for crude and sexual content, nudity, pervasive language, drug use and some violent images.(Rating bulletin 2309, 2/12/2014)","$17,329,487","$3,877,374","$21,206,861"
Late Night ,2019,English,United States,Comedy,"$4,000,000 (worldwide box office is 5.6 times production budget)",102 minutes,"R for language throughout and some sexual references.(Rating bulletin 2571 (Cert #51996), 3/27/2019)","$15,500,045","$6,873,333","$22,373,378"
The Last Exorcism Part II ,2013,English,United States,Horror,"$4,000,000 (worldwide box office is 6.4 times production budget)",88 minutes,"PG-13 for horror violence, terror and brief language.(Rating bulletin 2259, 2/13/2013)","$15,179,303","$10,269,404","$25,448,707"
The Front Page ,1974,English,United States,Romantic Comedy,"$4,000,000 (worldwide box office is 3.8 times production budget)",105 minutes,PG,"$15,000,000",,
Trapeze ,1956,"English, Italian",United States,Drama,"$4,000,000 (worldwide box office is 3.6 times production budget)",105 minutes,Not Rated Approved,"$14,400,000",,
