Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Someone Like You ,2001,English,United States,Romantic Comedy,"$23,000,000 (worldwide box office is 1.7 times production budget)",97 minutes,"PG-13 for sexual content including dialogue, and for some language","$27,338,033","$11,346,873","$38,684,906"
Her ,2014,English,United States,Drama,"$23,000,000 (worldwide box office is 2.1 times production budget)",119 minutes,"R for language, sexual content and brief graphic nudity.(Rating bulletin 2295, 10/23/2013)","$25,568,251","$22,470,558","$48,038,809"
Marry Me ,2022,English,United States,Romantic Comedy,"$23,000,000 (worldwide box office is 2.1 times production budget)",112 minutes,"PG-13 for brief strong language and some suggestive material.(Rating bulletin 2640 (Cert #52824), 7/29/2020)PG-13 for some language and suggestive material.(Rating bulletin 2644 (Cert #52824), 8/26/2020)","$22,438,180","$26,336,813","$48,774,993"
Joy Ride ,2001,English,United States,Thriller/Suspense,"$23,000,000 (worldwide box office is 1.0 times production budget)",97 minutes,R for violence/terror and language,"$21,973,182","$231,708","$22,204,890"
Jaws 4: The Revenge ,1987,English,United States,Horror,"$23,000,000 (worldwide box office is 2.3 times production budget)",,PG-13,"$20,763,013","$31,118,000","$51,881,013"
Arrietty ,借りぐらしのアリエッティ,English,Japan,Adventure,"$23,000,000 (worldwide box office is 6.6 times production budget)",94 minutes,"G(Rating bulletin 2194, 10/19/2011)","$19,192,510","$132,303,587","$151,496,097"
Haywire ,2012,English,"Ireland, United States",Thriller/Suspense,"$23,000,000 (worldwide box office is 1.6 times production budget)",93 minutes,"R for some violence.(Rating bulletin 2195, 10/26/2011)","$18,942,396","$17,432,304","$36,374,700"
Anywhere But Here ,1999,,,Drama,"$23,000,000 (worldwide box office is 0.8 times production budget)",114 minutes,PG-13 for sex-related material,"$18,653,615",,
Vanity Fair ,2004,English,"India, United Kingdom, United States",Drama,"$23,000,000 (worldwide box office is 0.8 times production budget)",141 minutes,PG-13 for some sensuality/partial nudity and a brief violent image,"$16,123,851","$3,000,000","$19,123,851"
Eddie the Eagle ,2016,English,"United Kingdom, United States",Drama,"$23,000,000 (worldwide box office is 2.0 times production budget)",105 minutes,"PG-13 for some suggestive material, partial nudity and smoking.(Rating bulletin 2410 (Cert #50074), 2/3/2016)","$15,789,389","$29,243,048","$45,032,437"
The Marksman ,2021,English,United States,Action,"$23,000,000 (worldwide box office is 1.0 times production budget)",107 minutes,"PG-13 for violence, some bloody images and brief strong language.(Rating bulletin 2659 (cert #52659), 12/9/2020)","$15,566,093","$8,289,754","$23,855,847"
The Way Back ,2020,English,United States,Drama,"$23,000,000 (worldwide box office is 0.6 times production budget)",108 minutes,"R for language throughout including some sexual references.(Rating bulletin 2587 (Cert #52285), 7/17/2019)","$13,590,514","$972,895","$14,563,409"
The Crew ,2000,"English, Spanish",United States,Comedy,"$23,000,000 (worldwide box office is 0.6 times production budget)",,"PG-13 for sexual content, violence and language","$13,019,253",,
Marvin's Room ,1996,English,United States,Drama,"$23,000,000 (worldwide box office is 0.6 times production budget)",98 minutes,PG-13 for thematic elements and brief language,"$12,803,305",,
Chasing Liberty ,2004,"English, French, German, Hebrew, Italian, Spanish","United Kingdom, United States",Romantic Comedy,"$23,000,000 (worldwide box office is 0.5 times production budget)",111 minutes,PG-13,"$12,189,514","$102,461","$12,291,975"
The Longshots ,2008,English,United States,Comedy,"$23,000,000 (worldwide box office is 0.5 times production budget)",95 minutes,"PG for some thematic elements, mild language and brief rude humor.","$11,511,323","$267,073","$11,778,396"
The End of the Affair ,1999,,,Drama,"$23,000,000 (worldwide box office is 0.5 times production budget)",102 minutes,R for scenes of strong sexuality,"$10,660,147",,
Harley Davidson and the Marlboro Man ,1991,English,United States,Western,"$23,000,000 (worldwide box office is 0.3 times production budget)",98 minutes,"R for violence, language and sensuality.","$7,018,525",,
In the Valley of Elah ,2007,English,United States,Drama,"$23,000,000 (worldwide box office is 1.1 times production budget)",121 minutes,"R for violent and disturbing content, language and some sexuality/nudity","$6,777,741","$17,711,409","$24,489,150"
Coco avant Chanel ,2009,"English, French","Belgium, France",Drama,"$23,000,000 (worldwide box office is 2.2 times production budget)",110 minutes,PG-13 For sexual content and smoking,"$6,113,834","$44,700,000","$50,813,834"
Chéri ,2009,English,"France, United Kingdom",Drama,"$23,000,000 (worldwide box office is 0.1 times production budget)",92 minutes,R for some sexual content and brief drug use.,"$2,715,657",,
Redemption ,2013,English,"United Kingdom, United States",Thriller/Suspense,"$23,000,000 (worldwide box office is 0.6 times production budget)",100 minutes,"R for strong brutal violence, graphic nudity and language.(Rating bulletin 2257, 1/30/2013)","$36,686","$13,556,787","$13,593,473"
Rogue ,2008,English,Australia,Horror,"$23,000,000 (worldwide box office is 0.2 times production budget)",99 minutes,R for language and some creature violence.,"$10,452","$4,662,925","$4,673,377"
Chāi dàn zhuānjiā ,2017,Cantonese,Hong Kong,Action,"$23,000,000 (worldwide box office is 2.6 times production budget)",119 minutes,Not Rated,n/a,"$58,807,172","$58,807,172"
Shi Yue Wei Cheng ,2010,"Cantonese, Mandarin",China,Action,"$23,000,000 (worldwide box office is 1.9 times production budget)",139 minutes,,n/a,"$44,195,779","$44,195,779"
Spaceballs ,1987,English,United States,Comedy,"$22,700,000 (worldwide box office is 1.7 times production budget)",92 minutes,PG,"$38,119,483",,
1408 ,2007,English,United States,Horror,"$22,500,000 (worldwide box office is 5.8 times production budget)",104 minutes,"R for thematic material including disturbing sequences of violence and terror, frightening images and language.","$71,985,628","$59,277,742","$131,263,370"
