Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Ratchet and Clank ,2016,English,United States,Adventure,"$20,000,000 (worldwide box office is 0.7 times production budget)",94 minutes,"PG for action and some rude humor.(Rating bulletin 2393, 9/30/2015)","$8,813,410","$5,552,229","$14,365,639"
Death at a Funeral ,2007,English,United Kingdom,Black Comedy,"$20,000,000 (worldwide box office is 2.4 times production budget)",91 minutes,R for language and drug content,"$8,580,428","$38,708,720","$47,289,148"
The Man ,2005,English,United States,Comedy,"$20,000,000 (worldwide box office is 0.5 times production budget)",78 minutes,"PG-13 for language, rude dialogue and some violence","$8,330,720","$2,062,976","$10,393,696"
Code Name: The Cleaner ,2007,English,,Comedy,"$20,000,000 (worldwide box office is 0.4 times production budget)",91 minutes,"PG-13 for sexual content, crude humor and some violence","$8,135,024",,
Inherent Vice ,2014,English,United States,Comedy,"$20,000,000 (worldwide box office is 0.7 times production budget)",148 minutes,"R for drug use throughout, sexual content, graphic nudity, language and some violence.(Rating bulletin 2338, 9/3/2014)","$8,110,975","$6,629,368","$14,740,343"
Connie and Carla ,2004,English,United States,Comedy,"$20,000,000 (worldwide box office is 0.5 times production budget)",108 minutes,PG-13,"$8,047,525","$1,601,514","$9,649,039"
Machete Kills ,2013,"English, Spanish",United States,Action,"$20,000,000 (worldwide box office is 0.9 times production budget)",107 minutes,"R for strong bloody violence throughout, language and some sexual content.(Rating bulletin 2290, 9/18/2013)","$8,008,161","$10,264,848","$18,273,009"
Sweet Charity ,1969,English,United States,Musical,"$20,000,000 (worldwide box office is 0.4 times production budget)",149 minutes,G,"$8,000,000",,
Doogal ,2006,"English, French","France, United Kingdom",Adventure,"$20,000,000 (worldwide box office is 1.4 times production budget)",83 minutes,G,"$7,578,946","$20,479,706","$28,058,652"
Proof ,2005,English,United States,Drama,"$20,000,000 (worldwide box office is 0.4 times production budget)",100 minutes,"PG-13 for some sexual content, language and drug references.","$7,535,331","$749,000","$8,284,331"
An American Carol ,2008,English,United States,Comedy,"$20,000,000 (worldwide box office is 0.4 times production budget)",83 minutes,"PG-13 for rude and irreverent content, and for language and brief drug material.","$7,013,191","$8,992","$7,022,183"
Willard ,2003,English,"Canada, United States",Horror,"$20,000,000 (worldwide box office is 0.3 times production budget)",100 minutes,"PG-13 for terror/violence, some sexual content and language","$6,882,696",,
Strange Wilderness ,2008,English,United States,Comedy,"$20,000,000 (worldwide box office is 0.3 times production budget)",86 minutes,"R for non-stop language, drug use, crude and sexual humor.","$6,575,282","$371,802","$6,947,084"
Little Boy ,2015,English,"Mexico, United States",Drama,"$20,000,000 (worldwide box office is 0.9 times production budget)",106 minutes,"PG-13 for some mature thematic material including violence.(Rating bulletin 2355, 1/7/2015)","$6,485,961","$11,283,338","$17,769,299"
Topsy Turvy ,1999,,,Musical,"$20,000,000 (worldwide box office is 0.4 times production budget)",160 minutes,R for a scene of risque nudity,"$6,201,757","$1,595,677","$7,797,434"
Chasing Mavericks ,2012,English,United States,Drama,"$20,000,000 (worldwide box office is 0.4 times production budget)",115 minutes,"PG for thematic elements and some perilous action.(Rating bulletin 2235, 8/8/2012)","$6,002,756","$2,298,065","$8,300,821"
A Most Violent Year ,2014,English,United States,Drama,"$20,000,000 (worldwide box office is 0.4 times production budget)",125 minutes,"R for language and some violence.(Rating bulletin 2344, 10/15/2014)","$5,749,134","$3,120,588","$8,869,722"
A Dangerous Method ,2011,English,"Canada, Germany",Drama,"$20,000,000 (worldwide box office is 0.7 times production budget)",99 minutes,"R for sexual content and brief language.(Rating bulletin 2185, 8/17/2011)","$5,702,083","$9,105,448","$14,807,531"
A Scanner Darkly ,2006,English,United States,Thriller/Suspense,"$20,000,000 (worldwide box office is 0.4 times production budget)",100 minutes,"R for drug and sexual content, language and a brief violent image.","$5,501,616","$1,903,468","$7,405,084"
Bandslam ,2009,English,United States,Comedy,"$20,000,000 (worldwide box office is 0.6 times production budget)",111 minutes,PG for some thematic elements and mild language.,"$5,210,988","$7,756,841","$12,967,829"
Alone in the Dark ,2005,,,Horror,"$20,000,000 (worldwide box office is 0.5 times production budget)",96 minutes,R for violence and language.,"$5,178,569","$5,409,510","$10,588,079"
Birth ,2004,,,Drama,"$20,000,000 (worldwide box office is 0.7 times production budget)",96 minutes,R for sexuality,"$5,005,899","$9,597,102","$14,603,001"
Hands of Stone ,2016,"English, Spanish",United States,Drama,"$20,000,000 (worldwide box office is 0.3 times production budget)",105 minutes,"R for language throughout and some sexuality/nudity.(Rating bulletin 2434 (Cert #50433), 7/20/2016)","$4,712,792","$319,183","$5,031,975"
Tolkien ,2019,English,United States,Drama,"$20,000,000 (worldwide box office is 0.4 times production budget)",111 minutes,"PG-13 for some sequences of war violence.(Rating bulletin 2547 (Cert #51771), 10/3/2018)","$4,535,154","$4,434,073","$8,969,227"
Passchendaele ,2008,English,Canada,Drama,"$20,000,000 (worldwide box office is 0.2 times production budget)",114 minutes,Not Rated,"$4,452,423",$904,"$4,453,327"
Flash of Genius ,2008,"English, Spanish","Canada, United States",Drama,"$20,000,000 (worldwide box office is 0.2 times production budget)",119 minutes,PG-13 for brief strong language.,"$4,442,377","$61,734","$4,504,111"
I’m Not There ,2007,English,"Germany, United States",Drama,"$20,000,000 (worldwide box office is 0.6 times production budget)",135 minutes,"R for language, some sexuality and nudity.","$4,017,609","$8,380,004","$12,397,613"
The Cold Light of Day ,2012,"English, Spanish","Spain, United States",Thriller/Suspense,"$20,000,000 (worldwide box office is 1.3 times production budget)",93 minutes,"PG-13 for intense sequences of violence and action, and language.(Rating bulletin 2190, 9/21/2011)","$3,763,583","$21,597,623","$25,361,206"
The Brothers Bloom ,2009,English,United States,Black Comedy,"$20,000,000 (worldwide box office is 0.3 times production budget)",114 minutes,"PG-13 for violence, some sensuality and brief strong language.","$3,531,756","$2,000,000","$5,531,756"
"Synecdoche, New York ",2008,English,United States,Drama,"$20,000,000 (worldwide box office is 0.2 times production budget)",124 minutes,R for language and some sexual content/nudity,"$3,083,538","$1,300,000","$4,383,538"
The Last Full Measure ,2020,English,"Costa Rica, United States",Drama,"$20,000,000 (worldwide box office is 0.2 times production budget)",110 minutes,"R for war violence, and language.(Rating bulletin 2600 (Cert #51519), 10/16/2019)","$2,949,212","$371,899","$3,321,111"
Suspiria ,2018,"English, German",United States,Horror,"$20,000,000 (worldwide box office is 0.4 times production budget)",152 minutes,"R for disturbing content involving ritualistic violence, bloody images and graphic nudity, and for some language including sexual references.(Rating bulletin 2533 (Cert #51647), 6/19/2018)","$2,483,472","$5,591,871","$8,075,343"
LBJ ,2017,English,United States,Drama,"$20,000,000 (worldwide box office is 0.1 times production budget)",98 minutes,"R for language.(Rating bulletin 2436 (Cert #50287), 8/3/2016)","$2,468,683","$38,498","$2,507,181"
Mononoke-hime ,1999,Japanese,Japan,Action,"$20,000,000 (worldwide box office is 7.5 times production budget)",134 minutes,PG-13 for images of violence and gore,"$2,374,107","$147,971,756","$150,345,863"
Bon Voyage ,2004,"English, French, German, Italian",France,Comedy,"$20,000,000 (worldwide box office is 0.4 times production budget)",114 minutes,PG-13 for some violence,"$2,353,728","$6,005,992","$8,359,720"
My All-American ,2015,English,United States,Drama,"$20,000,000 (worldwide box office is 0.1 times production budget)",118 minutes,"PG for thematic elements, language and brief partial nudity.(Rating bulletin 2366, 3/15/2015)","$2,246,000",,
Can't Stop the Music ,1980,,United States,Musical,"$20,000,000 (worldwide box office is 0.1 times production budget)",,,"$2,000,000",,
The Proposition ,2006,,"Australia, United Kingdom",Drama,"$20,000,000 (worldwide box office is 0.3 times production budget)",,"R for strong grisly violence, and for language","$1,903,434","$3,410,174","$5,313,608"
Marci X ,2003,,United States,Comedy,"$20,000,000 (worldwide box office is 0.1 times production budget)",,R for language and sexual content,"$1,646,664",,
Equilibrium ,2002,,,Action,"$20,000,000 (worldwide box office is 0.3 times production budget)",107 minutes,R for violence,"$1,190,018","$4,155,851","$5,345,869"
Dylan Dog: Dead of Night ,2011,English,United States,Horror,"$20,000,000 (worldwide box office is 0.3 times production budget)",107 minutes,"PG-13 for sequences of creature violence and action, language including some sexual references, and some drug material.(Rating bulletin 2127, 6/30/2010)","$1,186,538","$4,907,187","$6,093,725"
The Oogieloves in the BIG Balloon Adventure ,2012,English,United States,Adventure,"$20,000,000 (worldwide box office is 0.1 times production budget)",88 minutes,"G(Rating bulletin 2121, 5/19/2010)","$1,065,907",,
The Children of Huang Shi ,2008,"English, Japanese, Mandarin","Australia, China, Germany",Drama,"$20,000,000 (worldwide box office is 0.4 times production budget)",125 minutes,R for some disturbing and violent content,"$1,031,872","$7,189,828","$8,221,700"
The Yards ,2000,English,United States,Drama,"$20,000,000 (worldwide box office is 0.1 times production budget)",115 minutes,"R for language, violence and a scene of sexuality. ","$882,710","$1,400,000","$2,282,710"
Middle Men ,2010,English,United States,Comedy,"$20,000,000 (worldwide box office is 0.0 times production budget)",105 minutes,"R for strong sexual content, nudity, language, drug use and violence.","$754,301",,
Jìyì dàshī ,2017,Mandarin,China,Thriller/Suspense,"$20,000,000 (worldwide box office is 2.2 times production budget)",119 minutes,Not Rated,"$587,470","$43,301,061","$43,888,531"
All Good Things ,2010,English,United States,Drama,"$20,000,000 (worldwide box office is 0.0 times production budget)",101 minutes,"R for drug use, violence, language and some sexuality","$582,024","$291,593","$873,617"
By the Sea ,2015,"English, French",United States,Drama,"$20,000,000 (worldwide box office is 0.2 times production budget)",122 minutes,"R for strong sexuality, nudity, and language.(Rating bulletin 2386, 8/12/2015)","$538,460","$3,189,286","$3,727,746"
Steamboy ,2004,,,Action,"$20,000,000 (worldwide box office is 0.5 times production budget)",,PG-13 for action violence. (also edited version),"$468,867","$10,000,000","$10,468,867"
Un sac de billes ,2017,French,"Canada, Czech Republic, France",Drama,"$20,000,000 (worldwide box office is 0.7 times production budget)",113 minutes,PG,"$409,862","$13,952,181","$14,362,043"
The Game of Their Lives ,2005,,,Drama,"$20,000,000 (worldwide box office is 0.0 times production budget)",,PG for some mild language and thematic elements,"$375,474",,
Rapa Nui ,1994,,United States,,"$20,000,000 (worldwide box office is 0.0 times production budget)",,,"$305,070",,
The Tempest ,2010,English,United States,Drama,"$20,000,000 (worldwide box office is 0.0 times production budget)",109 minutes,"PG-13 for some nudity, suggestive content and scary images(Rating bulletin 2111, 3/10/2010)","$277,943",,
長江七號 ,CJ7,Cantonese,"China, Hong Kong",Adventure,"$20,000,000 (worldwide box office is 2.4 times production budget)",88 minutes,"PG for language, thematic material, some rude humor and brief smoking.","$206,678","$47,094,093","$47,300,771"
The Burning Plain ,2009,English,United States,Drama,"$20,000,000 (worldwide box office is 0.1 times production budget)",107 minutes,"R for sexuality, nudity and language.","$200,730","$966,362","$1,167,092"
Les Couloirs du temps: Les visiteurs 2 ,1998,French,,Comedy,"$20,000,000 (worldwide box office is 1.3 times production budget)",118 minutes,,"$146,072","$26,000,000","$26,146,072"
People I Know ,2003,,United States,,"$20,000,000 (worldwide box office is 0.3 times production budget)",,"R for language, drug use and brief sexual images","$121,972","$5,572,241","$5,694,213"
Regression ,2015,English,"Canada, Spain",Thriller/Suspense,"$20,000,000 (worldwide box office is 0.8 times production budget)",106 minutes,"R for disturbing violent and sexual content, and for language.(Rating bulletin 2405 (Cert #50198), 12/23/2015)","$55,039","$15,769,335","$15,824,374"
Admiral ,2008,,Russian Federation,Drama,"$20,000,000 (worldwide box office is 1.9 times production budget)",124 minutes,,n/a,"$38,585,047","$38,585,047"
Zambezia ,2012,English,South Africa,Adventure,"$20,000,000 (worldwide box office is 1.7 times production budget)",83 minutes,"G(Rating bulletin 2244, 10/10/2012)",n/a,"$34,454,336","$34,454,336"
Three Kingdoms: Resurrection of the Dragon ,2010,,"China, Hong Kong, Republic of Korea",Action,"$20,000,000 (worldwide box office is 1.1 times production budget)",,R For bloody battle sequences,n/a,"$22,139,590","$22,139,590"
The Touch ,2004,"English, Mandarin","China, Hong Kong, Japan, Taiwan, Province of China",Adventure,"$20,000,000 (worldwide box office is 0.3 times production budget)",103 minutes,PG-13 for violence. ,n/a,"$5,918,742","$5,918,742"
Extinction ,2018,English,United States,Thriller/Suspense,"$20,000,000 (worldwide box office is 0.1 times production budget)",95 minutes,Not Rated,n/a,"$2,360,000","$2,360,000"
