Name,Year,Languages,Countries,Genres,Budget,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,worldwide_gross
frailty,2001,english,"united states of america, italy, germany","thriller, crime fiction, horror, psychological thriller, mystery, period piece, drama, suspense, crime thriller",11000000,13110448,0.6572549239796103,6836832,0.3427450760203897,19947280
frankenweenie,2012,english,united states of america,"science fiction, horror, stop motion, animation, short film, comedy",39000000,35291068,0.43306670124877983,46200000,0.5669332987512202,81491068
freakonomics,2010,english,united states of america,"political cinema, documentary",2900000,101270,0.8286149113045755,20946,0.1713850886954245,122216
freaky friday,1976,english,united states of america,"fantasy, family film, drama, comedy",26000000,110230332,0.6853145522771387,50616000,0.31468544772286133,160846332
freaky friday,1995,english,united states of america,"drama, comedy",26000000,110230332,0.6853145522771387,50616000,0.31468544772286133,160846332
freaky friday,2003,"standard mandarin, english",united states of america,"family film, fantasy, comedy",26000000,110230332,0.6853145522771387,50616000,0.31468544772286133,160846332
freddy got fingered,2001,english,united states of america,"thriller, absurdism, screwball comedy, surrealism, action/adventure, gross-out film, comedy, gross out, black comedy, action",15000000,14254993,0.9938621747095523,88035,0.006137825290447736,14343028
freddy vs. jason,2003,english,"united states of america, italy, canada","thriller, horror, slasher, teen",25000000,82622655,0.7084008687517527,34009973,0.29159913124824727,116632628
free willy,1993,english,"france, united states of america","adventure, ""childrens/family"", animal picture, drama, family film, family-oriented adventure",20000000,77709806,0.5055617987052824,76000000,0.49443820129471766,153709806
freedom writers,2007,english,"united states of america, germany","crime fiction, biography, drama, teen",21000000,36605602,0.8389505656193972,7027007,0.16104943438060282,43632609
freeze frame,2004,english,"ireland, united kingdom","thriller, mystery, psychological thriller, crime thriller",2000000,1100,0.027733656052240124,38563,0.9722663439477599,39663
frenzy,1972,english,united kingdom,"thriller, psychological thriller, mystery, drama, suspense, film adaptation, crime thriller",3500000,4121,0.5,4121,0.5,8242
frequency,2000,english,united states of america,"thriller, crime fiction, science fiction, family drama, drama, suspense, fantasy, time travel",31000000,45010278,0.6608832714239348,23095967,0.33911672857606523,68106245
frida,2002,"french, english, russian, spanish","mexico, united states of america, canada","biography, period piece, drama, romantic drama, biographical film, political drama, romance film",12000000,25885000,0.4597815564237141,30413474,0.5402184435762859,56298474
friday after next,2002,english,united states of america,"buddy film, comedy",10000000,33253609,0.9918505280919001,273226,0.008149471908099885,33526835
friday night lights,2004,english,united states of america,"americana, sports, period piece, drama, film adaptation, action",30000000,61255921,0.9887838520812574,694849,0.011216147918742576,61950770
friday the 13th,1980,english,united states of america,"cult, horror, slasher, teen",17000000,65002019,0.7014336113114721,27668218,0.2985663886885279,92670237
friday the 13th,2009,english,united states of america,"horror, slasher",17000000,65002019,0.7014336113114721,27668218,0.2985663886885279,92670237
friday the 13th part vi: jason lives,1986,english,united states of america,"cult, horror, slasher, teen, supernatural",3000000,19472057,0.9999759661369032,468,2.4033863096850563e-05,19472525
fried green tomatoes,1991,english,united states of america,"lgbt, female buddy film, period piece, drama, comedy, film adaptation",11000000,82418501,0.6901652617461678,37000000,0.30983473825383223,119418501
friends with benefits,2011,english,united states of america,"romantic comedy, romance film, comedy, comedy film",35000000,55802754,0.37315712359407205,93739491,0.626842876405928,149542245
friends with money,2006,english,united states of america,"ensemble film, indie, comedy of manners, comedy-drama, drama, comedy, romance film",6500000,13368437,0.7327080416134747,4876807,0.26729195838652525,18245244
fright night,1947,english,united states of america,"short film, comedy, black-and-white",30000000,18302607,0.4463766657568871,22700000,0.5536233342431128,41002607
fright night,1985,english,united states of america,"cult, thriller, horror, comedy, teen",30000000,18302607,0.4463766657568871,22700000,0.5536233342431128,41002607
fright night,2011,"japanese, english",united states of america,"remake, comedy horror, vampire movies, horror",30000000,18302607,0.4463766657568871,22700000,0.5536233342431128,41002607
from dusk till dawn,1996,"english, spanish",united states of america,"crime fiction, cult, horror, supernatural, action/adventure, satire, thriller, horror comedy, crime thriller, action, comedy",20000000,25836616,0.9998907870983881,2822,0.00010921290161186942,25839438
from hell,2001,english,"united states of america, czech republic","thriller, crime fiction, horror, costume drama, mystery, period piece, drama, film adaptation, crime thriller, biographical film, slasher, costume horror",35000000,31602566,0.4238648737297074,42955549,0.5761351262702926,74558115
from paris with love,2010,"french, german, english, standard mandarin","united states of america, france","crime fiction, action/adventure, action, thriller, world cinema",52000000,24077427,0.45310131690432187,29061741,0.5468986830956781,53139168
from russia with love,1963,"romani, turkish, russian, english",united kingdom,"thriller, action/adventure, glamorized spy film, action, spy",2000000,24796765,0.9994775436263366,12962,0.0005224563736634426,24809727
frost/nixon,2008,english,"united states of america, france, united kingdom","history, drama, political drama, docudrama",29000000,18622031,0.6544851859798696,9830914,0.34551481402013046,28452945
frozen,1997,"mandarin chinese, standard mandarin",china,"drama, political drama, world cinema, chinese movies",150000000,400738009,0.31288046143565507,880064273,0.6871195385643449,1280802282
frozen,2004,english,united kingdom,thriller,150000000,400738009,0.31288046143565507,880064273,0.6871195385643449,1280802282
frozen,2007,hindi,india,"drama, world cinema, black-and-white",150000000,400738009,0.31288046143565507,880064273,0.6871195385643449,1280802282
frozen river,2008,english,united states of america,"crime fiction, crime thriller, drama, thriller, indie",1000000,2511476,0.46017416975467895,2946188,0.539825830245321,5457664
full frontal,2002,english,united states of america,"romantic comedy, ensemble film, indie, comedy-drama, drama, comedy, romantic drama, romance film",2000000,2512846,0.7307325453849652,925958,0.26926745461503476,3438804
full metal jacket,1987,"vietnamese, english","united states of america, united kingdom","anti-war, war film, period piece, drama, film adaptation, action, anti-war film, combat films",30000000,46357676,0.9237460425480903,3826762,0.07625395745190969,50184438
fun size,2012,english,united states of america,comedy film,14000000,9409538,0.8241429149745799,2007824,0.17585708502542005,11417362
fun with dick and jane,1977,english,united states of america,comedy film,140000000,110550000,0.5395336853549455,94349162,0.46046631464505455,204899162
fun with dick and jane,2005,"english, spanish",united states of america,"crime fiction, comedy",140000000,110550000,0.5395336853549455,94349162,0.46046631464505455,204899162
funny people,2009,english,united states of america,"drama, comedy-drama, comedy",72500000,51855045,0.7214082494502493,20025260,0.2785917505497507,71880305
furry vengeance,2010,english,"united arab emirates, united states of america","family film, animal picture, comedy",35000000,17630465,0.4481541859865043,21709712,0.5518458140134956,39340177
fury,1936,english,united states of america,"crime fiction, drama, black-and-white, film noir, courtroom drama",80000000,85817906,0.4051494400100433,126000000,0.5948505599899566,211817906
g-force,2009,english,united states of america,"adventure, ""childrens/family"", animal picture, ""childrens"", comedy, family film",150000000,119436770,0.4078875328857118,173381128,0.5921124671142882,292817898
g.i. joe: the rise of cobra,2009,"french, english","united states of america, czech republic","thriller, action thrillers, science fiction, action, adventure",175000000,150201498,0.49658473945448767,152267519,0.5034152605455123,302469017
galaxy quest,1999,english,united states of america,"science fiction, action, adventure, comedy",45000000,71583916,0.7893783060713876,19100000,0.21062169392861244,90683916
gamer,2009,english,united states of america,"thriller, science fiction, action",50000000,20534907,0.48890273848437177,21467122,0.5110972615156282,42002029
"gandhi, my father",2007,"hindi, gujarati, english",india,"world cinema, history, family drama, drama, biopic [feature], biographical film",5000000,242967,0.12246900810824707,1740939,0.877530991891753,1983906
gangs of new york,2002,"irish, chinese, english, latin","united states of america, italy","crime fiction, gangster film, costume drama, historical fiction, epic, period piece, drama, political drama, historical drama",97000000,77812000,0.4015636810886234,115960504,0.5984363189113766,193772504
gangster squad,2013,english,united states of america,"crime fiction, drama",60000000,46000903,0.4372671877160598,59200000,0.5627328122839402,105200903
garden state,2004,"klingon, english",united states of america,"romantic comedy, comedy-drama, coming of age, comedy, drama, romantic drama, romance film",2500000,26782316,0.7433584941292247,9246486,0.2566415058707753,36028802
garfield: a tail of two kitties,2006,english,"united states of america, united kingdom","family film, animal picture, comedy, family-oriented adventure, ""childrens/family""",60000000,28426747,0.1920915994853086,119558626,0.8079084005146914,147985373
garfield: the movie,2004,english,united states of america,"family film, slapstick, comedy, animation",50000000,75369589,0.3621858539573521,132726857,0.637814146042648,208096446
genghis khan: to the ends of the earth and sea,2007,"japanese, english",japan,"japanese movies, world cinema, epic, drama, biopic [feature], historical epic",30000000,3892,0.0003485112739188472,11163609,0.9996514887260811,11167501
george and the dragon,2004,english,united states of america,"fantasy adventure, sword and sorcery films, costume drama, fantasy, comedy, sword and sorcery, fantasy comedy",32000000,47636,0.5,47636,0.5,95272
george of the jungle,1997,"english, spanish",united states of america,"parody, adventure, jungle film, comedy, family film, action, romance film, slapstick",55000000,105263257,0.6033548771819616,69200000,0.39664512281803843,174463257
george washington,2000,english,united states of america,"drama, coming of age, indie",42000,247406,0.8716205266235917,36440,0.12837947337640834,283846
georgia rule,2007,english,united states of america,"melodrama, family drama, comedy-drama, drama, comedy, romantic drama, romance film",20000000,19103072,0.7641177756932583,5897095,0.23588222430674163,25000167
get carter,1971,english,united kingdom,"thriller, crime fiction, gangster film, crime thriller",40000000,14967182,0.7708215332173329,4450000,0.229178466782667,19417182
get carter,2000,english,united states of america,"thriller, crime fiction, gangster film, action/adventure, crime thriller, action",40000000,14967182,0.7708215332173329,4450000,0.229178466782667,19417182
get him to the greek,2010,english,united states of america,comedy,40000000,61153526,0.665440563827544,30745780,0.334559436172456,91899306
get low,2009,english,"united states of america, poland, germany","crime fiction, indie, mystery, period piece, drama, comedy, black comedy, romance film",7000000,9176933,0.8721238685329006,1345578,0.12787613146709945,10522511
get over it,2001,english,united states of america,"romantic comedy, sex comedy, school story, gay, musical, gay interest, comedy, gay themed, romance film, teen",10000000,11576464,0.5817211603042879,8323902,0.4182788396957121,19900366
get real,1998,english,"england, united kingdom","lgbt, coming of age, comedy-drama, gay, gay interest, drama, comedy, gay themed, romantic drama, romance film, teen",2000000,1152979,0.9799268568592304,23618,0.020073143140769523,1176597
get rich or die tryin',2005,english,united states of america,"crime fiction, hip hop movies, coming of age, drama, biographical film, action, musical drama",40000000,30985352,0.6639179042107944,15685105,0.33608209578920556,46670457
get shorty,1995,english,united states of america,"thriller, crime fiction, crime comedy, comedy",30250000,72101622,0.6264170803778942,43000000,0.37358291962210577,115101622
get smart,2008,"russian, english",united states of america,"romantic comedy, parody, action comedy, action/adventure, comedy, action",80000000,130319208,0.5649216554630343,100366245,0.43507834453696564,230685453
ghost,1990,english,united states of america,"thriller, supernatural, mystery, drama, comedy, romantic drama, romance film, fantasy",22000000,217631306,0.43035352033325724,288072251,0.5696464796667428,505703557
ghost dog: the way of the samurai,1999,english,"france, united states of america, japan, germany","crime fiction, parody, japanese movies, crime drama, action/adventure, martial arts film, drama, comedy, gangster film, action",2000000,3330230,0.31203865039205464,7342262,0.6879613496079454,10672492
ghost in the shell,1995,"japanese, english, spanish","united states of america, japan","thriller, science fiction, japanese movies, animation, anime, fantasy, action",110000000,40563557,0.23888750351652382,129238364,0.7611124964834762,169801921
ghost rider,1982,english,united states of america,"short film, fantasy, drama",120000000,115802596,0.5044862613326018,113742993,0.49551373866739823,229545589
ghost rider,2007,english,"united states of america, australia","thriller, horror, adventure, superhero movie, action/adventure, fantasy, drama, action",120000000,115802596,0.5044862613326018,113742993,0.49551373866739823,229545589
ghost rider: spirit of vengeance,2012,english,"united states of america, united arab emirates","thriller, action/adventure, horror, action, fantasy",57000000,51774002,0.34697037754086985,97443353,0.6530296224591302,149217355
ghost ship,1952,english,united kingdom,"thriller, horror, black-and-white, supernatural",20000000,30113491,0.4405785238786945,38236393,0.5594214761213054,68349884
ghost ship,2002,english,"united states of america, australia, canada","horror, slasher, supernatural",20000000,30113491,0.4405785238786945,38236393,0.5594214761213054,68349884
ghost town,2008,english,united states of america,"romantic comedy, romance film, fantasy, comedy",20000000,13367624,0.44620876775488855,16590604,0.5537912322451114,29958228
ghost world,2001,english,"united states of america, united kingdom, germany","indie, comedy-drama, action/adventure, coming of age, comedy, black comedy, teen",5500000,6217849,0.7094755857680168,2546158,0.29052441423198316,8764007
ghostbusters,1984,english,united states of america,"science fiction, fantasy comedy, supernatural, stop motion, action/adventure, fantasy, comedy, family film, action",144000000,128350574,0.5601220565744837,100796935,0.43987794342551634,229147509
ghosts of mars,2001,english,united states of america,"thriller, science fiction, horror, adventure, supernatural, action, space western",28000000,8709640,0.621636174068749,5301192,0.3783638259312509,14010832
gigli,2003,english,united states of america,"romantic comedy, crime thriller, romance film, crime fiction, comedy",54000000,6087542,0.8377879028803052,1178667,0.16221209711969475,7266209
ginger snaps 2: unleashed,2004,english,canada,"thriller, horror, creature film, addiction drama, comedy, feminist film, teen",3500000,80372,0.08517366538614386,863253,0.9148263346138561,943625
girl with a pearl earring,2003,english,"luxembourg, united kingdom","biography, costume drama, biopic [feature], period piece, drama, film adaptation, romantic drama, romance film",12000000,11670971,0.2694664541714485,31640435,0.7305335458285515,43311406
"girl, interrupted",1999,english,"united states of america, germany","melodrama, psychological thriller, period piece, drama, coming of age, biographical film",24000000,28912646,0.5979839382273561,19437559,0.402016061772644,48350205
gladiator,1992,american english,united states of america,"crime fiction, sports, drama, boxing, teen",103000000,187705427,0.4075379155626696,272878533,0.5924620844373304,460583960
gladiator,2000,english,"united states of america, united kingdom","tragedy, adventure, costume drama, epic, drama, war film, action, movies about gladiators, historical drama",103000000,187705427,0.4075379155626696,272878533,0.5924620844373304,460583960
glass,1958,dutch,netherlands,"short film, documentary",20000000,111048468,0.44959068848846817,135950571,0.5504093115115318,246999039
glee: the 3d concert movie,2011,english,united states of america,"rockumentary, musical, music",9000000,11862398,0.6356023536751768,6800840,0.3643976463248232,18663238
glitter,2001,english,united states of america,"romantic drama, musical, drama, romance film",8500000,4274407,0.8108265963738978,997259,0.18917340362610227,5271666
gloria,1980,english,united states of america,"crime fiction, thriller, gangster film, drama, suspense, crime thriller",30000000,4059673,0.9999332503108417,271,6.67496891582741e-05,4059944
glory road,2006,english,united states of america,"sports, period piece, drama, docudrama",30000000,42647449,0.9932228572112607,291000,0.006777142788739295,42938449
go,1999,english,united states of america,"crime fiction, black comedy, coming of age, comedy, thriller",20000000,16943454,0.5955180340860707,11508168,0.40448196591392926,28451622
god's army,2000,english,united states of america,drama,300000,2637726,0.9944245367132702,14789,0.005575463286729764,2652515
gods and generals,2003,english,united states of america,"history, war film, period piece, drama, costume drama, action",55000000,12882934,0.9968274370903725,41002,0.0031725629096275316,12923936
godsend,2004,english,"united states of america, canada","thriller, science fiction, horror, sci-fi horror, psychological thriller, drama",30000000,14379751,0.47740473643498843,15740920,0.5225952635650115,30120671
godzilla,1954,japanese,japan,"science fiction, horror, world cinema, doomsday film, black-and-white, monster, japanese movies",160000000,200676069,0.3792953050764426,328400000,0.6207046949235574,529076069
godzilla,1998,"french, japanese, russian, english, spanish","united states of america, japan","thriller, science fiction, horror, remake, monster, disaster, japanese movies, action",160000000,200676069,0.3792953050764426,328400000,0.6207046949235574,529076069
going in style,1979,english,united states of america,"crime fiction, heist, buddy film, caper story, action/adventure, comedy, crime comedy, action, slapstick",24000000,45018541,0.5282716703633779,40200000,0.47172832963662215,85218541
going the distance,1979,english,canada,documentary,32000000,17804299,0.4083181149248039,25799691,0.5916818850751961,43603990
going the distance,2004,english,canada,comedy,32000000,17804299,0.4083181149248039,25799691,0.5916818850751961,43603990
going the distance,2010,english,united states of america,"romantic comedy, romantic drama, romance film, drama, comedy",32000000,17804299,0.4083181149248039,25799691,0.5916818850751961,43603990
goldeneye,1995,"russian, english, spanish","united states of america, united kingdom","thriller, action thrillers, adventure, action/adventure, glamorized spy film, action, spy",60000000,106429941,0.3021912091787449,245764093,0.6978087908212551,352194034
goldfinger,1964,"chinese, english, spanish",united kingdom,"action/adventure, thriller, glamorized spy film, action, crime fiction",3000000,51081062,0.9973278884684154,136860,0.002672111531584589,51217922
gone baby gone,2007,english,united states of america,"thriller, detective fiction, detective, psychological thriller, mystery, drama, film adaptation, crime thriller",19000000,20292962,0.5862909474491587,14319481,0.41370905255084134,34612443
gone in 60 seconds,1974,english,united states of america,"thriller, crime fiction, heist, action/adventure, crime thriller, action",103300000,101648571,0.4285311374659147,135553728,0.5714688625340854,237202299
gone with the wind,1939,english,united states of america,"film adaptation, costume drama, roadshow theatrical release, epic, period piece, drama, war film, romantic drama, romance film",3900000,200882193,0.4992323131953307,201500000,0.5007676868046693,402382193
good dick,2008,english,united states of america,"romantic comedy, black comedy, romance film, indie, comedy",200000,27595,0.6911882576896102,12329,0.3088117423103897,39924
good luck chuck,2007,english,"united states of america, canada","romantic comedy, sex comedy, drama, comedy, fantasy, romance film",25000000,35017297,0.5858821942898177,24751198,0.41411780571018225,59768495
"good night, and good luck.",2005,english,"united states of america, france, japan, united kingdom","biography, japanese movies, history, docudrama, period piece, drama, political drama, historical drama",7000000,31558003,0.5775496914040545,23083188,0.4224503085959455,54641191
good will hunting,1997,english,united states of america,"drama, romantic drama, romance film, coming of age, indie",10000000,138433435,0.6127177900871555,87500000,0.38728220991284446,225933435
goodbye bafana,2007,"xhosa, english","belgium, luxembourg, france, italy, united kingdom, germany, south africa","social problem film, world cinema, docudrama, drama, film adaptation, biographical film, political drama",30000000,6317170,0.5,6317170,0.5,12634340
goodfellas,1990,"italian, english",united states of america,"thriller, crime fiction, gangster film, crime drama, drama, film adaptation, biographical film",25000000,46909721,0.9972986460979135,127063,0.0027013539020865032,47036784
gosford park,2001,english,"united states of america, italy, united kingdom","thriller, ensemble film, lgbt, comedy of manners, comedy-drama, mystery, period piece, drama, comedy, crime fiction, crime thriller, whodunit",18000000,41308615,0.47073175339930773,46445429,0.5292682466006923,87754044
gossip,2000,"italian, english",united states of america,"thriller, psychological thriller, mystery, drama, suspense, teen",14000000,5108820,0.4057430267161295,7482450,0.5942569732838705,12591270
gothika,2003,english,united states of america,"thriller, horror, supernatural, psychological thriller, mystery, crime thriller",40000000,59694580,0.42159772444814486,81896744,0.5784022755518552,141591324
gracie,2007,english,united states of america,"sports, coming of age, period piece, drama, teen",9000000,2956339,0.7725823766884582,870229,0.22741762331154183,3826568
gran torino,2008,"hmong, english","united states of america, germany","tragedy, drama, indie",25000000,148095302,0.5394246298354227,126447783,0.4605753701645773,274543085
grand theft parsons,2003,english,"united states of america, united kingdom","crime fiction, indie, road movie, comedy-drama, period piece, drama, comedy, black comedy",1200000,6876,0.5,6876,0.5,13752
grave encounters,2011,english,canada,horror,2000000,4055919,0.5,4055919,0.5,8111838
gravity,2013,"english, spanish",united states of america,"thriller, science fiction",110000000,274092705,0.37900369169238235,449100000,0.6209963083076177,723192705
grease,1978,english,united states of america,"romantic comedy, lgbt, musical, comedy, romance film, teen",6000000,190071103,0.4796491633153478,206200000,0.5203508366846522,396271103
green lantern,2011,english,united states of america,"thriller, science fiction, adventure, action/adventure, fantasy, action",200000000,116601172,0.49157080893343985,120600000,0.5084291910665601,237201172
green zone,2010,"arabic, english","united states of america, spain, united kingdom, france","thriller, action/adventure, action, drama, war film",100000000,35497337,0.36398931247207067,62025683,0.6360106875279293,97523020
gremlins,1984,"english, spanish",united states of america,"horror, creature film, cult, fantasy, comedy, black comedy, horror comedy",11000000,153642180,0.9983319567801952,256710,0.0016680432198048992,153898890
gridiron gang,2006,english,united states of america,"sports, crime fiction, drama",30000000,38432823,0.9265196367355144,3048028,0.07348036326448558,41480851
griff the invisible,2010,english,australia,"romantic comedy, indie, world cinema, superhero movie, action/adventure, drama, comedy, romance film, action",2900000,147831,0.5,147831,0.5,295662
grind,2003,english,united states of america,"action/adventure, adventure, sports, comedy, action, teen",6000000,5123696,0.9966019381595537,17470,0.003398061840446311,5141166
grindhouse,2007,"english, spanish",united states of america,"thriller, horror, creature film, zombie film, action, slasher",53000000,25037897,0.4988160590584068,25156752,0.5011839409415932,50194649
groove,2000,english,united states of america,"ensemble film, dance, indie, drama, romantic drama, romance film, musical drama",500000,1115313,0.959821032856254,46688,0.040178967143746004,1162001
groundhog day,1993,"french, italian, english",united states of america,"romantic comedy, drama, comedy, fantasy, time travel, fantasy comedy, romantic fantasy, romance film",14600000,71107962,0.9999911543740193,629,8.845625980691982e-06,71108591
grown ups,2010,english,united states of america,"buddy film, comedy, slapstick",75000000,162001186,0.5951037572335343,110222244,0.40489624276646574,272223430
guess who,2005,english,switzerland,"romantic comedy, romance film, comedy of manners, comedy, domestic comedy",35000000,68915888,0.6682981795468268,34205578,0.33170182045317315,103121466
gulliver's travels,1939,english,united states of america,"adventure, musical, drama, family film, animation",112000000,42779261,0.1802121918526809,194603463,0.8197878081473191,237382724
gulliver's travels,1978,english,"belgium, united kingdom","adventure, animation",112000000,42779261,0.1802121918526809,194603463,0.8197878081473191,237382724
gulliver's travels,1996,english,"united states of america, united kingdom","family film, fantasy, adventure",112000000,42779261,0.1802121918526809,194603463,0.8197878081473191,237382724
gulliver's travels,2010,english,united states of america,"family film, fantasy adventure, fantasy, comedy, adventure",112000000,42779261,0.1802121918526809,194603463,0.8197878081473191,237382724
hair,1979,english,"united states of america, germany","lgbt, anti-war, period piece, cult, musical, drama, comedy, war film",11000000,15284643,0.9981086753831854,28963,0.0018913246168146157,15313606
hairspray,1988,english,united states of america,"cult, musical, comedy, teen",75000000,118871849,0.5839849795916956,84681073,0.4160150204083044,203552922
hairspray,2007,english,"united states of america, united kingdom","lgbt, parody, comedy film, cult, musical, romance film",75000000,118871849,0.5839849795916956,84681073,0.4160150204083044,203552922
half nelson,2006,english,united states of america,"drama, social problem film",700000,2697938,0.5788968992685519,1962543,0.42110310073144813,4660481
half past dead,2002,english,"united states of america, germany","thriller, action/adventure, action thrillers, crime thriller, action, prison",25000000,15567860,0.809423041727672,3665420,0.19057695827232796,19233280
hall pass,2011,english,united states of america,"romantic comedy, romance film, comedy",68000000,45060734,0.5169087729954553,42112741,0.48309122700454465,87173475
halloween,1978,english,united states of america,"thriller, horror, indie, cult, slasher, teen",15000000,58272029,0.7242274724379335,22188919,0.2757725275620665,80460948
halloween,2007,english,united states of america,"cult, horror, slasher",15000000,58272029,0.7242274724379335,22188919,0.2757725275620665,80460948
halloween ii,2009,english,united states of america,"thriller, cult, horror, slasher",2500000,33392973,0.8470758584402757,6028494,0.1529241415597243,39421467
hamlet,1908,french,france,"silent film, drama",18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,1913,english,united kingdom,drama,18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,1921,german,germany,drama,18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,1948,english,united kingdom,"tragedy, costume drama, roadshow theatrical release, black-and-white, drama, film adaptation",18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,1964,russian,"soviet union, russia","tragedy, drama, world cinema",18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,1969,english,united kingdom,drama,18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,1990,english,"france, united states of america, united kingdom","costume drama, romance film, drama, period piece, film adaptation",18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,1996,english,"united states of america, united kingdom","costume drama, period piece, drama, film adaptation",18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet,2000,english,united states of america,"thriller, crime fiction, tragedy, indie, drama, film adaptation, romance film",18000000,4501094,0.63131870058502,2628576,0.36868129941497996,7129670
hamlet 2,2008,"english, spanish",united states of america,"parody, musical, musical comedy, comedy, indie",9000000,4886216,0.9920670628803838,39072,0.007932937119616153,4925288
hancock,2008,"japanese, english",united states of america,"crime fiction, science fiction, superhero movie, action comedy, superhero, fantasy, comedy, action",150000000,227946274,0.3621394137425167,401497154,0.6378605862574833,629443428
hanging up,2000,english,"united states of america, germany","drama, family drama, comedy-drama, domestic comedy, comedy",40000000,36050230,0.6948766273212875,15829814,0.3051233726787125,51880044
hanna,2011,"arabic, italian, spanish, french, english, german","united states of america, united kingdom, germany","thriller, crime fiction, adventure, action/adventure, mystery, crime thriller, action",30000000,40259119,0.6161133008488929,25084575,0.38388669915110707,65343694
hannibal,2001,"japanese, italian, english","united states of america, united kingdom","thriller, horror, psychological thriller, action/adventure, mystery, drama, suspense, film adaptation, crime thriller, action",87000000,165092268,0.46942251229702897,186600000,0.5305774877029711,351692268
hannibal rising,2007,"russian, german, english","france, italy, czech republic, united kingdom","thriller, horror, war film, psychological thriller, cult, drama, suspense, film adaptation, crime thriller, slasher",50000000,27670986,0.33675337791641524,54498898,0.6632466220835848,82169884
happily n'ever after,2007,english,"united states of america, germany","parody, ""childrens/family"", computer animation, fairy tale, animation, fantasy, comedy, family film",47000000,15849032,0.41332271859242004,22496385,0.5866772814075799,38345417
happiness,1998,"russian, english",united states of america,"drama, black comedy, comedy-drama, comedy, indie",3000000,2982011,0.9998960541135579,310,0.00010394588644213685,2982321
happy feet,2006,english,"united states of america, australia","adventure, ""childrens/family"", computer animation, animation, adventure comedy, comedy, music, romance film, family film",85000000,198000317,0.5142861142111735,187000000,0.4857138857888265,385000317
happy feet two,2011,english,australia,"family film, comedy, animation",135000000,64006466,0.4020601137367179,95189793,0.5979398862632821,159196259
happy gilmore,1996,english,united states of america,"sports, comedy, slapstick",10000000,38824099,0.9422158893490342,2381000,0.057784110650965795,41205099
hard candy,2005,english,united states of america,"thriller, indie, psychological thriller, erotic thriller, drama, suspense",950000,1024640,0.14591419879414014,5997569,0.8540858012058599,7022209
hardball,2001,"german, english","united states of america, germany","sports, drama, comedy",21000000,40222729,0.912030615847137,3879660,0.08796938415286301,44102389
harold & kumar escape from guantanamo bay,2008,english,united states of america,"buddy film, adventure, cult, comedy, stoner film, slapstick",12000000,38108728,0.8761455335731966,5387160,0.12385446642680338,43495888
harold & kumar go to white castle,2004,"hindi, english","united states of america, canada, germany","buddy film, adventure, cult, comedy, stoner film, slapstick",9000000,18250550,0.7624439213285191,5686358,0.23755607867148087,23936908
harry brown,2009,english,united kingdom,"thriller, crime fiction, action/adventure, drama, crime thriller, action",7300000,1818681,0.1753545381451448,8552770,0.8246454618548552,10371451
harry potter and the chamber of secrets,2002,english,"united states of america, united kingdom, germany","fantasy adventure, adventure, ""childrens/family"", mystery, fantasy, ""childrens fantasy"", family film",100000000,262233381,0.2982551004982359,616991754,0.7017448995017641,879225135
harry potter and the goblet of fire,2005,"french, english, spanish","united states of america, united kingdom","thriller, science fiction, fantasy adventure, adventure, supernatural, ""childrens/family"", mystery, fantasy, ""childrens fantasy"", family film",150000000,290201752,0.32348881801214635,606898042,0.6765111819878536,897099794
harry potter and the half-blood prince,2009,"croatian, english","united states of america, united kingdom","fantasy adventure, adventure, ""childrens/family"", mystery, fantasy, ""childrens fantasy"", family film, action, romance film",250000000,302334374,0.3213041945298128,638625561,0.6786958054701873,940959935
harry potter and the order of the phoenix,2007,english,"united states of america, united kingdom","mystery, family film, fantasy adventure, fantasy, adventure",150000000,292137260,0.30977049403747337,650939197,0.6902295059625266,943076457
harry potter and the prisoner of azkaban,2004,english,"united states of america, united kingdom","fantasy adventure, adventure, ""childrens/family"", mystery, fantasy, ""childrens fantasy"", family film",130000000,249757726,0.31340874753136133,547149597,0.6865912524686387,796907323
harsh times,2005,"korean, english, spanish",united states of america,"crime fiction, thriller, gangster film, indie, drama, action",2000000,3337931,0.5591447688898686,2631777,0.44085523111013136,5969708
hart's war,2002,english,united states of america,"crime fiction, period piece, drama, war film, political drama, courtroom drama",70000000,19077641,0.576753372466918,14000000,0.42324662753308195,33077641
havoc,2005,"english, spanish","united states of america, germany","crime fiction, crime thriller, drama, indie, teen",9000000,371000,0.5,371000,0.5,742000
haywire,2011,english,united states of america,"thriller, action, spy",23000000,18942396,0.5207574495459756,17432304,0.47924255045402436,36374700
he's just not that into you,2009,english,"united states of america, netherlands, germany","romantic comedy, ensemble film, romance film, drama, comedy",40000000,93953653,0.5189271211461914,87100004,0.4810728788538085,181053657
head of state,2003,english,united states of america,"political cinema, political satire, satire, comedy",35200000,38125247,0.9871691625939029,495537,0.012830837406097194,38620784
