Name,Year,Languages,Countries,Genres,Budget,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,worldwide_gross
charlie and the chocolate factory,2005,english,"united states of america, united kingdom","adventure, ""childrens/family"", remake, fantasy, ""childrens fantasy"", family film, comedy",150000000.0,206459076.0,0.433896634254251,269366408.0,0.5661033657457489,475825484.0
charlie st. cloud,2010,english,"united states of america, canada","drama, romantic drama, romance film, fantasy, film adaptation",44000000.0,31206263.0,0.6437189844384114,17271821.0,0.3562810155615886,48478084.0
charlie wilson's war,2007,"arabic, dari, russian, hebrew, english, urdu","united states of america, germany","biography, history, docudrama, drama, comedy, film adaptation, biographical film, political drama, spy",75000000.0,66661095.0,0.5577738215106736,52851676.0,0.4422261784893265,119512771.0
charlie's angels,2000,"japanese, finnish, english, german, cantonese","united states of america, germany","crime fiction, parody, buddy film, action comedy, action/adventure, martial arts film, comedy, action",90000000.0,125305545.0,0.4744525337398728,138800000.0,0.5255474662601272,264105545.0
charlie's angels: full throttle,2003,"standard mandarin, english, spanish",united states of america,"crime fiction, adventure, action comedy, action/adventure, martial arts film, comedy, action",120000000.0,100830111.0,0.3890413984195159,158345677.0,0.6109586015804841,259175788.0
charlotte's web,1973,english,united states of america,"family drama, animation, musical, ""childrens"", drama, music, family film",82500000.0,82985708.0,0.5570863239532079,65978114.0,0.4429136760467921,148963822.0
charlotte's web,2006,english,"united states of america, germany","family film, ""childrens"", fantasy, comedy, animation",82500000.0,82985708.0,0.5570863239532079,65978114.0,0.4429136760467921,148963822.0
chasing liberty,2004,"italian, spanish, french, hebrew, english, german","united states of america, united kingdom","romantic comedy, road movie, romance film, comedy, teen",23000000.0,12195626.0,0.990441491707803,117697.0,0.0095585082921969,12313323.0
chasing papi,2003,"english, spanish",united states of america,"romantic comedy, romance film, comedy, chase movie",9000000.0,6130049.0,0.4841606108241493,6531140.0,0.5158393891758507,12661189.0
cheaper by the dozen,2003,english,united states of america,"family film, drama, comedy",40000000.0,138614544.0,0.7287366814541406,51597569.0,0.2712633185458594,190212113.0
cheaper by the dozen,1950,english,united states of america,"family film, drama, comedy",40000000.0,138614544.0,0.7287366814541406,51597569.0,0.2712633185458594,190212113.0
cheaper by the dozen 2,2005,english,"united states of america, canada","family film, domestic comedy, comedy, adventure",60000000.0,82571173.0,0.6115688714755576,52444157.0,0.3884311285244424,135015330.0
chernobyl diaries,2012,"ukrainian, russian, english",united states of america,horror,1000000.0,18119640.0,0.4272318965787783,24292081.0,0.5727681034212216,42411721.0
chicago,1927,"silent film, english",united states of america,"crime fiction, silent film, indie, roadshow theatrical release, comedy-drama, black-and-white, drama, comedy",30000000.0,170687518.0,0.556390039385386,136089214.0,0.443609960614614,306776732.0
chicago,2002,"english, hungarian","united states of america, canada, germany","crime fiction, musical, drama, comedy",30000000.0,170687518.0,0.556390039385386,136089214.0,0.443609960614614,306776732.0
chicken little,2005,english,united states of america,"science fiction, adventure, computer animation, animation, comedy, family film",150000000.0,135386665.0,0.4305741928601433,179046172.0,0.5694258071398567,314432837.0
chicken little,1943,english,united states of america,short film,150000000.0,135386665.0,0.4305741928601433,179046172.0,0.5694258071398567,314432837.0
chicken run,2000,english,united kingdom,"adventure, ""childrens/family"", stop motion, animation, adventure comedy, comedy, escape film, fantasy, family film, family-oriented adventure",42000000.0,106834564.0,0.4689128906709695,121000000.0,0.5310871093290305,227834564.0
child's play,1972,english,united states of america,"mystery, drama",9000000.0,33244684.0,0.6792481635147407,15698671.0,0.3207518364852593,48943355.0
child's play,1988,english,united states of america,"horror, indie, supernatural, psychological thriller, cult, mystery, slasher",9000000.0,33244684.0,0.6792481635147407,15698671.0,0.3207518364852593,48943355.0
children of men,2006,"arabic, italian, spanish, english, romanian, german","united states of america, united kingdom","thriller, action thrillers, science fiction, future noir, adventure, doomsday film, action/adventure, mystery, drama, film adaptation, action, dystopia",76000000.0,35552383.0,0.5046056980145133,34903387.0,0.4953943019854868,70455770.0
chocolat,1988,french,"france, west germany, cameroon, germany","drama, comedy, world cinema",25000000.0,71509363.0,0.4682998578139641,81190583.0,0.5317001421860359,152699946.0
chocolat,2000,"french, english","united states of america, united kingdom","mystery, romance film, drama",25000000.0,71509363.0,0.4682998578139641,81190583.0,0.5317001421860359,152699946.0
christmas with the kranks,2004,"english, spanish",united states of america,"holiday film, christmas movie, comedy, film adaptation, family film, slapstick",50000000.0,73780539.0,0.7639913461888935,22791941.0,0.2360086538111064,96572480.0
cinderella,1950,english,united states of america,"romance film, fantasy, family film, musical, animation",95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella,1914,"silent film, english",united states of america,"silent film, fantasy, black-and-white",95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella,1957,english,united states of america,"romantic drama, musical, drama, romance film, television movie",95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella,2000,english,united kingdom,"fantasy, romance film, drama",95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella,1947,russian,soviet union,musical,95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella,1994,english,"united states of america, japan","japanese movies, fantasy, adventure, animation",95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella,1979,russian,soviet union,"animation, short film, musical, fantasy, family film, romance film",95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella,2006,korean,south korea,"horror, world cinema",95000000.0,201151353.0,0.3708875286976559,341200000.0,0.6291124713023442,542351353.0
cinderella man,2005,english,united states of america,"biography, boxing, sports, period piece, drama, romantic drama, biographical film, romance film",88000000.0,61649911.0,0.5679930122662437,46890000.0,0.4320069877337563,108539911.0
cirque du freak: the vampire's assistant,2009,english,united states of america,"thriller, horror, creature film, action/adventure, fantasy, ""childrens fantasy""",40000000.0,14046595.0,0.3533382852932099,25707362.0,0.64666171470679,39753957.0
clash of the titans,2010,english,"united states of america, united kingdom","adventure, remake, action/adventure, fantasy, drama, action",125000000.0,163214888.0,0.330920370054525,330000105.0,0.6690796299454749,493214993.0
clash of the titans,1981,english,united states of america,"adventure, stop motion, costume drama, action/adventure, fantasy, monster, family film, romance film",125000000.0,163214888.0,0.330920370054525,330000105.0,0.6690796299454749,493214993.0
clerks ii,2006,english,united states of america,"buddy film, comedy, workplace comedy",5000000.0,24148068.0,0.8831779218137383,3194178.0,0.1168220781862616,27342246.0
click,2008,hindi,india,"thriller, remake, horror, world cinema",82500000.0,137355633.0,0.570685530699948,103329693.0,0.4293144693000519,240685326.0
click,2006,"japanese, english, portuguese",united states of america,"science fiction, comedy-drama, drama, comedy, fantasy, time travel, romance film",82500000.0,137355633.0,0.570685530699948,103329693.0,0.4293144693000519,240685326.0
clockstoppers,2002,english,united states of america,"thriller, science fiction, adventure, comedy, family film, teen",26000000.0,36989956.0,0.9535144524891076,1803327.0,0.0464855475108925,38793283.0
closer,2004,english,"united states of america, united kingdom","romantic drama, romance film, drama, film adaptation",35000000.0,33987757.0,0.2925497618109913,82189938.0,0.7074502381890087,116177695.0
cloud atlas,2012,english,united states of america,science fiction,102000000.0,27108272.0,0.2074509657890403,103564882.0,0.7925490342109597,130673154.0
cloudy with a chance of meatballs,2009,english,united states of america,"adventure, computer animation, animation, ""childrens"", fantasy, comedy, disaster, family film",100000000.0,124870275.0,0.513856490185766,118135851.0,0.486143509814234,243006126.0
cloverfield,2008,"english, russian",united states of america,"thriller, monster movie, science fiction, horror, doomsday film, sci-fi horror, creature film, action/adventure, mystery, archives and records, monster, disaster, action",25000000.0,80048433.0,0.4643337321480342,92345747.0,0.5356662678519658,172394180.0
coach carter,2005,english,"united states of america, germany","sports, drama, biography, coming of age, docudrama",45000000.0,67264877.0,0.8773349196735903,9404677.0,0.1226650803264096,76669554.0
cold mountain,2003,english,"united states of america, italy, romania, united kingdom","anti-war, period piece, drama, war film, romance film, anti-war film",80000000.0,95636509.0,0.5527690268394013,77377000.0,0.4472309731605987,173013509.0
collateral,2004,"english, spanish",united states of america,"crime fiction, thriller, drama, crime thriller",60000000.0,101005703.0,0.4586166790603475,119234222.0,0.5413833209396525,220239925.0
collateral damage,2002,"english, spanish",united states of america,"thriller, action/adventure, tragedy, action, drama",85000000.0,40077257.0,0.5113040698800457,38305176.0,0.4886959301199543,78382433.0
colombiana,2011,"english, spanish","france, united states of america","action/adventure, thriller, action, drama",40000000.0,36665854.0,0.5071681460951065,35629408.0,0.4928318539048935,72295262.0
conan the barbarian,2011,english,"united states of america, bulgaria","thriller, fantasy adventure, adventure, action/adventure, fantasy, sword and sorcery, action, sword and sorcery films",90000000.0,21295021.0,0.3352317448706169,42228262.0,0.664768255129383,63523283.0
conan the barbarian,1982,english,united states of america,"thriller, fantasy adventure, adventure, costume drama, action/adventure, fantasy, sword and sorcery, action, sword and sorcery films",90000000.0,21295021.0,0.3352317448706169,42228262.0,0.664768255129383,63523283.0
confessions of a dangerous mind,2002,english,"united states of america, united kingdom, germany","crime fiction, thriller, biography, comedy film, biopic [feature], comedy-drama, action/adventure, period piece, drama, comedy, film adaptation, biographical film, action, romance film",29000000.0,16007718.0,0.4848795223695057,17006087.0,0.5151204776304943,33013805.0
confessions of a teenage drama queen,2004,english,"united states of america, germany","teen, romance film, family film, comedy, musical",15000000.0,29331068.0,0.8820872437626853,3920822.0,0.1179127562373146,33251890.0
constantine,2005,"tagalog, filipino, english","united states of america, germany","fantasy, horror, action, drama, mystery",75000000.0,75976178.0,0.3290654113770573,154908550.0,0.6709345886229426,230884728.0
contraband,1940,"english, danish",united kingdom,"black-and-white, spy",25000000.0,66528000.0,0.676050464167359,31878855.0,0.3239495358326409,98406855.0
contraband,1980,italian,italy,"crime fiction, thriller, world cinema, action/adventure, crime thriller, action",25000000.0,66528000.0,0.676050464167359,31878855.0,0.3239495358326409,98406855.0
contraband,2012,english,"united states of america, united kingdom","thriller, crime fiction, action, drama",25000000.0,66528000.0,0.676050464167359,31878855.0,0.3239495358326409,98406855.0
cop out,2010,english,united states of america,"crime fiction, detective fiction, buddy film, detective, action/adventure, comedy, action",37000000.0,44875481.0,0.8026391206854027,11034429.0,0.1973608793145973,55909910.0
coraline,2009,"russian, english",united states of america,"thriller, adventure, stop motion, animation, ""childrens"", fantasy, ""childrens fantasy"", family film",60000000.0,75286229.0,0.5973340761201684,50750828.0,0.4026659238798316,126037057.0
corky romano,2001,english,united states of america,"crime fiction, gangster film, crime comedy, comedy, slapstick",11000000.0,23980304.0,0.9488600212592596,1292448.0,0.0511399787407402,25272752.0
corpse bride,2005,english,"united states of america, united kingdom","romantic comedy, stop motion, costume drama, animation, musical, fantasy, comedy, black comedy",30000000.0,53359111.0,0.4518480248543587,64731725.0,0.5481519751456413,118090836.0
country strong,2010,english,united states of america,"music, romance film, drama, romantic drama",15000000.0,20218921.0,0.9814063565810424,383066.0,0.0185936434189575,20601987.0
couples retreat,2009,english,united states of america,"romantic comedy, romance film, sex comedy, comedy",60000000.0,109205660.0,0.6332582901231851,63244763.0,0.3667417098768148,172450423.0
courageous,2011,english,united states of america,drama,2000000.0,34522221.0,0.981138373559124,663663.0,0.0188616264408761,35185884.0
coyote ugly,2000,english,united states of america,"romantic comedy, comedy-drama, musical, coming of age, comedy, drama, romantic drama, romance film",45000000.0,60786269.0,0.5336038490798092,53130205.0,0.4663961509201909,113916474.0
cradle 2 the grave,2003,english,united states of america,"thriller, crime fiction, buddy film, master criminal films, action/adventure, martial arts film, crime thriller, action thrillers, action",25000000.0,34712347.0,0.6144913897184325,21777211.0,0.3855086102815674,56489558.0
crank,2006,"korean, english, spanish",united states of america,"thriller, action thrillers, action/adventure, crime fiction, crime thriller, action",12000000.0,27838408.0,0.6337724940348786,16086515.0,0.3662275059651214,43924923.0
crash,1996,"swedish, english","france, canada, united kingdom","lgbt, thriller, erotica, psychological thriller, erotic thriller, drama, film adaptation, indie",10000000.0,54580300.0,0.5435260606268221,45838620.0,0.4564739393731779,100418920.0
crash,2004,"standard mandarin, persian, korean, english, spanish","united states of america, germany","crime fiction, drama, indie",10000000.0,54580300.0,0.5435260606268221,45838620.0,0.4564739393731779,100418920.0
crash,1978,english,united states of america,drama,10000000.0,54580300.0,0.5435260606268221,45838620.0,0.4564739393731779,100418920.0
crash,1974,norwegian,norway,drama,10000000.0,54580300.0,0.5435260606268221,45838620.0,0.4564739393731779,100418920.0
crazy heart,2009,"english, spanish",united states of america,"music, romance film, drama, romantic drama",8500000.0,39471742.0,0.8324342126033414,7945509.0,0.1675657873966586,47417251.0
crazy/beautiful,2001,english,united states of america,"romantic drama, romance film, drama, teen",13000000.0,16937988.0,0.8495334634567941,3000000.0,0.1504665365432058,19937988.0
criminal,2004,english,united states of america,"thriller, crime fiction, indie, heist, drama, comedy, crime thriller",31500000.0,14708696.0,0.3790510940459143,24095297.0,0.6209489059540857,38803993.0
criminal,1995,"hindi, telugu",india,"thriller, action",31500000.0,14708696.0,0.3790510940459143,24095297.0,0.6209489059540857,38803993.0
crocodile dundee in los angeles,2001,english,"australia, new zealand","adventure, world cinema, action comedy, action/adventure, drama, comedy, action",25000000.0,25635682.0,0.6500137910316153,13802992.0,0.3499862089683846,39438674.0
crossroads,2002,english,united states of america,"romantic comedy, adventure, comedy-drama, musical, coming of age, comedy, drama, romantic drama, romance film, teen",12000000.0,37191304.0,0.6082871682076668,23949726.0,0.3917128317923332,61141030.0
crossroads,1942,english,united states of america,"mystery, drama, film noir, black-and-white",12000000.0,37191304.0,0.6082871682076668,23949726.0,0.3917128317923332,61141030.0
crossroads,1986,english,united states of america,"mystery, romance film, drama, music",12000000.0,37191304.0,0.6082871682076668,23949726.0,0.3917128317923332,61141030.0
crossroads,1937,standard mandarin,china,"drama, chinese movies, black-and-white",12000000.0,37191304.0,0.6082871682076668,23949726.0,0.3917128317923332,61141030.0
"crouching tiger, hidden dragon",2000,standard mandarin,"united states of america, hong kong, china, taiwan","adventure, period piece, martial arts film, fantasy, drama, romance film, action, chinese movies",15000000.0,128078872.0,0.5998287344622477,85446864.0,0.4001712655377523,213525736.0
cry wolf,1947,english,united states of america,"mystery, black-and-white",1000000.0,10047674.0,0.3083394156238392,22538734.0,0.6916605843761607,32586408.0
cry wolf,2005,english,united states of america,"cult, horror, slasher, teen",1000000.0,10047674.0,0.3083394156238392,22538734.0,0.6916605843761607,32586408.0
curious george,2006,english,united states of america,"adventure, family film, ""childrens"", comedy, animation",50000000.0,58640119.0,0.8253056988593972,12412485.0,0.1746943011406028,71052604.0
cursed,2004,japanese,japan,"japanese movies, horror, supernatural",35000000.0,19297522.0,0.6514652321698245,10324200.0,0.3485347678301754,29621722.0
daddy day camp,2007,english,united states of america,"family film, comedy, slapstick",6000000.0,13235267.0,0.7268182335383796,4974605.0,0.2731817664616204,18209872.0
daddy day care,2003,"klingon, english, german",united states of america,"workplace comedy, ""childrens"", comedy, family film, domestic comedy, slapstick",60000000.0,104297061.0,0.6342796827857853,60136806.0,0.3657203172142148,164433867.0
dance flick,2009,english,united states of america,"parody, musical, action, comedy, dance",25000000.0,25794018.0,0.8004443434312841,6430606.0,0.1995556565687159,32224624.0
dancer in the dark,2000,english,"united states of america, spain, denmark, sweden, iceland, norway, france, italy, argentina, united kingdom, germany, finland, netherlands","crime fiction, melodrama, indie, musical, drama, musical drama",12500000.0,4184036.0,0.0917873090482817,41400000.0,0.9082126909517184,45584036.0
daredevil,2003,"greek, italian, english",united states of america,"thriller, crime fiction, action, fantasy, superhero movie",80000000.0,102543518.0,0.5610138164307377,80239000.0,0.4389861835692623,182782518.0
dark blue,2002,english,"united states of america, united kingdom, germany","thriller, crime fiction, crime drama, period piece, drama, crime thriller, action",15000000.0,9250301.0,0.7535950610090709,3024595.0,0.2464049389909291,12274896.0
dark shadows,2012,english,united states of america,"thriller, comedy-drama, horror, drama, mystery",150000000.0,79727149.0,0.3247182616045446,165800000.0,0.6752817383954554,245527149.0
dark shadows,2004,english,united states of america,"horror, drama",150000000.0,79727149.0,0.3247182616045446,165800000.0,0.6752817383954554,245527149.0
darkness,2002,english,"united states of america, spain","horror, haunted house film",10600000.0,22163442.0,0.6441137293316214,12245764.0,0.3558862706683787,34409206.0
darkness falls,2003,english,"united states of america, australia","thriller, horror, teen, supernatural",7000000.0,32551396.0,0.685457980848262,14937140.0,0.314542019151738,47488536.0
darkness falls,1999,english,united kingdom,"thriller, erotic thriller, drama, indie, psychological thriller",7000000.0,32551396.0,0.685457980848262,14937140.0,0.314542019151738,47488536.0
date movie,2006,english,"switzerland, united states of america","romantic comedy, parody, romance film, comedy",20000000.0,48548426.0,0.5661687803969897,37200608.0,0.4338312196030103,85749034.0
date night,2010,"hebrew, english",united states of america,"romantic comedy, crime fiction, chase movie, screwball comedy, action comedy, action/adventure, thriller, comedy, romance film, action",55000000.0,98711404.0,0.6482697240219553,53557629.0,0.3517302759780447,152269033.0
dawn of the dead,2004,english,"united states of america, france, japan, canada","thriller, science fiction, horror, doomsday film, cult, drama, zombie film, action",28000000.0,59020957.0,0.5703441027699729,44462110.0,0.429655897230027,103483067.0
dawn of the dead,1978,english,"united states of america, italy","horror, indie, doomsday film, cult, splatter film, zombie film",28000000.0,59020957.0,0.5703441027699729,44462110.0,0.429655897230027,103483067.0
daybreakers,2009,english,"united states of america, australia","thriller, science fiction, horror, world cinema, creature film, drama, disaster, action, dystopia",20000000.0,30101577.0,0.585115806915135,21343926.0,0.4148841930848649,51445503.0
dead silence,2007,english,united states of america,"cult, mystery, horror, thriller, supernatural",20000000.0,16809076.0,0.7510070906383138,5572971.0,0.2489929093616861,22382047.0
dear john,1964,swedish,sweden,drama,25000000.0,80014842.0,0.5633518636788731,62018667.0,0.4366481363211268,142033509.0
dear john,2010,english,united states of america,"romantic drama, romance film, film adaptation, drama, war film",25000000.0,80014842.0,0.5633518636788731,62018667.0,0.4366481363211268,142033509.0
death at a funeral,2007,english,"united states of america, germany, united kingdom, netherlands","black comedy, comedy",21000000.0,42739347.0,0.5279830472603191,38208985.0,0.4720169527396809,80948332.0
death at a funeral,2010,english,united states of america,comedy,21000000.0,42739347.0,0.5279830472603191,38208985.0,0.4720169527396809,80948332.0
death race,2008,english,"united states of america, united kingdom, germany","thriller, crime fiction, science fiction, sports, action/adventure, auto racing, action, dystopia",65000000.0,36316032.0,0.477752413409918,39698303.0,0.522247586590082,76014335.0
death wish,1974,"italian, german, english",united states of america,"thriller, crime fiction, action/adventure, drama, film adaptation, crime thriller, action",30000000.0,34017028.0,0.6863431801852643,15545682.0,0.3136568198147357,49562710.0
deck the halls,2006,english,united states of america,"christmas movie, family film, comedy",51000000.0,35093569.0,0.7429918791984617,12139207.0,0.2570081208015383,47232776.0
deck the halls,2005,english,canada,"christmas movie, family film",51000000.0,35093569.0,0.7429918791984617,12139207.0,0.2570081208015383,47232776.0
defiance,1980,english,united states of america,"crime fiction, drama",50000000.0,28644813.0,0.5405930774118111,24342941.0,0.4594069225881889,52987754.0
defiance,2008,"russian, english, german",united states of america,"thriller, history, action, drama, war film",50000000.0,28644813.0,0.5405930774118111,24342941.0,0.4594069225881889,52987754.0
"definitely, maybe",2008,english,"united states of america, france, united kingdom","romantic comedy, romance film, drama, comedy",7000000.0,32241649.0,0.5758434867440161,23748650.0,0.4241565132559838,55990299.0
deliver us from evil,2006,english,united states of america,"crime fiction, indie, documentary",30000000.0,30577122.0,0.3476386734196624,57379496.0,0.6523613265803376,87956618.0
derailed,2005,"french, english","united states of america, united kingdom","thriller, crime thriller, drama, psychological thriller",22000000.0,36024076.0,0.6262434532629433,21500000.0,0.3737565467370566,57524076.0
derailed,2002,english,united states of america,"thriller, disaster, action, martial arts film, action/adventure",22000000.0,36024076.0,0.6262434532629433,21500000.0,0.3737565467370566,57524076.0
despicable me,2010,english,united states of america,"crime fiction, adventure, superhero movie, computer animation, ""childrens/family"", superhero, animation, fantasy, comedy, family film, family-oriented adventure",69000000.0,251639815.0,0.4629217396246048,291950588.0,0.5370782603753952,543590403.0
despicable me 2,2013,english,united states of america,"comedy film, family film, animation",76000000.0,368065385.0,0.3774190229191439,607151450.0,0.622580977080856,975216835.0
deuce bigalow: european gigolo,2005,"dutch, english",united states of america,"gross out, sex comedy, gross-out film, comedy, slapstick",22000000.0,22400154.0,0.4947744665616927,22873310.0,0.5052255334383072,45273464.0
devil,2010,"ukrainian, english",united states of america,"thriller, mystery, horror",10000000.0,33679655.0,0.5316095968132393,29674459.0,0.4683904031867607,63354114.0
devil,2011,spanish,argentina,drama,10000000.0,33679655.0,0.5316095968132393,29674459.0,0.4683904031867607,63354114.0
dhoom 3,2013,hindi,india,"action, buddy cop",24000000.0,8031955.0,0.0912390847164532,80000000.0,0.9087609152835469,88031955.0
diary of a mad black woman,2005,english,united states of america,"romantic comedy, comedy-drama, drama, comedy, romantic drama, romance film",5500000.0,50633099.0,0.9989738603501868,52010.0,0.0010261396498131,50685109.0
diary of a wimpy kid,2010,english,united states of america,"family film, comedy",15000000.0,64003625.0,0.8317094152139183,12950686.0,0.1682905847860817,76954311.0
diary of a wimpy kid: dog days,2012,english,"united states of america, canada","family film, comedy",22000000.0,49008662.0,0.6345831354118386,28221033.0,0.3654168645881613,77229695.0
diary of a wimpy kid: rodrick rules,2011,english,united states of america,"family film, comedy",18000000.0,52698535.0,0.7150878115606834,20996659.0,0.2849121884393167,73695194.0
dickie roberts: former child star,2003,english,united states of america,"parody, comedy, slapstick",17000000.0,22738671.0,0.9566320796331266,1030834.0,0.0433679203668734,23769505.0
did you hear about the morgans?,2009,"ukrainian, italian, english, spanish",united states of america,"romantic comedy, romance film, drama, comedy",58000000.0,29580087.0,0.3468574142313138,55700163.0,0.6531425857686862,85280250.0
die another day,2002,"italian, korean, spanish, cantonese, english, icelandic, german","united states of america, united kingdom","thriller, glamorized spy film, action, adventure",142000000.0,160942139.0,0.3725761585411187,271028977.0,0.6274238414588812,431971116.0
digimon: the movie,2000,english,"united states of america, japan","thriller, fantasy adventure, japanese movies, adventure, world cinema, ""childrens/family"", animation, anime, fantasy, ""childrens"", family film, action, ""childrens fantasy""",5000000.0,9631153.0,0.5786842799556888,7012038.0,0.4213157200443112,16643191.0
dinner for schmucks,2010,english,united states of america,"comedy of manners, comedy",69000000.0,73026337.0,0.8407773376955552,13829402.0,0.1592226623044448,86855739.0
dinosaur,2000,english,united states of america,"thriller, adventure, computer animation, costume drama, animation, fantasy, family film",127500000.0,137748063.0,0.3867718999780156,218400000.0,0.6132281000219844,356148063.0
dirty pretty things,2002,"french, somali, english, spanish",united kingdom,"thriller, crime fiction, mystery, drama, suspense, crime thriller",10000000.0,8112414.0,0.5730419962826222,6044339.0,0.4269580037173778,14156753.0
disaster movie,2008,english,united states of america,"parody, doomsday film, absurdism, action/adventure, comedy, disaster, action",20000000.0,14190901.0,0.3864545312143934,22529851.0,0.6135454687856066,36720752.0
district 9,2009,"zulu, xhosa, afrikaans, sotho, english, chewa","united states of america, south africa, canada, new zealand","thriller, science fiction, world cinema, drama, action, sci-fi adventure",30000000.0,115646235.0,0.5443368669343824,96807196.0,0.4556631330656175,212453431.0
disturbia,2007,"english, spanish",united states of america,"thriller, mystery, drama, teen",20000000.0,80818974.0,0.6807327331028359,37904528.0,0.3192672668971641,118723502.0
dodgeball: a true underdog story,2004,"german, english","united states of america, germany","sports, ensemble film, comedy",30000000.0,114326736.0,0.6788062313994256,54096491.0,0.3211937686005743,168423227.0
dolphin tale,2011,english,united states of america,"family film, drama",37000000.0,72286779.0,0.7524486220926594,23781945.0,0.2475513779073405,96068724.0
domestic disturbance,2001,english,united states of america,"thriller, crime fiction, psychological thriller, mystery, drama, suspense, crime thriller",53000000.0,45246095.0,0.8340402549754841,9003199.0,0.1659597450245159,54249294.0
domino,2005,english,"france, united states of america, united kingdom","crime fiction, thriller, biography, action/adventure, drama, comedy, biographical film, action",50000000.0,10169202.0,0.4313725889438546,13404855.0,0.5686274110561453,23574057.0
don't be afraid of the dark,2010,"english, american english","united states of america, mexico, australia, canada","thriller, horror",25000000.0,24046682.0,0.6145892646931446,15079745.0,0.3854107353068554,39126427.0
don't be afraid of the dark,1973,english,united states of america,horror,25000000.0,24046682.0,0.6145892646931446,15079745.0,0.3854107353068554,39126427.0
doom,2005,"japanese, english","united states of america, czech republic, united kingdom, germany","science fiction, horror, adventure, creature film, action/adventure, zombie film, action",70000000.0,28212337.0,0.4801513272131619,30544841.0,0.5198486727868381,58757178.0
doomsday,2008,english,"united states of america, south africa, united kingdom, germany","thriller, science fiction, doomsday film, plague, action/adventure, disaster, action",33000000.0,11008770.0,0.489874550069371,11463861.0,0.5101254499306289,22472631.0
doomsday,1990,"italian, hebrew","united states of america, italy, israel",drama,33000000.0,11008770.0,0.489874550069371,11463861.0,0.5101254499306289,22472631.0
doubt,2008,english,united states of america,"christian film, mystery, period piece, drama, film adaptation",20000000.0,33446470.0,0.6287982269816148,19744631.0,0.3712017730183851,53191101.0
down to earth,2001,english,"united states of america, australia, canada, germany","romantic comedy, romance film, fantasy, comedy",30000000.0,64186502.0,0.9016667513737364,7000000.0,0.0983332486262634,71186502.0
down to earth,1947,english,united states of america,"parody, romantic comedy, musical, fantasy, comedy, romance film, religious film",30000000.0,64186502.0,0.9016667513737364,7000000.0,0.0983332486262634,71186502.0
dr. dolittle 2,2001,english,united states of america,"fantasy comedy, family film, animal picture, comedy",72000000.0,112952899.0,0.6413975739292382,63151445.0,0.3586024260707617,176104344.0
drag me to hell,2009,"czech, spanish, english, hungarian",united states of america,"thriller, horror, horror comedy, supernatural",30000000.0,42100625.0,0.4606775577759592,49287862.0,0.5393224422240408,91388487.0
dragonball evolution,2009,"hindi, japanese, english","united states of america, hong kong, united kingdom","science fiction, adventure, doomsday film, superhero movie, action/adventure, martial arts film, fantasy, action, chinese movies",30000000.0,9362785.0,0.1607939656999343,48865675.0,0.8392060343000657,58228460.0
dream house,2011,english,"united states of america, canada","thriller, mystery, drama",50000000.0,21302340.0,0.5115569636795549,20339826.0,0.488443036320445,41642166.0
dreamcatcher,2003,english,"united states of america, australia, canada","thriller, science fiction, horror, supernatural, drama, film adaptation",68000000.0,33715436.0,0.4452914462514618,42000000.0,0.5547085537485381,75715436.0
dreamgirls,2006,english,united states of america,"roadshow theatrical release, period piece, musical, drama, music, musical drama",75000000.0,103365956.0,0.6638419004153878,52342739.0,0.3361580995846121,155708695.0
dredd,2012,english,"united states of america, india, united kingdom","thriller, science fiction, action",45000000.0,13414714.0,0.323498636501948,28052892.0,0.6765013634980519,41467606.0
drillbit taylor,2008,english,united states of america,"comedy, teen",40000000.0,32862104.0,0.6579747348672748,17082221.0,0.3420252651327253,49944325.0
drive,2011,"english, american english",united states of america,"thriller, crime fiction, crime drama, action/adventure, drama, crime thriller, action, neo-noir",15000000.0,35061555.0,0.4309497770837218,46297241.0,0.5690502229162782,81358796.0
drive,1998,english,united states of america,"action/adventure, action",15000000.0,35061555.0,0.4309497770837218,46297241.0,0.5690502229162782,81358796.0
drive angry,2011,english,united states of america,"thriller, action thrillers, supernatural, chase movie, action/adventure, action",50000000.0,10721033.0,0.2612173069126765,30321550.0,0.7387826930873235,41042583.0
driven,2001,"german, english, spanish","united states of america, australia, canada","thriller, action/adventure, sports, drama, action, auto racing",72000000.0,32720065.0,0.5976842011738187,22024673.0,0.4023157988261812,54744738.0
drowning mona,2000,english,united states of america,"crime fiction, crime comedy, mystery, comedy, black comedy, whodunit",16000000.0,15506764.0,0.965555056591715,553184.0,0.034444943408285,16059948.0
"dude, where's my car?",2000,"french, japanese, english",united states of america,"science fiction, buddy film, absurdism, mystery, comedy, stoner film, teen, slapstick",13000000.0,46729800.0,0.6385534070222291,26450923.0,0.3614465929777709,73180723.0
